uniprot_accession,protein_name,pathway,compound,cid
Q96DE0,U8 snoRNA-decapping enzyme,Reactome_R-HSA-1430728,caffeine,2519
Q96DG6,Carboxymethylenebutenolidase homolog,Reactome_R-HSA-1430728,caffeine,2519
Q96DU7,Inositol-trisphosphate 3-kinase C,Reactome_R-HSA-1430728,caffeine,2519
Q96EE3-1,SEH1L-1,Reactome_R-HSA-1430728,caffeine,2519
Q96EE3-2,SEH1L-2,Reactome_R-HSA-1430728,caffeine,2519
Q96EF0,"Phosphatidylinositol-3,5-bisphosphate 3-phosphatase MTMR8",Reactome_R-HSA-1430728,caffeine,2519
Q96EK7,Constitutive coactivator of peroxisome proliferator-activated receptor gamma,Reactome_R-HSA-1430728,caffeine,2519
Q96EN8,Molybdenum cofactor sulfurase,Reactome_R-HSA-1430728,caffeine,2519
Q96EY8,Corrinoid adenosyltransferase MMAB,Reactome_R-HSA-1430728,caffeine,2519
Q96G03,Phosphopentomutase,Reactome_R-HSA-1430728,caffeine,2519
Q96G25,Mediator of RNA polymerase II transcription subunit 8,Reactome_R-HSA-1430728,caffeine,2519
Q96G61,Diphosphoinositol polyphosphate phosphohydrolase 3-beta,Reactome_R-HSA-1430728,caffeine,2519
Q96GA7,Serine dehydratase-like,Reactome_R-HSA-1430728,caffeine,2519
Q96GE9,Distal membrane-arm assembly complex protein 1,Reactome_R-HSA-1430728,caffeine,2519
Q96GX9,Methylthioribulose-1-phosphate dehydratase,Reactome_R-HSA-1430728,caffeine,2519
Q96H78,Solute carrier family 25 member 44,Reactome_R-HSA-1430728,caffeine,2519
Q96H96,"4-hydroxybenzoate polyprenyltransferase, mitochondrial",Reactome_R-HSA-1430728,caffeine,2519
Q96HD9,N-acyl-aromatic-L-amino acid amidohydrolase (carboxylate-forming),Reactome_R-HSA-1430728,caffeine,2519
Q96HR3,Mediator of RNA polymerase II transcription subunit 30,Reactome_R-HSA-1430728,caffeine,2519
Q96HS1-1,PGAM5L,Reactome_R-HSA-1430728,caffeine,2519
Q96I15,Selenocysteine lyase,Reactome_R-HSA-1430728,caffeine,2519
Q96I23,"Protein preY, mitochondrial",Reactome_R-HSA-1430728,caffeine,2519
Q96I36,Cytochrome c oxidase assembly protein COX14,Reactome_R-HSA-1430728,caffeine,2519
Q96I99,"Succinate--CoA ligase [GDP-forming] subunit beta, mitochondrial",Reactome_R-HSA-1430728,caffeine,2519
Q96IR7,4-hydroxyphenylpyruvate dioxygenase-like protein,Reactome_R-HSA-1430728,caffeine,2519
Q96IU4,Putative protein-lysine deacylase ABHD14B,Reactome_R-HSA-1430728,caffeine,2519
Q96IX5,"ATP synthase F(0) complex subunit k, mitochondrial",Reactome_R-HSA-1430728,caffeine,2519
Q96JD6,"1,5-anhydro-D-fructose reductase",Reactome_R-HSA-1430728,caffeine,2519
Q96K12,Fatty acyl-CoA reductase 2,Reactome_R-HSA-1430728,caffeine,2519
Q96KP4,Cytosolic non-specific dipeptidase,Reactome_R-HSA-1430728,caffeine,2519
Q96L58,"Beta-1,3-galactosyltransferase 6",Reactome_R-HSA-1430728,caffeine,2519
Q96LT4,Sphingomyelin synthase-related protein 1,Reactome_R-HSA-1430728,caffeine,2519
Q96N66,Membrane-bound acylglycerophosphatidylinositol O-acyltransferase MBOAT7,Reactome_R-HSA-1430728,caffeine,2519
Q96N76,Urocanate hydratase,Reactome_R-HSA-1430728,caffeine,2519
Q96NT5,Proton-coupled folate transporter,Reactome_R-HSA-1430728,caffeine,2519
Q96NU7,Probable imidazolonepropionase,Reactome_R-HSA-1430728,caffeine,2519
Q96P26,Cytosolic 5'-nucleotidase 1B,Reactome_R-HSA-1430728,caffeine,2519
Q96PD7,Diacylglycerol O-acyltransferase 2,Reactome_R-HSA-1430728,caffeine,2519
Q96PE7,"Methylmalonyl-CoA epimerase, mitochondrial",Reactome_R-HSA-1430728,caffeine,2519
Q96PY6,Serine/threonine-protein kinase Nek1,Reactome_R-HSA-1430728,caffeine,2519
Q96QG7,Myotubularin-related protein 9,Reactome_R-HSA-1430728,caffeine,2519
Q96RI1,Bile acid receptor,Reactome_R-HSA-1430728,caffeine,2519
Q96RN5,Mediator of RNA polymerase II transcription subunit 15,Reactome_R-HSA-1430728,caffeine,2519
Q96RQ3,"Methylcrotonoyl-CoA carboxylase subunit alpha, mitochondrial",Reactome_R-HSA-1430728,caffeine,2519
Q96RQ9,L-amino-acid oxidase,Reactome_R-HSA-1430728,caffeine,2519
Q96RU7,Tribbles homolog 3,Reactome_R-HSA-1430728,caffeine,2519
Q96S59,Ran-binding protein 9,Reactome_R-HSA-1430728,caffeine,2519
Q96SQ9,Cytochrome P450 2S1,Reactome_R-HSA-1430728,caffeine,2519
Q96SZ5,2-aminoethanethiol dioxygenase,Reactome_R-HSA-1430728,caffeine,2519
Q96T21,Selenocysteine insertion sequence-binding protein 2,Reactome_R-HSA-1430728,caffeine,2519
Q96T51,RUN and FYVE domain-containing protein 1,Reactome_R-HSA-1430728,caffeine,2519
Q96T66,Nicotinamide/nicotinic acid mononucleotide adenylyltransferase 3,Reactome_R-HSA-1430728,caffeine,2519
Q96T76,MMS19 nucleotide excision repair protein homolog,Reactome_R-HSA-1430728,caffeine,2519
Q99424,Peroxisomal acyl-coenzyme A oxidase 2,Reactome_R-HSA-1430728,caffeine,2519
Q99447,Ethanolamine-phosphate cytidylyltransferase,Reactome_R-HSA-1430728,caffeine,2519
Q99489,D-aspartate oxidase,Reactome_R-HSA-1430728,caffeine,2519
Q99518,Flavin-containing monooxygenase 2,Reactome_R-HSA-1430728,caffeine,2519
Q99538,Legumain,Reactome_R-HSA-1430728,caffeine,2519
Q99541,Perilipin-2,Reactome_R-HSA-1430728,caffeine,2519
Q99567,Nuclear pore complex protein Nup88,Reactome_R-HSA-1430728,caffeine,2519
Q99611,"Selenide, water dikinase 2",Reactome_R-HSA-1430728,caffeine,2519
Q99643,"Succinate dehydrogenase cytochrome b560 subunit, mitochondrial",Reactome_R-HSA-1430728,caffeine,2519
Q99653,Calcineurin B homologous protein 1,Reactome_R-HSA-1430728,caffeine,2519
Q99685,Monoglyceride lipase,Reactome_R-HSA-1430728,caffeine,2519
Q99707,Methionine synthase,Reactome_R-HSA-1430728,caffeine,2519
Q99714,3-hydroxyacyl-CoA dehydrogenase type-2,Reactome_R-HSA-1430728,caffeine,2519
Q99735,Microsomal glutathione S-transferase 2,Reactome_R-HSA-1430728,caffeine,2519
Q99743,Neuronal PAS domain-containing protein 2,Reactome_R-HSA-1430728,caffeine,2519
Q99757,"Thioredoxin, mitochondrial",Reactome_R-HSA-1430728,caffeine,2519
Q99766,"ATP synthase subunit s, mitochondrial",Reactome_R-HSA-1430728,caffeine,2519
Q99798,"Aconitate hydratase, mitochondrial",Reactome_R-HSA-1430728,caffeine,2519
Q99943,1-acyl-sn-glycerol-3-phosphate acyltransferase alpha,Reactome_R-HSA-1430728,caffeine,2519
Q99999,Galactosylceramide sulfotransferase,Reactome_R-HSA-1430728,caffeine,2519
Q9BPX1,L-fucose dehydrogenase,Reactome_R-HSA-1430728,caffeine,2519
Q9BQ95,"Evolutionarily conserved signaling intermediate in Toll pathway, mitochondrial",Reactome_R-HSA-1430728,caffeine,2519
Q9BQB6,Vitamin K epoxide reductase complex subunit 1,Reactome_R-HSA-1430728,caffeine,2519
Q9BQG2,NAD-capped RNA hydrolase NUDT12,Reactome_R-HSA-1430728,caffeine,2519
Q9BQK8,Phosphatidate phosphatase LPIN3,Reactome_R-HSA-1430728,caffeine,2519
Q9BQT8,Mitochondrial 2-oxodicarboxylate carrier,Reactome_R-HSA-1430728,caffeine,2519
Q9BR01,Sulfotransferase 4A1,Reactome_R-HSA-1430728,caffeine,2519
Q9BR61,Acyl-CoA-binding domain-containing protein 6,Reactome_R-HSA-1430728,caffeine,2519
Q9BRC7,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase delta-4",Reactome_R-HSA-1430728,caffeine,2519
Q9BRR6,ADP-dependent glucokinase,Reactome_R-HSA-1430728,caffeine,2519
Q9BRT2,Ubiquinol-cytochrome c reductase complex assembly factor 2,Reactome_R-HSA-1430728,caffeine,2519
Q9BSE5,"Guanidino acid hydrolase, mitochondrial",Reactome_R-HSA-1430728,caffeine,2519
Q9BSH4,Translational activator of cytochrome c oxidase 1,Reactome_R-HSA-1430728,caffeine,2519
Q9BTT4,Mediator of RNA polymerase II transcription subunit 10,Reactome_R-HSA-1430728,caffeine,2519
Q9BTX1,Nucleoporin NDC1,Reactome_R-HSA-1430728,caffeine,2519
Q9BU02,Thiamine-triphosphatase,Reactome_R-HSA-1430728,caffeine,2519
Q9BU61,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 3,Reactome_R-HSA-1430728,caffeine,2519
Q9BUE0,Mediator of RNA polymerase II transcription subunit 18,Reactome_R-HSA-1430728,caffeine,2519
Q9BUE6,"Iron-sulfur cluster assembly 1 homolog, mitochondrial",Reactome_R-HSA-1430728,caffeine,2519
Q9BUM1,Glucose-6-phosphatase 3,Reactome_R-HSA-1430728,caffeine,2519
Q9BUT1,Dehydrogenase/reductase SDR family member 6,Reactome_R-HSA-1430728,caffeine,2519
Q9BUV8,GEL complex subunit OPTI,Reactome_R-HSA-1430728,caffeine,2519
Q9BV20,Methylthioribose-1-phosphate isomerase,Reactome_R-HSA-1430728,caffeine,2519
Q9BV57,Acireductone dioxygenase,Reactome_R-HSA-1430728,caffeine,2519
Q9BV79,"Enoyl-[acyl-carrier-protein] reductase, mitochondrial",Reactome_R-HSA-1430728,caffeine,2519
Q9BVG9,Phosphatidylserine synthase 2,Reactome_R-HSA-1430728,caffeine,2519
Q9BVV7,Mitochondrial import inner membrane translocase subunit Tim21,Reactome_R-HSA-1430728,caffeine,2519
Q9BW27,Nuclear pore complex protein Nup85,Reactome_R-HSA-1430728,caffeine,2519
Q9BW72,"HIG1 domain family member 2A, mitochondrial",Reactome_R-HSA-1430728,caffeine,2519
Q9BW91-1,NUDT9-1,Reactome_R-HSA-1430728,caffeine,2519
Q9BWD1,"Acetyl-CoA acetyltransferase, cytosolic",Reactome_R-HSA-1430728,caffeine,2519
Q9BWU1,Cyclin-dependent kinase 19,Reactome_R-HSA-1430728,caffeine,2519
Q9BX63,Fanconi anemia group J protein,Reactome_R-HSA-1430728,caffeine,2519
Q9BXI3,Cytosolic 5'-nucleotidase 1A,Reactome_R-HSA-1430728,caffeine,2519
Q9BXJ7,Protein amnionless,Reactome_R-HSA-1430728,caffeine,2519
Q9BY32,Inosine triphosphate pyrophosphatase,Reactome_R-HSA-1430728,caffeine,2519
Q9BY49,Peroxisomal trans-2-enoyl-CoA reductase,Reactome_R-HSA-1430728,caffeine,2519
Q9BY76,Angiopoietin-related protein 4,Reactome_R-HSA-1430728,caffeine,2519
Q9BYC2,"Succinyl-CoA:3-ketoacid coenzyme A transferase 2, mitochondrial",Reactome_R-HSA-1430728,caffeine,2519
Q9BYG0,"Lactosylceramide 1,3-N-acetyl-beta-D-glucosaminyltransferase",Reactome_R-HSA-1430728,caffeine,2519
Q9BYJ1,Hydroperoxide isomerase ALOXE3,Reactome_R-HSA-1430728,caffeine,2519
Q9BYK8,3'-5' exoribonuclease HELZ2,Reactome_R-HSA-1430728,caffeine,2519
Q9BYV1,"Alanine--glyoxylate aminotransferase 2, mitochondrial",Reactome_R-HSA-1430728,caffeine,2519
Q9BYV7,"Carotenoid-cleaving dioxygenase, mitochondrial",Reactome_R-HSA-1430728,caffeine,2519
Q9BYZ2,L-lactate dehydrogenase A-like 6B,Reactome_R-HSA-1430728,caffeine,2519
Q9BZ23,"Pantothenate kinase 2, mitochondrial",Reactome_R-HSA-1430728,caffeine,2519
Q9BZK7,F-box-like/WD repeat-containing protein TBL1XR1,Reactome_R-HSA-1430728,caffeine,2519
Q9BZM1,Group XIIA secretory phospholipase A2,Reactome_R-HSA-1430728,caffeine,2519
Q9BZM2,Group IIF secretory phospholipase A2,Reactome_R-HSA-1430728,caffeine,2519
Q9BZQ4,Nicotinamide/nicotinic acid mononucleotide adenylyltransferase 2,Reactome_R-HSA-1430728,caffeine,2519
Q9BZX2,Uridine-cytidine kinase 2,Reactome_R-HSA-1430728,caffeine,2519
Q9C0D9,Ethanolaminephosphotransferase 1,Reactome_R-HSA-1430728,caffeine,2519
Q9C0I1,Myotubularin-related protein 12,Reactome_R-HSA-1430728,caffeine,2519
Q9GZT4,Serine racemase,Reactome_R-HSA-1430728,caffeine,2519
Q9GZY4,Cytochrome c oxidase assembly factor 1 homolog,Reactome_R-HSA-1430728,caffeine,2519
Q9H008,Phospholysine phosphohistidine inorganic pyrophosphate phosphatase,Reactome_R-HSA-1430728,caffeine,2519
Q9H061,Transmembrane protein 126A,Reactome_R-HSA-1430728,caffeine,2519
Q9H0P0-4,NT5C3-4,Reactome_R-HSA-1430728,caffeine,2519
Q9H1K1-1,ISCU_HUMAN,Reactome_R-HSA-1430728,caffeine,2519
Q9H1U9,Mitochondrial nicotinamide adenine dinucleotide transporter SLC25A51,Reactome_R-HSA-1430728,caffeine,2519
Q9H204,Mediator of RNA polymerase II transcription subunit 28,Reactome_R-HSA-1430728,caffeine,2519
Q9H227,Cytosolic beta-glucosidase,Reactome_R-HSA-1430728,caffeine,2519
Q9H2C2,Protein ARV1,Reactome_R-HSA-1430728,caffeine,2519
Q9H2D1,Solute carrier family 25 member 32,Reactome_R-HSA-1430728,caffeine,2519
Q9H2F3,3 beta-hydroxysteroid dehydrogenase type 7,Reactome_R-HSA-1430728,caffeine,2519
Q9H2M3,S-methylmethionine--homocysteine S-methyltransferase BHMT2,Reactome_R-HSA-1430728,caffeine,2519
Q9H2U2,"Inorganic pyrophosphatase 2, mitochondrial",Reactome_R-HSA-1430728,caffeine,2519
Q9H3L0,Cobalamin trafficking protein CblD,Reactome_R-HSA-1430728,caffeine,2519
Q9H3S4,Thiamine pyrophosphokinase 1,Reactome_R-HSA-1430728,caffeine,2519
Q9H477,Ribokinase,Reactome_R-HSA-1430728,caffeine,2519
Q9H4A9,Dipeptidase 2,Reactome_R-HSA-1430728,caffeine,2519
Q9H4Y5,Glutathione S-transferase omega-2,Reactome_R-HSA-1430728,caffeine,2519
Q9H5J4,Very long chain fatty acid elongase 6,Reactome_R-HSA-1430728,caffeine,2519
Q9H6Q4,Cytosolic iron-sulfur assembly component 3,Reactome_R-HSA-1430728,caffeine,2519
Q9H6R3,"Acyl-CoA synthetase short-chain family member 3, mitochondrial",Reactome_R-HSA-1430728,caffeine,2519
Q9H773,dCTP pyrophosphatase 1,Reactome_R-HSA-1430728,caffeine,2519
Q9H7D7,WD repeat-containing protein 26,Reactome_R-HSA-1430728,caffeine,2519
Q9H845,"Complex I assembly factor ACAD9, mitochondrial",Reactome_R-HSA-1430728,caffeine,2519
Q9H8P0,Polyprenal reductase,Reactome_R-HSA-1430728,caffeine,2519
Q9H8X2,Inositol-pentakisphosphate 2-kinase,Reactome_R-HSA-1430728,caffeine,2519
Q9H944,Mediator of RNA polymerase II transcription subunit 20,Reactome_R-HSA-1430728,caffeine,2519
Q9H9P8,"L-2-hydroxyglutarate dehydrogenase, mitochondrial",Reactome_R-HSA-1430728,caffeine,2519
Q9HA47,Uridine-cytidine kinase 1,Reactome_R-HSA-1430728,caffeine,2519
Q9HAB8,Phosphopantothenate--cysteine ligase,Reactome_R-HSA-1430728,caffeine,2519
Q9HAN9,Nicotinamide/nicotinic acid mononucleotide adenylyltransferase 1,Reactome_R-HSA-1430728,caffeine,2519
Q9HAW8,UDP-glucuronosyltransferase 1A10,Reactome_R-HSA-1430728,caffeine,2519
Q9HAY6,"Beta,beta-carotene 15,15'-dioxygenase",Reactome_R-HSA-1430728,caffeine,2519
Q9HB19,Pleckstrin homology domain-containing family A member 2,Reactome_R-HSA-1430728,caffeine,2519
Q9HB21,Pleckstrin homology domain-containing family A member 1,Reactome_R-HSA-1430728,caffeine,2519
Q9HB55,Cytochrome P450 3A43,Reactome_R-HSA-1430728,caffeine,2519
Q9HBK9,Arsenite methyltransferase,Reactome_R-HSA-1430728,caffeine,2519
Q9HBL8,NmrA-like family domain-containing protein 1,Reactome_R-HSA-1430728,caffeine,2519
Q9HC21,Mitochondrial thiamine pyrophosphate carrier,Reactome_R-HSA-1430728,caffeine,2519
Q9HCC0,"Methylcrotonoyl-CoA carboxylase beta chain, mitochondrial",Reactome_R-HSA-1430728,caffeine,2519
Q9HCG7,Non-lysosomal glucosylceramidase,Reactome_R-HSA-1430728,caffeine,2519
Q9HCL2,"Glycerol-3-phosphate acyltransferase 1, mitochondrial",Reactome_R-HSA-1430728,caffeine,2519
Q9HD34,LYR motif-containing protein 4,Reactome_R-HSA-1430728,caffeine,2519
Q9HD40,O-phosphoseryl-tRNA(Sec) selenium transferase,Reactome_R-HSA-1430728,caffeine,2519
Q9NP71,Carbohydrate-responsive element-binding protein,Reactome_R-HSA-1430728,caffeine,2519
Q9NPA3,Mid1-interacting protein 1,Reactome_R-HSA-1430728,caffeine,2519
Q9NPB1,"5'(3')-deoxyribonucleotidase, mitochondrial",Reactome_R-HSA-1430728,caffeine,2519
Q9NPB8,Glycerophosphocholine phosphodiesterase GPCPD1,Reactome_R-HSA-1430728,caffeine,2519
Q9NPC4,Lactosylceramide 4-alpha-galactosyltransferase,Reactome_R-HSA-1430728,caffeine,2519
Q9NPD5,Solute carrier organic anion transporter family member 1B3,Reactome_R-HSA-1430728,caffeine,2519
Q9NPF0,CD320 antigen,Reactome_R-HSA-1430728,caffeine,2519
Q9NPH0,Lysophosphatidic acid phosphatase type 6,Reactome_R-HSA-1430728,caffeine,2519
Q9NPH2,Inositol-3-phosphate synthase 1,Reactome_R-HSA-1430728,caffeine,2519
Q9NPI5,Nicotinamide riboside kinase 2,Reactome_R-HSA-1430728,caffeine,2519
Q9NPJ6,Mediator of RNA polymerase II transcription subunit 4,Reactome_R-HSA-1430728,caffeine,2519
Q9NPL8,"Complex I assembly factor TIMMDC1, mitochondrial",Reactome_R-HSA-1430728,caffeine,2519
Q9NPZ5,Galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase 2,Reactome_R-HSA-1430728,caffeine,2519
Q9NQ66,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-1",Reactome_R-HSA-1430728,caffeine,2519
Q9NQR9,Glucose-6-phosphatase 2,Reactome_R-HSA-1430728,caffeine,2519
Q9NQX3,Gephyrin,Reactome_R-HSA-1430728,caffeine,2519
Q9NQZ5,"StAR-related lipid transfer protein 7, mitochondrial",Reactome_R-HSA-1430728,caffeine,2519
Q9NQZ7,Ectonucleoside triphosphate diphosphohydrolase 7,Reactome_R-HSA-1430728,caffeine,2519
Q9NR19,"Acetyl-coenzyme A synthetase, cytoplasmic",Reactome_R-HSA-1430728,caffeine,2519
Q9NR77,Peroxisomal membrane protein 2,Reactome_R-HSA-1430728,caffeine,2519
Q9NRA0,Sphingosine kinase 2,Reactome_R-HSA-1430728,caffeine,2519
Q9NRA2,Sialin,Reactome_R-HSA-1430728,caffeine,2519
Q9NRD9,Dual oxidase 1,Reactome_R-HSA-1430728,caffeine,2519
Q9NRF8,CTP synthase 2,Reactome_R-HSA-1430728,caffeine,2519
Q9NRG9,Aladin,Reactome_R-HSA-1430728,caffeine,2519
Q9NRN7,L-aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase,Reactome_R-HSA-1430728,caffeine,2519
Q9NRP4,"Succinate dehydrogenase assembly factor 3, mitochondrial",Reactome_R-HSA-1430728,caffeine,2519
Q9NSY2,StAR-related lipid transfer protein 5,Reactome_R-HSA-1430728,caffeine,2519
Q9NTG7,"NAD-dependent protein deacetylase sirtuin-3, mitochondrial",Reactome_R-HSA-1430728,caffeine,2519
Q9NTJ4,Alpha-mannosidase 2C1,Reactome_R-HSA-1430728,caffeine,2519
Q9NTJ5,Phosphatidylinositol-3-phosphatase SAC1,Reactome_R-HSA-1430728,caffeine,2519
Q9NTN3,Nucleotide sugar transporter SLC35D1,Reactome_R-HSA-1430728,caffeine,2519
Q9NU23,LYR motif-containing protein 2,Reactome_R-HSA-1430728,caffeine,2519
Q9NUB1,"Acetyl-coenzyme A synthetase 2-like, mitochondrial",Reactome_R-HSA-1430728,caffeine,2519
Q9NUI1,"Peroxisomal 2,4-dienoyl-CoA reductase [(3E)-enoyl-CoA-producing]",Reactome_R-HSA-1430728,caffeine,2519
Q9NUJ1,"Palmitoyl-protein thioesterase ABHD10, mitochondrial",Reactome_R-HSA-1430728,caffeine,2519
Q9NUN5,Lysosomal cobalamin transport escort protein LMBD1,Reactome_R-HSA-1430728,caffeine,2519
Q9NUN7,Alkaline ceramidase 3,Reactome_R-HSA-1430728,caffeine,2519
Q9NUQ2,1-acyl-sn-glycerol-3-phosphate acyltransferase epsilon,Reactome_R-HSA-1430728,caffeine,2519
Q9NUV7,Serine palmitoyltransferase 3,Reactome_R-HSA-1430728,caffeine,2519
Q9NUZ1,Acyl-coenzyme A oxidase-like protein,Reactome_R-HSA-1430728,caffeine,2519
Q9NV23,"S-acyl fatty acid synthase thioesterase, medium chain",Reactome_R-HSA-1430728,caffeine,2519
Q9NV35,Nucleotide triphosphate diphosphatase NUDT15,Reactome_R-HSA-1430728,caffeine,2519
Q9NVA1,Ubiquinol-cytochrome c reductase complex assembly factor 1,Reactome_R-HSA-1430728,caffeine,2519
Q9NVC6,Mediator of RNA polymerase II transcription subunit 17,Reactome_R-HSA-1430728,caffeine,2519
Q9NVE7,4'-phosphopantetheine phosphatase,Reactome_R-HSA-1430728,caffeine,2519
Q9NVH6,"Trimethyllysine dioxygenase, mitochondrial",Reactome_R-HSA-1430728,caffeine,2519
Q9NVS9,Pyridoxine-5'-phosphate oxidase,Reactome_R-HSA-1430728,caffeine,2519
Q9NW81,Distal membrane-arm assembly complex protein 2,Reactome_R-HSA-1430728,caffeine,2519
Q9NWA0,Mediator of RNA polymerase II transcription subunit 9,Reactome_R-HSA-1430728,caffeine,2519
Q9NWM0-3,SMOX_HUMAN,Reactome_R-HSA-1430728,caffeine,2519
Q9NWU2,Glucose-induced degradation protein 8 homolog,Reactome_R-HSA-1430728,caffeine,2519
Q9NWW6,Nicotinamide riboside kinase 1,Reactome_R-HSA-1430728,caffeine,2519
Q9NWZ5,Uridine-cytidine kinase-like 1,Reactome_R-HSA-1430728,caffeine,2519
Q9NX14,"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 11, mitochondrial",Reactome_R-HSA-1430728,caffeine,2519
Q9NX18,"Succinate dehydrogenase assembly factor 2, mitochondrial",Reactome_R-HSA-1430728,caffeine,2519
Q9NX62,"Golgi-resident adenosine 3',5'-bisphosphate 3'-phosphatase",Reactome_R-HSA-1430728,caffeine,2519
Q9NX70,Mediator of RNA polymerase II transcription subunit 29,Reactome_R-HSA-1430728,caffeine,2519
Q9NXA8,"NAD-dependent protein deacylase sirtuin-5, mitochondrial",Reactome_R-HSA-1430728,caffeine,2519
Q9NXB9,Very long chain fatty acid elongase 2,Reactome_R-HSA-1430728,caffeine,2519
Q9NXD2,Myotubularin-related protein 10,Reactome_R-HSA-1430728,caffeine,2519
Q9NXE4,Sphingomyelin phosphodiesterase 4,Reactome_R-HSA-1430728,caffeine,2519
Q9NY47,Voltage-dependent calcium channel subunit alpha-2/delta-2,Reactome_R-HSA-1430728,caffeine,2519
Q9NYA1,Sphingosine kinase 1,Reactome_R-HSA-1430728,caffeine,2519
Q9NYL5,24-hydroxycholesterol 7-alpha-hydroxylase,Reactome_R-HSA-1430728,caffeine,2519
Q9NYQ3,2-Hydroxyacid oxidase 2,Reactome_R-HSA-1430728,caffeine,2519
Q9NZ20,Group 3 secretory phospholipase A2,Reactome_R-HSA-1430728,caffeine,2519
Q9NZ53,Podocalyxin-like protein 2,Reactome_R-HSA-1430728,caffeine,2519
Q9NZ71,Regulator of telomere elongation helicase 1,Reactome_R-HSA-1430728,caffeine,2519
Q9NZB8-1,MOCS1B,Reactome_R-HSA-1430728,caffeine,2519
Q9NZB8-5,MOCS1A,Reactome_R-HSA-1430728,caffeine,2519
Q9NZC3,Glycerophosphodiester phosphodiesterase 1,Reactome_R-HSA-1430728,caffeine,2519
Q9NZI5,Grainyhead-like protein 1 homolog,Reactome_R-HSA-1430728,caffeine,2519
Q9NZJ6,"Ubiquinone biosynthesis O-methyltransferase, mitochondrial",Reactome_R-HSA-1430728,caffeine,2519
Q9NZJ9,Diphosphoinositol polyphosphate phosphohydrolase 2,Reactome_R-HSA-1430728,caffeine,2519
Q9NZK7,Group IIE secretory phospholipase A2,Reactome_R-HSA-1430728,caffeine,2519
Q9NZL6,Ral guanine nucleotide dissociation stimulator-like 1,Reactome_R-HSA-1430728,caffeine,2519
Q9NZL9,Methionine adenosyltransferase 2 subunit beta,Reactome_R-HSA-1430728,caffeine,2519
Q9P032,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 4,Reactome_R-HSA-1430728,caffeine,2519
Q9P086,Mediator of RNA polymerase II transcription subunit 11,Reactome_R-HSA-1430728,caffeine,2519
Q9P0J0,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13,Reactome_R-HSA-1430728,caffeine,2519
Q9P0S2,"Cytochrome c oxidase assembly protein COX16 homolog, mitochondrial",Reactome_R-HSA-1430728,caffeine,2519
Q9P0Z9,Peroxisomal sarcosine oxidase,Reactome_R-HSA-1430728,caffeine,2519
Q9P212,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase epsilon-1",Reactome_R-HSA-1430728,caffeine,2519
Q9P2J5,"Leucine--tRNA ligase, cytoplasmic",Reactome_R-HSA-1430728,caffeine,2519
Q9P2R7,"Succinate--CoA ligase [ADP-forming] subunit beta, mitochondrial",Reactome_R-HSA-1430728,caffeine,2519
Q9P2T1,GMP reductase 2,Reactome_R-HSA-1430728,caffeine,2519
Q9P2W7,Galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase 1,Reactome_R-HSA-1430728,caffeine,2519
Q9UBF8,Phosphatidylinositol 4-kinase beta,Reactome_R-HSA-1430728,caffeine,2519
Q9UBK2,Peroxisome proliferator-activated receptor gamma coactivator 1-alpha,Reactome_R-HSA-1430728,caffeine,2519
Q9UBK8,Methionine synthase reductase,Reactome_R-HSA-1430728,caffeine,2519
Q9UBM1,Phosphatidylethanolamine N-methyltransferase,Reactome_R-HSA-1430728,caffeine,2519
Q9UBM7,7-dehydrocholesterol reductase,Reactome_R-HSA-1430728,caffeine,2519
Q9UBQ6,Exostosin-like 2,Reactome_R-HSA-1430728,caffeine,2519
Q9UBQ7,Glyoxylate reductase/hydroxypyruvate reductase,Reactome_R-HSA-1430728,caffeine,2519
Q9UBR1,Beta-ureidopropionase,Reactome_R-HSA-1430728,caffeine,2519
Q9UBV7,"Beta-1,4-galactosyltransferase 7",Reactome_R-HSA-1430728,caffeine,2519
Q9UBX3,Mitochondrial dicarboxylate carrier,Reactome_R-HSA-1430728,caffeine,2519
Q9UBX8,"Beta-1,4-galactosyltransferase 6",Reactome_R-HSA-1430728,caffeine,2519
Q9UDR5,"Alpha-aminoadipic semialdehyde synthase, mitochondrial",Reactome_R-HSA-1430728,caffeine,2519
Q9UDW1,Cytochrome b-c1 complex subunit 9,Reactome_R-HSA-1430728,caffeine,2519
Q9UF12,Hydroxyproline dehydrogenase,Reactome_R-HSA-1430728,caffeine,2519
Q9UG56,"Phosphatidylserine decarboxylase proenzyme, mitochondrial",Reactome_R-HSA-1430728,caffeine,2519
Q9UGB7,Inositol oxygenase,Reactome_R-HSA-1430728,caffeine,2519
Q9UGJ0,5'-AMP-activated protein kinase subunit gamma-2,Reactome_R-HSA-1430728,caffeine,2519
Q9UH92,Max-like protein X,Reactome_R-HSA-1430728,caffeine,2519
