compound,geneid,description,symbol,uniprot_accession,uniprot_accessions
caffeine,335,apolipoprotein A1,APOA1,P02647,P02647;A0A024R3E3
caffeine,336,apolipoprotein A2,APOA2,P02652,P02652
caffeine,336,apolipoprotein A2,APOA2,P02652,P02652
caffeine,336,apolipoprotein A2,APOA2,P02652,P02652
caffeine,336,apolipoprotein A2,APOA2,P02652,P02652
caffeine,338,apolipoprotein B,APOB,P04114,P04114;A0AAG2UUW0;Q59HB3;Q7Z7Q0
caffeine,338,apolipoprotein B,APOB,P04114,P04114;A0AAG2UUW0;Q59HB3;Q7Z7Q0
caffeine,338,apolipoprotein B,APOB,P04114,P04114;A0AAG2UUW0;Q59HB3;Q7Z7Q0
caffeine,338,apolipoprotein B,APOB,P04114,P04114;A0AAG2UUW0;Q59HB3;Q7Z7Q0
caffeine,338,apolipoprotein B,APOB,P04114,P04114;A0AAG2UUW0;Q59HB3;Q7Z7Q0
caffeine,338,apolipoprotein B,APOB,P04114,P04114;A0AAG2UUW0;Q59HB3;Q7Z7Q0
caffeine,338,apolipoprotein B,APOB,P04114,P04114;A0AAG2UUW0;Q59HB3;Q7Z7Q0
caffeine,338,apolipoprotein B,APOB,P04114,P04114;A0AAG2UUW0;Q59HB3;Q7Z7Q0
caffeine,341,apolipoprotein C1,APOC1,P02654,P02654;K7EPF9
caffeine,341,apolipoprotein C1,APOC1,P02654,P02654;K7EPF9
caffeine,341,apolipoprotein C1,APOC1,P02654,P02654;K7EPF9
caffeine,341,apolipoprotein C1,APOC1,P02654,P02654;K7EPF9
caffeine,344,apolipoprotein C2,APOC2,P02655,P02655;A0A024R0T9
caffeine,344,apolipoprotein C2,APOC2,P02655,P02655;A0A024R0T9
caffeine,344,apolipoprotein C2,APOC2,P02655,P02655;A0A024R0T9
caffeine,344,apolipoprotein C2,APOC2,P02655,P02655;A0A024R0T9
caffeine,345,apolipoprotein C3,APOC3,P02656,P02656;A3KPE2
caffeine,345,apolipoprotein C3,APOC3,P02656,P02656;A3KPE2
caffeine,348,apolipoprotein E,APOE,P02649,P02649;A0A0S2Z3D5
caffeine,348,apolipoprotein E,APOE,P02649,P02649;A0A0S2Z3D5
caffeine,355,Fas cell surface death receptor,FAS,P25445,P25445;A0A8Q3SIR6;K9J972;Q59FU8
caffeine,355,Fas cell surface death receptor,FAS,P25445,P25445;A0A8Q3SIR6;K9J972;Q59FU8
caffeine,355,Fas cell surface death receptor,FAS,P25445,P25445;A0A8Q3SIR6;K9J972;Q59FU8
caffeine,355,Fas cell surface death receptor,FAS,P25445,P25445;A0A8Q3SIR6;K9J972;Q59FU8
caffeine,355,Fas cell surface death receptor,FAS,P25445,P25445;A0A8Q3SIR6;K9J972;Q59FU8
caffeine,355,Fas cell surface death receptor,FAS,P25445,P25445;A0A8Q3SIR6;K9J972;Q59FU8
caffeine,357,shroom family member 2,SHROOM2,Q13796,Q13796;B7Z682;F5H3B6
caffeine,357,shroom family member 2,SHROOM2,Q13796,Q13796;B7Z682;F5H3B6
caffeine,367,androgen receptor,AR,P10275,P10275;A0A087WUX9;F1D8N5;G4VV16;Q9NUA2
caffeine,367,androgen receptor,AR,P10275,P10275;A0A087WUX9;F1D8N5;G4VV16;Q9NUA2
caffeine,369,"A-Raf proto-oncogene, serine/threonine kinase",ARAF,P10398,P10398;A0A024R178;Q96II5
caffeine,369,"A-Raf proto-oncogene, serine/threonine kinase",ARAF,P10398,P10398;A0A024R178;Q96II5
caffeine,372,archain 1 coat protein complex I subunit delta,ARCN1,P48444,P48444;B0YIW5
caffeine,372,archain 1 coat protein complex I subunit delta,ARCN1,P48444,P48444;B0YIW5
caffeine,375,ARF GTPase 1,ARF1,P84077,P84077
caffeine,375,ARF GTPase 1,ARF1,P84077,P84077
caffeine,379,ARF like GTPase 4D,ARL4D,P49703,P49703
caffeine,379,ARF like GTPase 4D,ARL4D,P49703,P49703
caffeine,392,Rho GTPase activating protein 1,ARHGAP1,Q07960,Q07960
caffeine,392,Rho GTPase activating protein 1,ARHGAP1,Q07960,Q07960
caffeine,394,Rho GTPase activating protein 5,ARHGAP5,Q13017,Q13017
caffeine,394,Rho GTPase activating protein 5,ARHGAP5,Q13017,Q13017
caffeine,396,Rho GDP dissociation inhibitor alpha,ARHGDIA,P52565,P52565;J3QQX2;V9HWE8
caffeine,396,Rho GDP dissociation inhibitor alpha,ARHGDIA,P52565,P52565;J3QQX2;V9HWE8
caffeine,408,arrestin beta 1,ARRB1,P49407,P49407;B7Z1Q3
caffeine,408,arrestin beta 1,ARRB1,P49407,P49407;B7Z1Q3
caffeine,409,arrestin beta 2,ARRB2,P32121,P32121;K7ENA6;Q59EM5;Q68DZ5
caffeine,409,arrestin beta 2,ARRB2,P32121,P32121;K7ENA6;Q59EM5;Q68DZ5
caffeine,421,ARVCF delta catenin family member,ARVCF,O00192,O00192;C9JJX6;E9PDC3
caffeine,421,ARVCF delta catenin family member,ARVCF,O00192,O00192;C9JJX6;E9PDC3
caffeine,433,asialoglycoprotein receptor 2,ASGR2,P07307,P07307;Q7Z4G9
caffeine,433,asialoglycoprotein receptor 2,ASGR2,P07307,P07307;Q7Z4G9
caffeine,440,asparagine synthetase (glutamine-hydrolyzing),ASNS,P08243,P08243
caffeine,440,asparagine synthetase (glutamine-hydrolyzing),ASNS,P08243,P08243
caffeine,463,zinc finger homeobox 3,ZFHX3,Q15911,Q15911;Q8N2Y6
caffeine,463,zinc finger homeobox 3,ZFHX3,Q15911,Q15911;Q8N2Y6
caffeine,471,5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase,ATIC,P31939,P31939;V9HWH7
caffeine,471,5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase,ATIC,P31939,P31939;V9HWH7
caffeine,472,ATM serine/threonine kinase,ATM,Q13315,Q13315;A0AAQ5BH18;Q6P7P1
caffeine,472,ATM serine/threonine kinase,ATM,Q13315,Q13315;A0AAQ5BH18;Q6P7P1
caffeine,472,ATM serine/threonine kinase,ATM,Q13315,Q13315;A0AAQ5BH18;Q6P7P1
caffeine,472,ATM serine/threonine kinase,ATM,Q13315,Q13315;A0AAQ5BH18;Q6P7P1
caffeine,472,ATM serine/threonine kinase,ATM,Q13315,Q13315;A0AAQ5BH18;Q6P7P1
caffeine,472,ATM serine/threonine kinase,ATM,Q13315,Q13315;A0AAQ5BH18;Q6P7P1
caffeine,472,ATM serine/threonine kinase,ATM,Q13315,Q13315;A0AAQ5BH18;Q6P7P1
caffeine,472,ATM serine/threonine kinase,ATM,Q13315,Q13315;A0AAQ5BH18;Q6P7P1
caffeine,472,ATM serine/threonine kinase,ATM,Q13315,Q13315;A0AAQ5BH18;Q6P7P1
caffeine,472,ATM serine/threonine kinase,ATM,Q13315,Q13315;A0AAQ5BH18;Q6P7P1
caffeine,472,ATM serine/threonine kinase,ATM,Q13315,Q13315;A0AAQ5BH18;Q6P7P1
caffeine,472,ATM serine/threonine kinase,ATM,Q13315,Q13315;A0AAQ5BH18;Q6P7P1
caffeine,472,ATM serine/threonine kinase,ATM,Q13315,Q13315;A0AAQ5BH18;Q6P7P1
caffeine,472,ATM serine/threonine kinase,ATM,Q13315,Q13315;A0AAQ5BH18;Q6P7P1
caffeine,472,ATM serine/threonine kinase,ATM,Q13315,Q13315;A0AAQ5BH18;Q6P7P1
caffeine,472,ATM serine/threonine kinase,ATM,Q13315,Q13315;A0AAQ5BH18;Q6P7P1
caffeine,472,ATM serine/threonine kinase,ATM,Q13315,Q13315;A0AAQ5BH18;Q6P7P1
caffeine,472,ATM serine/threonine kinase,ATM,Q13315,Q13315;A0AAQ5BH18;Q6P7P1
caffeine,472,ATM serine/threonine kinase,ATM,Q13315,Q13315;A0AAQ5BH18;Q6P7P1
caffeine,472,ATM serine/threonine kinase,ATM,Q13315,Q13315;A0AAQ5BH18;Q6P7P1
caffeine,472,ATM serine/threonine kinase,ATM,Q13315,Q13315;A0AAQ5BH18;Q6P7P1
caffeine,472,ATM serine/threonine kinase,ATM,Q13315,Q13315;A0AAQ5BH18;Q6P7P1
caffeine,472,ATM serine/threonine kinase,ATM,Q13315,Q13315;A0AAQ5BH18;Q6P7P1
caffeine,472,ATM serine/threonine kinase,ATM,Q13315,Q13315;A0AAQ5BH18;Q6P7P1
caffeine,472,ATM serine/threonine kinase,ATM,Q13315,Q13315;A0AAQ5BH18;Q6P7P1
caffeine,472,ATM serine/threonine kinase,ATM,Q13315,Q13315;A0AAQ5BH18;Q6P7P1
caffeine,472,ATM serine/threonine kinase,ATM,Q13315,Q13315;A0AAQ5BH18;Q6P7P1
caffeine,472,ATM serine/threonine kinase,ATM,Q13315,Q13315;A0AAQ5BH18;Q6P7P1
caffeine,472,ATM serine/threonine kinase,ATM,Q13315,Q13315;A0AAQ5BH18;Q6P7P1
caffeine,472,ATM serine/threonine kinase,ATM,Q13315,Q13315;A0AAQ5BH18;Q6P7P1
caffeine,472,ATM serine/threonine kinase,ATM,Q13315,Q13315;A0AAQ5BH18;Q6P7P1
caffeine,472,ATM serine/threonine kinase,ATM,Q13315,Q13315;A0AAQ5BH18;Q6P7P1
caffeine,472,ATM serine/threonine kinase,ATM,Q13315,Q13315;A0AAQ5BH18;Q6P7P1
caffeine,472,ATM serine/threonine kinase,ATM,Q13315,Q13315;A0AAQ5BH18;Q6P7P1
caffeine,473,arginine-glutamic acid dipeptide repeats,RERE,Q9P2R6,Q9P2R6
caffeine,476,ATPase Na+/K+ transporting subunit alpha 1,ATP1A1,P05023,P05023
caffeine,476,ATPase Na+/K+ transporting subunit alpha 1,ATP1A1,P05023,P05023
caffeine,478,ATPase Na+/K+ transporting subunit alpha 3,ATP1A3,P13637,P13637;M0R116;Q53ES0
caffeine,478,ATPase Na+/K+ transporting subunit alpha 3,ATP1A3,P13637,P13637;M0R116;Q53ES0
caffeine,483,ATPase Na+/K+ transporting subunit beta 3,ATP1B3,P54709,P54709
caffeine,483,ATPase Na+/K+ transporting subunit beta 3,ATP1B3,P54709,P54709
caffeine,488,ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 2,ATP2A2,P16615,P16615;A0A0S2Z3L2
caffeine,488,ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 2,ATP2A2,P16615,P16615;A0A0S2Z3L2
caffeine,490,ATPase plasma membrane Ca2+ transporting 1,ATP2B1,P20020,P20020
caffeine,490,ATPase plasma membrane Ca2+ transporting 1,ATP2B1,P20020,P20020
caffeine,526,ATPase H+ transporting V1 subunit B2,ATP6V1B2,P21281,P21281;A0A140VK65
caffeine,526,ATPase H+ transporting V1 subunit B2,ATP6V1B2,P21281,P21281;A0A140VK65
caffeine,527,ATPase H+ transporting V0 subunit c,ATP6V0C,P27449,P27449
caffeine,527,ATPase H+ transporting V0 subunit c,ATP6V0C,P27449,P27449
caffeine,545,ATR checkpoint kinase,ATR,Q13535,Q13535
caffeine,545,ATR checkpoint kinase,ATR,Q13535,Q13535
caffeine,545,ATR checkpoint kinase,ATR,Q13535,Q13535
caffeine,545,ATR checkpoint kinase,ATR,Q13535,Q13535
caffeine,545,ATR checkpoint kinase,ATR,Q13535,Q13535
caffeine,545,ATR checkpoint kinase,ATR,Q13535,Q13535
caffeine,545,ATR checkpoint kinase,ATR,Q13535,Q13535
caffeine,545,ATR checkpoint kinase,ATR,Q13535,Q13535
caffeine,545,ATR checkpoint kinase,ATR,Q13535,Q13535
caffeine,545,ATR checkpoint kinase,ATR,Q13535,Q13535
caffeine,545,ATR checkpoint kinase,ATR,Q13535,Q13535
caffeine,545,ATR checkpoint kinase,ATR,Q13535,Q13535
caffeine,545,ATR checkpoint kinase,ATR,Q13535,Q13535
caffeine,545,ATR checkpoint kinase,ATR,Q13535,Q13535
caffeine,546,ATRX chromatin remodeler,ATRX,P46100,P46100;A4LAA3;B4DLW1
caffeine,546,ATRX chromatin remodeler,ATRX,P46100,P46100;A4LAA3;B4DLW1
caffeine,550,AUP1 lipid droplet regulating VLDL assembly factor,AUP1,Q9Y679,Q9Y679
caffeine,550,AUP1 lipid droplet regulating VLDL assembly factor,AUP1,Q9Y679,Q9Y679
caffeine,552,arginine vasopressin receptor 1A,AVPR1A,P37288,P37288;X5D2B0
caffeine,552,arginine vasopressin receptor 1A,AVPR1A,P37288,P37288;X5D2B0
caffeine,571,BTB domain and CNC homolog 1,BACH1,O14867,O14867
caffeine,571,BTB domain and CNC homolog 1,BACH1,O14867,O14867
caffeine,580,BRCA1 associated RING domain 1,BARD1,Q99728,Q99728;A0A087WZ19;A0AVN2;C9IYG1;F6MDI0;F6MDI1;F6MDI2
caffeine,580,BRCA1 associated RING domain 1,BARD1,Q99728,Q99728;A0A087WZ19;A0AVN2;C9IYG1;F6MDI0;F6MDI1;F6MDI2
caffeine,581,"BCL2 associated X, apoptosis regulator",BAX,Q07812,Q07812;I6LPK7;Q5ZPJ0;Q5ZPJ1
caffeine,581,"BCL2 associated X, apoptosis regulator",BAX,Q07812,Q07812;I6LPK7;Q5ZPJ0;Q5ZPJ1
caffeine,581,"BCL2 associated X, apoptosis regulator",BAX,Q07812,Q07812;I6LPK7;Q5ZPJ0;Q5ZPJ1
caffeine,581,"BCL2 associated X, apoptosis regulator",BAX,Q07812,Q07812;I6LPK7;Q5ZPJ0;Q5ZPJ1
caffeine,581,"BCL2 associated X, apoptosis regulator",BAX,Q07812,Q07812;I6LPK7;Q5ZPJ0;Q5ZPJ1
caffeine,581,"BCL2 associated X, apoptosis regulator",BAX,Q07812,Q07812;I6LPK7;Q5ZPJ0;Q5ZPJ1
caffeine,581,"BCL2 associated X, apoptosis regulator",BAX,Q07812,Q07812;I6LPK7;Q5ZPJ0;Q5ZPJ1
caffeine,581,"BCL2 associated X, apoptosis regulator",BAX,Q07812,Q07812;I6LPK7;Q5ZPJ0;Q5ZPJ1
caffeine,595,cyclin D1,CCND1,P24385,P24385;Q6FI00
caffeine,595,cyclin D1,CCND1,P24385,P24385;Q6FI00
caffeine,596,BCL2 apoptosis regulator,BCL2,P10415,P10415;A0A7I2V3S7
caffeine,596,BCL2 apoptosis regulator,BCL2,P10415,P10415;A0A7I2V3S7
caffeine,598,BCL2 like 1,BCL2L1,Q07817,Q07817;A0A0S2Z3C5;Q5TE63
caffeine,598,BCL2 like 1,BCL2L1,Q07817,Q07817;A0A0S2Z3C5;Q5TE63
caffeine,602,BCL3 transcription coactivator,BCL3,P20749,P20749;B7Z3N9
caffeine,602,BCL3 transcription coactivator,BCL3,P20749,P20749;B7Z3N9
caffeine,604,BCL6 transcription repressor,BCL6,P41182,P41182;B5B0A5
caffeine,604,BCL6 transcription repressor,BCL6,P41182,P41182;B5B0A5
caffeine,607,BCL9 transcription coactivator,BCL9,O00512,O00512;Q1JQ81
caffeine,607,BCL9 transcription coactivator,BCL9,O00512,O00512;Q1JQ81
caffeine,613,BCR activator of RhoGEF and GTPase,BCR,P11274,P11274
caffeine,613,BCR activator of RhoGEF and GTPase,BCR,P11274,P11274
caffeine,627,brain derived neurotrophic factor,BDNF,P23560,P23560;A0A0E3SU01
caffeine,627,brain derived neurotrophic factor,BDNF,P23560,P23560;A0A0E3SU01
caffeine,627,brain derived neurotrophic factor,BDNF,P23560,P23560;A0A0E3SU01
caffeine,627,brain derived neurotrophic factor,BDNF,P23560,P23560;A0A0E3SU01
caffeine,632,bone gamma-carboxyglutamate protein,BGLAP,P02818,P02818
caffeine,632,bone gamma-carboxyglutamate protein,BGLAP,P02818,P02818
caffeine,634,CEA cell adhesion molecule 1,CEACAM1,P13688,P13688;Q3KRG8
caffeine,634,CEA cell adhesion molecule 1,CEACAM1,P13688,P13688;Q3KRG8
caffeine,635,betaine--homocysteine S-methyltransferase,BHMT,Q93088,Q93088;V9HWA4
caffeine,635,betaine--homocysteine S-methyltransferase,BHMT,Q93088,Q93088;V9HWA4
caffeine,637,BH3 interacting domain death agonist,BID,P55957,P55957;A8ASI8;B2ZP79;B3KT21
caffeine,637,BH3 interacting domain death agonist,BID,P55957,P55957;A8ASI8;B2ZP79;B3KT21
caffeine,641,BLM RecQ like helicase,BLM,P54132,P54132;B7ZKN7;H0YNU5
caffeine,641,BLM RecQ like helicase,BLM,P54132,P54132;B7ZKN7;H0YNU5
caffeine,657,bone morphogenetic protein receptor type 1A,BMPR1A,P36894,P36894
caffeine,657,bone morphogenetic protein receptor type 1A,BMPR1A,P36894,P36894
caffeine,661,RNA polymerase III subunit D,POLR3D,P05423,P05423
caffeine,661,RNA polymerase III subunit D,POLR3D,P05423,P05423
caffeine,663,BCL2 interacting protein 2,BNIP2,Q12982,Q12982;H7C096
caffeine,663,BCL2 interacting protein 2,BNIP2,Q12982,Q12982;H7C096
caffeine,664,BCL2 interacting protein 3,BNIP3,Q12983,Q12983;Q6NVY4
caffeine,664,BCL2 interacting protein 3,BNIP3,Q12983,Q12983;Q6NVY4
caffeine,664,BCL2 interacting protein 3,BNIP3,Q12983,Q12983;Q6NVY4
caffeine,664,BCL2 interacting protein 3,BNIP3,Q12983,Q12983;Q6NVY4
caffeine,665,BCL2 interacting protein 3 like,BNIP3L,O60238,O60238;Q6IBV1
caffeine,665,BCL2 interacting protein 3 like,BNIP3L,O60238,O60238;Q6IBV1
caffeine,667,dystonin,DST,Q03001,Q03001;A0A7P0T890;B4DGY0;B4DSS9;E9PHM6;F6QMI7;F8W9J4;Q6P0N6
caffeine,667,dystonin,DST,Q03001,Q03001;A0A7P0T890;B4DGY0;B4DSS9;E9PHM6;F6QMI7;F8W9J4;Q6P0N6
caffeine,672,BRCA1 DNA repair associated,BRCA1,P38398,P38398;A0A0U1RRA9;A0A2R8Y7V5;A0A9Y1QPR4;A0A9Y1QPT7;A0A9Y1QPY6;A0A9Y1QQ47;A0A9Y1QQD3;A0A9Y1QQF1;A0A9Y1QQJ6;A0A9Y1QQK3;A0A9Y1QQK7;A0A9Y1VR53;A0A9Y1VVD0;A0A9Y1VVE2;B4DES0;C9IZW4;E7ENB7;E7EQW4;E7EUM2;H0Y850;H0Y8D8
caffeine,672,BRCA1 DNA repair associated,BRCA1,P38398,P38398;A0A0U1RRA9;A0A2R8Y7V5;A0A9Y1QPR4;A0A9Y1QPT7;A0A9Y1QPY6;A0A9Y1QQ47;A0A9Y1QQD3;A0A9Y1QQF1;A0A9Y1QQJ6;A0A9Y1QQK3;A0A9Y1QQK7;A0A9Y1VR53;A0A9Y1VVD0;A0A9Y1VVE2;B4DES0;C9IZW4;E7ENB7;E7EQW4;E7EUM2;H0Y850;H0Y8D8
caffeine,673,"B-Raf proto-oncogene, serine/threonine kinase",BRAF,P15056,P15056;A0A2R8Y8E0;A0A2U3TZI2;H7C560
caffeine,673,"B-Raf proto-oncogene, serine/threonine kinase",BRAF,P15056,P15056;A0A2R8Y8E0;A0A2U3TZI2;H7C560
caffeine,675,BRCA2 DNA repair associated,BRCA2,P51587,P51587;A0A7P0T9D7;A0A8V8TPZ2
caffeine,675,BRCA2 DNA repair associated,BRCA2,P51587,P51587;A0A7P0T9D7;A0A8V8TPZ2
caffeine,677,ZFP36 like 1 zinc finger CCCH-type,ZFP36L1,Q07352,Q07352;B3KNA8
caffeine,677,ZFP36 like 1 zinc finger CCCH-type,ZFP36L1,Q07352,Q07352;B3KNA8
caffeine,678,ZFP36 like 2 zinc finger CCCH-type,ZFP36L2,P47974,P47974
caffeine,678,ZFP36 like 2 zinc finger CCCH-type,ZFP36L2,P47974,P47974
caffeine,682,basigin (Ok blood group),BSG,P35613,P35613;Q54A51
caffeine,682,basigin (Ok blood group),BSG,P35613,P35613;Q54A51
caffeine,689,basic transcription factor 3,BTF3,P20290,P20290
caffeine,689,basic transcription factor 3,BTF3,P20290,P20290
caffeine,699,BUB1 mitotic checkpoint serine/threonine kinase,BUB1,O43683,O43683;B4DYG2
caffeine,699,BUB1 mitotic checkpoint serine/threonine kinase,BUB1,O43683,O43683;B4DYG2
caffeine,699,BUB1 mitotic checkpoint serine/threonine kinase,BUB1,O43683,O43683;B4DYG2
caffeine,699,BUB1 mitotic checkpoint serine/threonine kinase,BUB1,O43683,O43683;B4DYG2
caffeine,701,BUB1 mitotic checkpoint serine/threonine kinase B,BUB1B,O60566,O60566
caffeine,701,BUB1 mitotic checkpoint serine/threonine kinase B,BUB1B,O60566,O60566
caffeine,708,complement C1q binding protein,C1QBP,Q07021,Q07021
caffeine,708,complement C1q binding protein,C1QBP,Q07021,Q07021
caffeine,715,complement C1r,C1R,P00736,P00736;A0A3B3ISR2;B4DPQ0
caffeine,715,complement C1r,C1R,P00736,P00736;A0A3B3ISR2;B4DPQ0
caffeine,716,complement C1s,C1S,P09871,P09871;F8WCZ6
caffeine,716,complement C1s,C1S,P09871,P09871;F8WCZ6
caffeine,745,myelin regulatory factor,MYRF,Q9Y2G1,Q9Y2G1
caffeine,745,myelin regulatory factor,MYRF,Q9Y2G1,Q9Y2G1
caffeine,747,diacylglycerol lipase alpha,DAGLA,Q9Y4D2,Q9Y4D2
caffeine,747,diacylglycerol lipase alpha,DAGLA,Q9Y4D2,Q9Y4D2
caffeine,754,PTTG1 interacting protein,PTTG1IP,P53801,P53801;B4DPZ0
caffeine,755,cilia and flagella associated protein 410,CFAP410,O43822,O43822
caffeine,755,cilia and flagella associated protein 410,CFAP410,O43822,O43822
caffeine,759,carbonic anhydrase 1,CA1,P00915,P00915;V9HWE3
caffeine,760,carbonic anhydrase 2,CA2,P00918,P00918;V9HW21
caffeine,779,calcium voltage-gated channel subunit alpha1 S,CACNA1S,Q13698,Q13698;B1ALM3
caffeine,780,discoidin domain receptor tyrosine kinase 1,DDR1,Q08345,Q08345;A0A024RCQ1;A0A0A0MSX3;Q96T61;Q96T62
caffeine,780,discoidin domain receptor tyrosine kinase 1,DDR1,Q08345,Q08345;A0A024RCQ1;A0A0A0MSX3;Q96T61;Q96T62
caffeine,790,"carbamoyl-phosphate synthetase 2, aspartate transcarbamylase, and dihydroorotase",CAD,P27708,P27708;F8VPD4
caffeine,790,"carbamoyl-phosphate synthetase 2, aspartate transcarbamylase, and dihydroorotase",CAD,P27708,P27708;F8VPD4
caffeine,790,"carbamoyl-phosphate synthetase 2, aspartate transcarbamylase, and dihydroorotase",CAD,P27708,P27708;F8VPD4
caffeine,790,"carbamoyl-phosphate synthetase 2, aspartate transcarbamylase, and dihydroorotase",CAD,P27708,P27708;F8VPD4
caffeine,801,calmodulin 1,CALM1,P0DP23,P0DP23;P0DP24;P0DP25;B4DJ51;Q96HY3
caffeine,801,calmodulin 1,CALM1,P0DP23,P0DP23;P0DP24;P0DP25;B4DJ51;Q96HY3
caffeine,801,calmodulin 1,CALM1,P0DP23,P0DP23;P0DP24;P0DP25;B4DJ51;Q96HY3
caffeine,801,calmodulin 1,CALM1,P0DP23,P0DP23;P0DP24;P0DP25;B4DJ51;Q96HY3
caffeine,811,calreticulin,CALR,P27797,P27797;V9HW88
caffeine,811,calreticulin,CALR,P27797,P27797;V9HW88
caffeine,813,calumenin,CALU,O43852,O43852;B3KQF5;Q6IAW5
caffeine,813,calumenin,CALU,O43852,O43852;B3KQF5;Q6IAW5
caffeine,813,calumenin,CALU,O43852,O43852;B3KQF5;Q6IAW5
caffeine,813,calumenin,CALU,O43852,O43852;B3KQF5;Q6IAW5
caffeine,816,calcium/calmodulin dependent protein kinase II beta,CAMK2B,Q13554,Q13554;A4D2J9;B7Z1Z6
caffeine,816,calcium/calmodulin dependent protein kinase II beta,CAMK2B,Q13554,Q13554;A4D2J9;B7Z1Z6
caffeine,817,calcium/calmodulin dependent protein kinase II delta,CAMK2D,Q13557,Q13557;A0A8V8TN60;A0A8V8TN65;A0A8V8TN88;A0A8V8TNA1;A0A8V8TNA7;A0A8V8TPJ8;A0A8V8TPY4;A0A994J516;A0A994J5B0;D6R938;E9PBG7;E9PF82
caffeine,817,calcium/calmodulin dependent protein kinase II delta,CAMK2D,Q13557,Q13557;A0A8V8TN60;A0A8V8TN65;A0A8V8TN88;A0A8V8TNA1;A0A8V8TNA7;A0A8V8TPJ8;A0A8V8TPY4;A0A994J516;A0A994J5B0;D6R938;E9PBG7;E9PF82
caffeine,818,calcium/calmodulin dependent protein kinase II gamma,CAMK2G,Q13555,Q13555;A0A2Q3DQE3;B3KY86;H0Y6G2;Q13280;Q5SWX3
caffeine,818,calcium/calmodulin dependent protein kinase II gamma,CAMK2G,Q13555,Q13555;A0A2Q3DQE3;B3KY86;H0Y6G2;Q13280;Q5SWX3
caffeine,821,calnexin,CANX,P27824,P27824;A0A7P0T937;A0A7P0TAE9;A0A7P0TB65
caffeine,821,calnexin,CANX,P27824,P27824;A0A7P0T937;A0A7P0TAE9;A0A7P0TB65
caffeine,823,calpain 1,CAPN1,P07384,P07384;B2RDI5;B4DWH5
caffeine,823,calpain 1,CAPN1,P07384,P07384;B2RDI5;B4DWH5
caffeine,824,calpain 2,CAPN2,P17655,P17655;B4DN77;Q59EF6
caffeine,824,calpain 2,CAPN2,P17655,P17655;B4DN77;Q59EF6
caffeine,831,calpastatin,CAST,P20810,P20810;A0A6Q8PH20;A0ABB0MV66;B7Z6N0;E9PCH5;E9PDE4;Q59HE3;Q86YM9
caffeine,831,calpastatin,CAST,P20810,P20810;A0A6Q8PH20;A0ABB0MV66;B7Z6N0;E9PCH5;E9PDE4;Q59HE3;Q86YM9
caffeine,833,cysteinyl-tRNA synthetase 1,CARS1,P49589,P49589;B4DKY1;B4DPV7
caffeine,833,cysteinyl-tRNA synthetase 1,CARS1,P49589,P49589;B4DKY1;B4DPV7
caffeine,835,caspase 2,CASP2,P42575,P42575;A0A087WYM1;A0A0S2Z3H1
caffeine,835,caspase 2,CASP2,P42575,P42575;A0A087WYM1;A0A0S2Z3H1
caffeine,835,caspase 2,CASP2,P42575,P42575;A0A087WYM1;A0A0S2Z3H1
caffeine,835,caspase 2,CASP2,P42575,P42575;A0A087WYM1;A0A0S2Z3H1
caffeine,836,caspase 3,CASP3,P42574,P42574;A8MVM1
caffeine,836,caspase 3,CASP3,P42574,P42574;A8MVM1
caffeine,836,caspase 3,CASP3,P42574,P42574;A8MVM1
caffeine,836,caspase 3,CASP3,P42574,P42574;A8MVM1
caffeine,836,caspase 3,CASP3,P42574,P42574;A8MVM1
caffeine,836,caspase 3,CASP3,P42574,P42574;A8MVM1
caffeine,836,caspase 3,CASP3,P42574,P42574;A8MVM1
caffeine,836,caspase 3,CASP3,P42574,P42574;A8MVM1
caffeine,836,caspase 3,CASP3,P42574,P42574;A8MVM1
caffeine,836,caspase 3,CASP3,P42574,P42574;A8MVM1
caffeine,836,caspase 3,CASP3,P42574,P42574;A8MVM1
caffeine,836,caspase 3,CASP3,P42574,P42574;A8MVM1
caffeine,836,caspase 3,CASP3,P42574,P42574;A8MVM1
caffeine,836,caspase 3,CASP3,P42574,P42574;A8MVM1
caffeine,836,caspase 3,CASP3,P42574,P42574;A8MVM1
caffeine,836,caspase 3,CASP3,P42574,P42574;A8MVM1
caffeine,836,caspase 3,CASP3,P42574,P42574;A8MVM1
caffeine,836,caspase 3,CASP3,P42574,P42574;A8MVM1
caffeine,836,caspase 3,CASP3,P42574,P42574;A8MVM1
caffeine,836,caspase 3,CASP3,P42574,P42574;A8MVM1
caffeine,836,caspase 3,CASP3,P42574,P42574;A8MVM1
caffeine,836,caspase 3,CASP3,P42574,P42574;A8MVM1
caffeine,836,caspase 3,CASP3,P42574,P42574;A8MVM1
caffeine,836,caspase 3,CASP3,P42574,P42574;A8MVM1
caffeine,836,caspase 3,CASP3,P42574,P42574;A8MVM1
caffeine,836,caspase 3,CASP3,P42574,P42574;A8MVM1
caffeine,836,caspase 3,CASP3,P42574,P42574;A8MVM1
caffeine,836,caspase 3,CASP3,P42574,P42574;A8MVM1
caffeine,836,caspase 3,CASP3,P42574,P42574;A8MVM1
