compound,geneid,description,symbol,uniprot_accession,uniprot_accessions
caffeine,2077,ETS2 repressor factor,ERF,P50548,P50548
caffeine,2081,endoplasmic reticulum to nucleus signaling 1,ERN1,O75460,O75460
caffeine,2081,endoplasmic reticulum to nucleus signaling 1,ERN1,O75460,O75460
caffeine,2098,esterase D,ESD,P10768,P10768;A0A140VJJ2
caffeine,2098,esterase D,ESD,P10768,P10768;A0A140VJJ2
caffeine,2101,estrogen related receptor alpha,ESRRA,P11474,P11474;Q569H8
caffeine,2101,estrogen related receptor alpha,ESRRA,P11474,P11474;Q569H8
caffeine,2108,electron transfer flavoprotein subunit alpha,ETFA,P13804,P13804;A0A0S2Z3L0
caffeine,2108,electron transfer flavoprotein subunit alpha,ETFA,P13804,P13804;A0A0S2Z3L0
caffeine,2117,ETS variant transcription factor 3,ETV3,P41162,P41162
caffeine,2117,ETS variant transcription factor 3,ETV3,P41162,P41162
caffeine,2118,ETS variant transcription factor 4,ETV4,P43268,P43268
caffeine,2118,ETS variant transcription factor 4,ETV4,P43268,P43268
caffeine,2119,ETS variant transcription factor 5,ETV5,P41161,P41161
caffeine,2119,ETS variant transcription factor 5,ETV5,P41161,P41161
caffeine,2120,ETS variant transcription factor 6,ETV6,P41212,P41212;A0A0S2Z3C9;A0A0S2Z3N6
caffeine,2120,ETS variant transcription factor 6,ETV6,P41212,P41212;A0A0S2Z3C9;A0A0S2Z3N6
caffeine,2138,EYA transcriptional coactivator and phosphatase 1,EYA1,Q99502,Q99502;A0A2R8Y6K4;A0A2R8YET7;A0A2R8YGM9;A6NCB9;B3KXR1;F8WB53;Q0P517
caffeine,2138,EYA transcriptional coactivator and phosphatase 1,EYA1,Q99502,Q99502;A0A2R8Y6K4;A0A2R8YET7;A0A2R8YGM9;A6NCB9;B3KXR1;F8WB53;Q0P517
caffeine,2139,EYA transcriptional coactivator and phosphatase 2,EYA2,O00167,O00167;E7ETN2
caffeine,2139,EYA transcriptional coactivator and phosphatase 2,EYA2,O00167,O00167;E7ETN2
caffeine,2167,fatty acid binding protein 4,FABP4,P15090,P15090;E7DVW4
caffeine,2167,fatty acid binding protein 4,FABP4,P15090,P15090;E7DVW4
caffeine,2178,FA complementation group E,FANCE,Q9HB96,Q9HB96;A0A8Q3WL50;A0A8Q3WMB8
caffeine,2178,FA complementation group E,FANCE,Q9HB96,Q9HB96;A0A8Q3WL50;A0A8Q3WMB8
caffeine,2181,acyl-CoA synthetase long chain family member 3,ACSL3,O95573,O95573
caffeine,2181,acyl-CoA synthetase long chain family member 3,ACSL3,O95573,O95573
caffeine,2182,acyl-CoA synthetase long chain family member 4,ACSL4,O60488,O60488;Q8TAF6
caffeine,2182,acyl-CoA synthetase long chain family member 4,ACSL4,O60488,O60488;Q8TAF6
caffeine,2182,acyl-CoA synthetase long chain family member 4,ACSL4,O60488,O60488;Q8TAF6
caffeine,2182,acyl-CoA synthetase long chain family member 4,ACSL4,O60488,O60488;Q8TAF6
caffeine,2186,bromodomain PHD finger transcription factor,BPTF,Q12830,Q12830;J3QQK4
caffeine,2186,bromodomain PHD finger transcription factor,BPTF,Q12830,Q12830;J3QQK4
caffeine,2193,phenylalanyl-tRNA synthetase subunit alpha,FARSA,Q9Y285,Q9Y285;Q6IBR2
caffeine,2193,phenylalanyl-tRNA synthetase subunit alpha,FARSA,Q9Y285,Q9Y285;Q6IBR2
caffeine,2194,fatty acid synthase,FASN,P49327,P49327
caffeine,2194,fatty acid synthase,FASN,P49327,P49327
caffeine,2194,fatty acid synthase,FASN,P49327,P49327
caffeine,2194,fatty acid synthase,FASN,P49327,P49327
caffeine,2194,fatty acid synthase,FASN,P49327,P49327
caffeine,2194,fatty acid synthase,FASN,P49327,P49327
caffeine,2195,FAT atypical cadherin 1,FAT1,Q14517,Q14517
caffeine,2195,FAT atypical cadherin 1,FAT1,Q14517,Q14517
caffeine,2197,FAU ubiquitin like and ribosomal protein S30 fusion,FAU,P62861,P62861
caffeine,2197,FAU ubiquitin like and ribosomal protein S30 fusion,FAU,P62861,P62861
caffeine,2199,fibulin 2,FBLN2,P98095,P98095;Q86V58
caffeine,2199,fibulin 2,FBLN2,P98095,P98095;Q86V58
caffeine,2222,farnesyl-diphosphate farnesyltransferase 1,FDFT1,P37268,P37268;A0A1W2PQ47;B4DND3;B4DWP0;B7Z9R8;Q6IAX1
caffeine,2222,farnesyl-diphosphate farnesyltransferase 1,FDFT1,P37268,P37268;A0A1W2PQ47;B4DND3;B4DWP0;B7Z9R8;Q6IAX1
caffeine,2222,farnesyl-diphosphate farnesyltransferase 1,FDFT1,P37268,P37268;A0A1W2PQ47;B4DND3;B4DWP0;B7Z9R8;Q6IAX1
caffeine,2222,farnesyl-diphosphate farnesyltransferase 1,FDFT1,P37268,P37268;A0A1W2PQ47;B4DND3;B4DWP0;B7Z9R8;Q6IAX1
caffeine,2222,farnesyl-diphosphate farnesyltransferase 1,FDFT1,P37268,P37268;A0A1W2PQ47;B4DND3;B4DWP0;B7Z9R8;Q6IAX1
caffeine,2222,farnesyl-diphosphate farnesyltransferase 1,FDFT1,P37268,P37268;A0A1W2PQ47;B4DND3;B4DWP0;B7Z9R8;Q6IAX1
caffeine,2230,ferredoxin 1,FDX1,P10109,P10109
caffeine,2230,ferredoxin 1,FDX1,P10109,P10109
caffeine,2241,FER tyrosine kinase,FER,P16591,P16591;Q6PEJ9
caffeine,2241,FER tyrosine kinase,FER,P16591,P16591;Q6PEJ9
caffeine,2242,"FES proto-oncogene, tyrosine kinase",FES,P07332,P07332
caffeine,2242,"FES proto-oncogene, tyrosine kinase",FES,P07332,P07332
caffeine,2245,"FYVE, RhoGEF and PH domain containing 1",FGD1,P98174,P98174
caffeine,2245,"FYVE, RhoGEF and PH domain containing 1",FGD1,P98174,P98174
caffeine,2247,fibroblast growth factor 2,FGF2,P09038,P09038;D9ZGF5
caffeine,2247,fibroblast growth factor 2,FGF2,P09038,P09038;D9ZGF5
caffeine,2261,fibroblast growth factor receptor 3,FGFR3,P22607,P22607;F8W9L4;Q0IJ44;X5D2G8
caffeine,2261,fibroblast growth factor receptor 3,FGFR3,P22607,P22607;F8W9L4;Q0IJ44;X5D2G8
caffeine,2264,fibroblast growth factor receptor 4,FGFR4,P22455,P22455;B4DVP5;J3KPQ0
caffeine,2264,fibroblast growth factor receptor 4,FGFR4,P22455,P22455;B4DVP5;J3KPQ0
caffeine,2273,four and a half LIM domains 1,FHL1,Q13642,Q13642;B7Z9A1;Q5JXI2
caffeine,2273,four and a half LIM domains 1,FHL1,Q13642,Q13642;B7Z9A1;Q5JXI2
caffeine,2287,FKBP prolyl isomerase 3,FKBP3,Q00688,Q00688
caffeine,2287,FKBP prolyl isomerase 3,FKBP3,Q00688,Q00688
caffeine,2289,FKBP prolyl isomerase 5,FKBP5,Q13451,Q13451;Q2TA84
caffeine,2289,FKBP prolyl isomerase 5,FKBP5,Q13451,Q13451;Q2TA84
caffeine,2305,forkhead box M1,FOXM1,Q08050,Q08050;A0A0D9SFF0;A0A2P9DTZ0;A0A2P9DTZ1;A0A2P9DTZ8;A8K591;Q53Y49
caffeine,2305,forkhead box M1,FOXM1,Q08050,Q08050;A0A0D9SFF0;A0A2P9DTZ0;A0A2P9DTZ1;A0A2P9DTZ8;A8K591;Q53Y49
caffeine,2309,forkhead box O3,FOXO3,O43524,O43524;A0A856PRE8
caffeine,2309,forkhead box O3,FOXO3,O43524,O43524;A0A856PRE8
caffeine,2316,filamin A,FLNA,P21333,P21333;Q60FE5;Q6NXF2
caffeine,2316,filamin A,FLNA,P21333,P21333;Q60FE5;Q6NXF2
caffeine,2317,filamin B,FLNB,O75369,O75369
caffeine,2317,filamin B,FLNB,O75369,O75369
caffeine,2319,flotillin 2,FLOT2,Q14254,Q14254;J3QLD9;Q6FG43;Q9BTI6
caffeine,2319,flotillin 2,FLOT2,Q14254,Q14254;J3QLD9;Q6FG43;Q9BTI6
caffeine,2353,"Fos proto-oncogene, AP-1 transcription factor subunit",FOS,P01100,P01100;Q6FG41
caffeine,2353,"Fos proto-oncogene, AP-1 transcription factor subunit",FOS,P01100,P01100;Q6FG41
caffeine,2444,fyn related Src family tyrosine kinase,FRK,P42685,P42685
caffeine,2444,fyn related Src family tyrosine kinase,FRK,P42685,P42685
caffeine,2475,mechanistic target of rapamycin kinase,MTOR,P42345,P42345;A0A8V8TQ52
caffeine,2475,mechanistic target of rapamycin kinase,MTOR,P42345,P42345;A0A8V8TQ52
caffeine,2475,mechanistic target of rapamycin kinase,MTOR,P42345,P42345;A0A8V8TQ52
caffeine,2475,mechanistic target of rapamycin kinase,MTOR,P42345,P42345;A0A8V8TQ52
caffeine,2475,mechanistic target of rapamycin kinase,MTOR,P42345,P42345;A0A8V8TQ52
caffeine,2475,mechanistic target of rapamycin kinase,MTOR,P42345,P42345;A0A8V8TQ52
caffeine,2475,mechanistic target of rapamycin kinase,MTOR,P42345,P42345;A0A8V8TQ52
caffeine,2516,nuclear receptor subfamily 5 group A member 1,NR5A1,Q13285,Q13285;F1D8R8
caffeine,2516,nuclear receptor subfamily 5 group A member 1,NR5A1,Q13285,Q13285;F1D8R8
caffeine,2520,gastrin,GAST,P01350,P01350;A0A0E3VY36
caffeine,2520,gastrin,GAST,P01350,P01350;A0A0E3VY36
caffeine,2521,FUS RNA binding protein,FUS,P35637,P35637;A0AAQ5BIG2;Q13344;Q6IBQ5
caffeine,2521,FUS RNA binding protein,FUS,P35637,P35637;A0AAQ5BIG2;Q13344;Q6IBQ5
caffeine,2530,fucosyltransferase 8,FUT8,Q9BYC5,Q9BYC5;A8K8P8;Q546E0
caffeine,2530,fucosyltransferase 8,FUT8,Q9BYC5,Q9BYC5;A8K8P8;Q546E0
caffeine,2534,"FYN proto-oncogene, Src family tyrosine kinase",FYN,P06241,P06241
caffeine,2534,"FYN proto-oncogene, Src family tyrosine kinase",FYN,P06241,P06241
caffeine,2539,glucose-6-phosphate dehydrogenase,G6PD,P11413,P11413;A0A384NL00
caffeine,2539,glucose-6-phosphate dehydrogenase,G6PD,P11413,P11413;A0A384NL00
caffeine,2547,X-ray repair cross complementing 6,XRCC6,P12956,P12956;B1AHC9;B4DE32;B4E356
caffeine,2547,X-ray repair cross complementing 6,XRCC6,P12956,P12956;B1AHC9;B4DE32;B4E356
caffeine,2549,GRB2 associated binding protein 1,GAB1,Q13480,Q13480;B7Z3B9;Q9HA84
caffeine,2549,GRB2 associated binding protein 1,GAB1,Q13480,Q13480;B7Z3B9;Q9HA84
caffeine,2551,GA binding protein transcription factor subunit alpha,GABPA,Q06546,Q06546;A8IE48;Q8IYS3
caffeine,2551,GA binding protein transcription factor subunit alpha,GABPA,Q06546,Q06546;A8IE48;Q8IYS3
caffeine,2571,glutamate decarboxylase 1,GAD1,Q99259,Q99259;A0A0S2Z3V5;Q8IVA8
caffeine,2571,glutamate decarboxylase 1,GAD1,Q99259,Q99259;A0A0S2Z3V5;Q8IVA8
caffeine,2582,UDP-galactose-4-epimerase,GALE,Q14376,Q14376;A0A384NL38
caffeine,2582,UDP-galactose-4-epimerase,GALE,Q14376,Q14376;A0A384NL38
caffeine,2597,glyceraldehyde-3-phosphate dehydrogenase,GAPDH,P04406,P04406;V9HVZ4
caffeine,2597,glyceraldehyde-3-phosphate dehydrogenase,GAPDH,P04406,P04406;V9HVZ4
caffeine,2597,glyceraldehyde-3-phosphate dehydrogenase,GAPDH,P04406,P04406;V9HVZ4
caffeine,2597,glyceraldehyde-3-phosphate dehydrogenase,GAPDH,P04406,P04406;V9HVZ4
caffeine,2620,growth arrest specific 2,GAS2,O43903,O43903
caffeine,2620,growth arrest specific 2,GAS2,O43903,O43903
caffeine,2624,GATA binding protein 2,GATA2,P23769,P23769
caffeine,2624,GATA binding protein 2,GATA2,P23769,P23769
caffeine,2662,growth differentiation factor 10,GDF10,P55107,P55107
caffeine,2662,growth differentiation factor 10,GDF10,P55107,P55107
caffeine,2665,GDP dissociation inhibitor 2,GDI2,P50395,P50395;Q6IAT1
caffeine,2665,GDP dissociation inhibitor 2,GDI2,P50395,P50395;Q6IAT1
caffeine,2670,glial fibrillary acidic protein,GFAP,P14136,P14136;A0A1X7SBR3
caffeine,2670,glial fibrillary acidic protein,GFAP,P14136,P14136;A0A1X7SBR3
caffeine,2670,glial fibrillary acidic protein,GFAP,P14136,P14136;A0A1X7SBR3
caffeine,2670,glial fibrillary acidic protein,GFAP,P14136,P14136;A0A1X7SBR3
caffeine,2670,glial fibrillary acidic protein,GFAP,P14136,P14136;A0A1X7SBR3
caffeine,2670,glial fibrillary acidic protein,GFAP,P14136,P14136;A0A1X7SBR3
caffeine,2671,"growth factor, augmenter of liver regeneration",GFER,P55789,P55789
caffeine,2671,"growth factor, augmenter of liver regeneration",GFER,P55789,P55789
caffeine,2686,gamma-glutamyltransferase 7,GGT7,Q9UJ14,Q9UJ14;A0PJJ9
caffeine,2686,gamma-glutamyltransferase 7,GGT7,Q9UJ14,Q9UJ14;A0PJJ9
caffeine,2688,growth hormone 1,GH1,P01241,P01241;B1A4G6;B1A4G7
caffeine,2688,growth hormone 1,GH1,P01241,P01241;B1A4G6;B1A4G7
caffeine,2697,gap junction protein alpha 1,GJA1,P17302,P17302
caffeine,2697,gap junction protein alpha 1,GJA1,P17302,P17302
caffeine,2697,gap junction protein alpha 1,GJA1,P17302,P17302
caffeine,2697,gap junction protein alpha 1,GJA1,P17302,P17302
caffeine,2702,gap junction protein alpha 5,GJA5,P36382,P36382;X5D2H9
caffeine,2702,gap junction protein alpha 5,GJA5,P36382,P36382;X5D2H9
caffeine,2719,glypican 3,GPC3,P51654,P51654;B4DTD8;I6QTG3;Q53H15
caffeine,2719,glypican 3,GPC3,P51654,P51654;B4DTD8;I6QTG3;Q53H15
caffeine,2729,glutamate-cysteine ligase catalytic subunit,GCLC,P48506,P48506;E1CEI4;Q14TF0
caffeine,2729,glutamate-cysteine ligase catalytic subunit,GCLC,P48506,P48506;E1CEI4;Q14TF0
caffeine,2729,glutamate-cysteine ligase catalytic subunit,GCLC,P48506,P48506;E1CEI4;Q14TF0
caffeine,2729,glutamate-cysteine ligase catalytic subunit,GCLC,P48506,P48506;E1CEI4;Q14TF0
caffeine,2737,GLI family zinc finger 3,GLI3,P10071,P10071;A0A2R8YGX0
caffeine,2737,GLI family zinc finger 3,GLI3,P10071,P10071;A0A2R8YGX0
caffeine,2745,glutaredoxin,GLRX,P35754,P35754
caffeine,2745,glutaredoxin,GLRX,P35754,P35754
caffeine,2746,glutamate dehydrogenase 1,GLUD1,P00367,P00367;E9KL48
caffeine,2746,glutamate dehydrogenase 1,GLUD1,P00367,P00367;E9KL48
caffeine,2764,glia maturation factor beta,GMFB,P60983,P60983
caffeine,2764,glia maturation factor beta,GMFB,P60983,P60983
caffeine,2770,G protein subunit alpha i1,GNAI1,P63096,P63096
caffeine,2770,G protein subunit alpha i1,GNAI1,P63096,P63096
caffeine,2771,G protein subunit alpha i2,GNAI2,P04899,P04899;B3KP24;B3KX51
caffeine,2771,G protein subunit alpha i2,GNAI2,P04899,P04899;B3KP24;B3KX51
caffeine,2774,G protein subunit alpha L,GNAL,P38405,P38405;A8K1Y9
caffeine,2774,G protein subunit alpha L,GNAL,P38405,P38405;A8K1Y9
caffeine,2776,G protein subunit alpha q,GNAQ,P50148,P50148;A0A024R240
caffeine,2776,G protein subunit alpha q,GNAQ,P50148,P50148;A0A024R240
caffeine,2778,GNAS complex locus,GNAS,P63092,O95467;P63092;P84996;Q5JWF2;A0A0A0MR13;A0A0S2Z3H8;A0A0S2Z3S5;A0A590UJF0;A0A590UJQ9;A0A590UK28;A0A7I2V5R6;B0AZR9;Q14455;Q5FWY2;Q5JWD1;Q5JWE9
caffeine,2778,GNAS complex locus,GNAS,P63092,O95467;P63092;P84996;Q5JWF2;A0A0A0MR13;A0A0S2Z3H8;A0A0S2Z3S5;A0A590UJF0;A0A590UJQ9;A0A590UK28;A0A7I2V5R6;B0AZR9;Q14455;Q5FWY2;Q5JWD1;Q5JWE9
caffeine,2782,G protein subunit beta 1,GNB1,P62873,P62873;A0A140VJJ8;B3KVK2;F6X3N5
caffeine,2782,G protein subunit beta 1,GNB1,P62873,P62873;A0A140VJJ8;B3KVK2;F6X3N5
caffeine,2787,G protein subunit gamma 5,GNG5,P63218,P63218
caffeine,2787,G protein subunit gamma 5,GNG5,P63218,P63218
caffeine,2794,G protein nucleolar 1,GNL1,P36915,P36915;A0A024RCR2;B4DYK6
caffeine,2794,G protein nucleolar 1,GNL1,P36915,P36915;A0A024RCR2;B4DYK6
caffeine,2800,golgin A1,GOLGA1,Q92805,Q92805
caffeine,2800,golgin A1,GOLGA1,Q92805,Q92805
caffeine,2801,golgin A2,GOLGA2,Q08379,Q08379;A0A8I5KNZ1;A0A8I5KZ68;A0A8I5QJQ7;A0A8J9BZL8
caffeine,2801,golgin A2,GOLGA2,Q08379,Q08379;A0A8I5KNZ1;A0A8I5KZ68;A0A8I5QJQ7;A0A8J9BZL8
caffeine,2802,golgin A3,GOLGA3,Q08378,Q08378;A0A8I5KWY9
caffeine,2802,golgin A3,GOLGA3,Q08378,Q08378;A0A8I5KWY9
caffeine,2803,golgin A4,GOLGA4,Q13439,Q13439;A0A8V8TPI8;A0A8V8TQI6;A0A9L9PX25;C9J0Y3;H0Y6I0;Q49A56
caffeine,2803,golgin A4,GOLGA4,Q13439,Q13439;A0A8V8TPI8;A0A8V8TQI6;A0A9L9PX25;C9J0Y3;H0Y6I0;Q49A56
caffeine,2804,golgin B1,GOLGB1,Q14789,Q14789;A0A8J9C4H3;E7EU81
caffeine,2804,golgin B1,GOLGB1,Q14789,Q14789;A0A8J9C4H3;E7EU81
caffeine,2806,glutamic-oxaloacetic transaminase 2,GOT2,P00505,P00505
caffeine,2806,glutamic-oxaloacetic transaminase 2,GOT2,P00505,P00505
caffeine,2821,glucose-6-phosphate isomerase,GPI,P06744,P06744;A0A2U3TZU2;B4DE36
caffeine,2821,glucose-6-phosphate isomerase,GPI,P06744,P06744;A0A2U3TZU2;B4DE36
caffeine,2821,glucose-6-phosphate isomerase,GPI,P06744,P06744;A0A2U3TZU2;B4DE36
caffeine,2821,glucose-6-phosphate isomerase,GPI,P06744,P06744;A0A2U3TZU2;B4DE36
caffeine,2846,lysophosphatidic acid receptor 4,LPAR4,Q99677,Q99677
caffeine,2869,G protein-coupled receptor kinase 5,GRK5,P34947,P34947
caffeine,2869,G protein-coupled receptor kinase 5,GRK5,P34947,P34947
caffeine,2870,G protein-coupled receptor kinase 6,GRK6,P43250,P43250;B3KPS5
caffeine,2870,G protein-coupled receptor kinase 6,GRK6,P43250,P43250;B3KPS5
caffeine,2873,G protein pathway suppressor 1,GPS1,Q13098,Q13098;A0A096LP07;A0A096LPJ3;A0A9L9PX62;A0A9L9PXT0;A0ABJ7H8D6;A8K070;C9JFE4
caffeine,2873,G protein pathway suppressor 1,GPS1,Q13098,Q13098;A0A096LP07;A0A096LPJ3;A0A9L9PX62;A0A9L9PXT0;A0ABJ7H8D6;A8K070;C9JFE4
caffeine,2875,glutamic--pyruvic transaminase,GPT,P24298,P24298
caffeine,2875,glutamic--pyruvic transaminase,GPT,P24298,P24298
caffeine,2875,glutamic--pyruvic transaminase,GPT,P24298,P24298
caffeine,2875,glutamic--pyruvic transaminase,GPT,P24298,P24298
caffeine,2875,glutamic--pyruvic transaminase,GPT,P24298,P24298
caffeine,2875,glutamic--pyruvic transaminase,GPT,P24298,P24298
caffeine,2876,glutathione peroxidase 1,GPX1,P07203,P07203;A0A2R8Y6B6;A0A7I2UQ36;A0A7I2YMD7;Q7L4Q3
caffeine,2876,glutathione peroxidase 1,GPX1,P07203,P07203;A0A2R8Y6B6;A0A7I2UQ36;A0A7I2YMD7;Q7L4Q3
caffeine,2878,glutathione peroxidase 3,GPX3,P22352,P22352
caffeine,2878,glutathione peroxidase 3,GPX3,P22352,P22352
caffeine,2879,glutathione peroxidase 4,GPX4,P36969,P36969;Q6PI42;R4GNE4
caffeine,2879,glutathione peroxidase 4,GPX4,P36969,P36969;Q6PI42;R4GNE4
caffeine,2886,growth factor receptor bound protein 7,GRB7,Q14451,Q14451;A0A0S2Z4F6
caffeine,2886,growth factor receptor bound protein 7,GRB7,Q14451,Q14451;A0A0S2Z4F6
caffeine,2887,growth factor receptor bound protein 10,GRB10,Q13322,Q13322;A0A2R8YCL1
caffeine,2887,growth factor receptor bound protein 10,GRB10,Q13322,Q13322;A0A2R8YCL1
caffeine,2895,glutamate ionotropic receptor delta type subunit 2,GRID2,O43424,O43424
caffeine,2895,glutamate ionotropic receptor delta type subunit 2,GRID2,O43424,O43424
caffeine,2902,glutamate ionotropic receptor NMDA type subunit 1,GRIN1,Q05586,Q05586;Q59GW0;Q5VSF9
caffeine,2902,glutamate ionotropic receptor NMDA type subunit 1,GRIN1,Q05586,Q05586;Q59GW0;Q5VSF9
caffeine,2903,glutamate ionotropic receptor NMDA type subunit 2A,GRIN2A,Q12879,Q12879;A0A890YTL4;Q547U9;Q59EW6
caffeine,2903,glutamate ionotropic receptor NMDA type subunit 2A,GRIN2A,Q12879,Q12879;A0A890YTL4;Q547U9;Q59EW6
caffeine,2904,glutamate ionotropic receptor NMDA type subunit 2B,GRIN2B,Q13224,Q13224;A0A8D9PHB2
caffeine,2904,glutamate ionotropic receptor NMDA type subunit 2B,GRIN2B,Q13224,Q13224;A0A8D9PHB2
caffeine,2908,nuclear receptor subfamily 3 group C member 1,NR3C1,P04150,P04150;E5KQF5;E5KQF6;F1D8N4
caffeine,2908,nuclear receptor subfamily 3 group C member 1,NR3C1,P04150,P04150;E5KQF5;E5KQF6;F1D8N4
caffeine,2908,nuclear receptor subfamily 3 group C member 1,NR3C1,P04150,P04150;E5KQF5;E5KQF6;F1D8N4
caffeine,2908,nuclear receptor subfamily 3 group C member 1,NR3C1,P04150,P04150;E5KQF5;E5KQF6;F1D8N4
caffeine,2908,nuclear receptor subfamily 3 group C member 1,NR3C1,P04150,P04150;E5KQF5;E5KQF6;F1D8N4
caffeine,2908,nuclear receptor subfamily 3 group C member 1,NR3C1,P04150,P04150;E5KQF5;E5KQF6;F1D8N4
caffeine,2909,Rho GTPase activating protein 35,ARHGAP35,Q9NRY4,Q9NRY4
caffeine,2909,Rho GTPase activating protein 35,ARHGAP35,Q9NRY4,Q9NRY4
caffeine,2911,glutamate metabotropic receptor 1,GRM1,Q13255,Q13255;Q59HC2
caffeine,2911,glutamate metabotropic receptor 1,GRM1,Q13255,Q13255;Q59HC2
caffeine,2911,glutamate metabotropic receptor 1,GRM1,Q13255,Q13255;Q59HC2
caffeine,2911,glutamate metabotropic receptor 1,GRM1,Q13255,Q13255;Q59HC2
caffeine,2923,protein disulfide isomerase family A member 3,PDIA3,P30101,P30101;V9HVY3
caffeine,2923,protein disulfide isomerase family A member 3,PDIA3,P30101,P30101;V9HVY3
caffeine,2925,gastrin releasing peptide receptor,GRPR,P30550,P30550;X5D7H2
caffeine,2925,gastrin releasing peptide receptor,GRPR,P30550,P30550;X5D7H2
caffeine,2931,glycogen synthase kinase 3 alpha,GSK3A,P49840,P49840
caffeine,2931,glycogen synthase kinase 3 alpha,GSK3A,P49840,P49840
caffeine,2931,glycogen synthase kinase 3 alpha,GSK3A,P49840,P49840
caffeine,2931,glycogen synthase kinase 3 alpha,GSK3A,P49840,P49840
caffeine,2932,glycogen synthase kinase 3 beta,GSK3B,P49841,P49841;A0A3B3ITW1;Q6FI27
caffeine,2932,glycogen synthase kinase 3 beta,GSK3B,P49841,P49841;A0A3B3ITW1;Q6FI27
caffeine,2932,glycogen synthase kinase 3 beta,GSK3B,P49841,P49841;A0A3B3ITW1;Q6FI27
caffeine,2932,glycogen synthase kinase 3 beta,GSK3B,P49841,P49841;A0A3B3ITW1;Q6FI27
caffeine,2936,glutathione-disulfide reductase,GSR,P00390,P00390;V9HW90
caffeine,2936,glutathione-disulfide reductase,GSR,P00390,P00390;V9HW90
caffeine,2950,glutathione S-transferase pi 1,GSTP1,P09211,P09211;V9HWE9
caffeine,2950,glutathione S-transferase pi 1,GSTP1,P09211,P09211;V9HWE9
caffeine,2956,mutS homolog 6,MSH6,P52701,P52701;A0A494C0M1;A0A8V8TPJ4;Q3SWU9
caffeine,2956,mutS homolog 6,MSH6,P52701,P52701;A0A494C0M1;A0A8V8TPJ4;Q3SWU9
caffeine,2959,general transcription factor IIB,GTF2B,Q00403,Q00403
caffeine,2959,general transcription factor IIB,GTF2B,Q00403,Q00403
caffeine,2960,general transcription factor IIE subunit 1,GTF2E1,P29083,P29083
caffeine,2960,general transcription factor IIE subunit 1,GTF2E1,P29083,P29083
caffeine,2963,general transcription factor IIF subunit 2,GTF2F2,P13984,P13984
caffeine,2963,general transcription factor IIF subunit 2,GTF2F2,P13984,P13984
caffeine,2969,general transcription factor IIi,GTF2I,P78347,P78347;A8K9W7;Q499G6;X5D2J9;X5D939;X5DNP5;X5DR09
caffeine,2969,general transcription factor IIi,GTF2I,P78347,P78347;A8K9W7;Q499G6;X5D2J9;X5D939;X5DNP5;X5DR09
caffeine,2972,BRF1 general transcription factor IIIB subunit,BRF1,Q92994,Q92994;V9HVY2
caffeine,2972,BRF1 general transcription factor IIIB subunit,BRF1,Q92994,Q92994;V9HVY2
caffeine,2975,general transcription factor IIIC subunit 1,GTF3C1,Q12789,Q12789
caffeine,2975,general transcription factor IIIC subunit 1,GTF3C1,Q12789,Q12789
caffeine,2976,general transcription factor IIIC subunit 2,GTF3C2,Q8WUA4,Q8WUA4
caffeine,2976,general transcription factor IIIC subunit 2,GTF3C2,Q8WUA4,Q8WUA4
caffeine,2997,glycogen synthase 1,GYS1,P13807,P13807
caffeine,2997,glycogen synthase 1,GYS1,P13807,P13807
caffeine,3008,"H1.4 linker histone, cluster member",H1-4,P10412,P10412;A3R0T8
caffeine,3008,"H1.4 linker histone, cluster member",H1-4,P10412,P10412;A3R0T8
caffeine,3008,"H1.4 linker histone, cluster member",H1-4,P10412,P10412;A3R0T8
caffeine,3008,"H1.4 linker histone, cluster member",H1-4,P10412,P10412;A3R0T8
caffeine,3009,"H1.5 linker histone, cluster member",H1-5,P16401,P16401
caffeine,3009,"H1.5 linker histone, cluster member",H1-5,P16401,P16401
caffeine,3009,"H1.5 linker histone, cluster member",H1-5,P16401,P16401
caffeine,3009,"H1.5 linker histone, cluster member",H1-5,P16401,P16401
caffeine,3010,"H1.6 linker histone, cluster member",H1-6,P22492,P22492
caffeine,3010,"H1.6 linker histone, cluster member",H1-6,P22492,P22492
caffeine,3014,H2A.X variant histone,H2AX,P16104,P16104
caffeine,3014,H2A.X variant histone,H2AX,P16104,P16104
caffeine,3014,H2A.X variant histone,H2AX,P16104,P16104
caffeine,3014,H2A.X variant histone,H2AX,P16104,P16104
caffeine,3014,H2A.X variant histone,H2AX,P16104,P16104
caffeine,3014,H2A.X variant histone,H2AX,P16104,P16104
caffeine,3014,H2A.X variant histone,H2AX,P16104,P16104
caffeine,3014,H2A.X variant histone,H2AX,P16104,P16104
caffeine,3014,H2A.X variant histone,H2AX,P16104,P16104
caffeine,3014,H2A.X variant histone,H2AX,P16104,P16104
caffeine,3014,H2A.X variant histone,H2AX,P16104,P16104
caffeine,3014,H2A.X variant histone,H2AX,P16104,P16104
caffeine,3014,H2A.X variant histone,H2AX,P16104,P16104
caffeine,3014,H2A.X variant histone,H2AX,P16104,P16104
caffeine,3030,hydroxyacyl-CoA dehydrogenase trifunctional multienzyme complex subunit alpha,HADHA,P40939,P40939;E9KL44
caffeine,3030,hydroxyacyl-CoA dehydrogenase trifunctional multienzyme complex subunit alpha,HADHA,P40939,P40939;E9KL44
caffeine,3054,host cell factor C1,HCFC1,P51610,P51610;A6NEM2
