canonical_target,total_count,n_compounds,compounds
SH3GL1,1,1,caffeine
SH3GLB2,1,1,caffeine
SH3KBP1,1,1,caffeine
SH3PXD2A,1,1,caffeine
SH3PXD2B,1,1,caffeine
SHANK2,1,1,caffeine
SHB,1,1,caffeine
SHC1,1,1,caffeine
SHH,1,1,caffeine
SHLD1,1,1,caffeine
SHROOM1,1,1,caffeine
SHTN1,1,1,caffeine
SIAH2,1,1,caffeine
SIGIRR,1,1,caffeine
SIGMAR1,1,1,caffeine
SIN3A,1,1,caffeine
SIPA1,1,1,caffeine
SIPA1L1,1,1,caffeine
SIPA1L3,1,1,caffeine
SIRT2,1,1,caffeine
SIRT3,1,1,caffeine
SIT1,1,1,caffeine
SIX4,1,1,caffeine
SKA3,1,1,caffeine
SKI,1,1,caffeine
SKIC2,1,1,caffeine
SKIL,1,1,caffeine
SKP2,1,1,caffeine
SLA2,1,1,caffeine
SLAIN2,1,1,caffeine
SLC12A2,1,1,caffeine
SLC12A4,1,1,caffeine
SLC12A6,1,1,caffeine
SLC16A6,1,1,caffeine
SLC19A1,1,1,caffeine
SLC19A2,1,1,caffeine
SLC1A1,1,1,caffeine
SLC1A5,1,1,caffeine
SLC20A1,1,1,caffeine
SLC20A2,1,1,caffeine
SLC22A17,1,1,caffeine
SLC23A2,1,1,caffeine
SLC25A1,1,1,caffeine
SLC25A37,1,1,caffeine
SLC25A46,1,1,caffeine
SLC2A10,1,1,caffeine
SLC2A6,1,1,caffeine
SLC30A1,1,1,caffeine
SLC30A7,1,1,caffeine
SLC35A5,1,1,caffeine
SLC35F2,1,1,caffeine
SLC35F6,1,1,caffeine
SLC35G2,1,1,caffeine
SLC38A10,1,1,caffeine
SLC38A2,1,1,caffeine
SLC38A3,1,1,caffeine
SLC38A7,1,1,caffeine
SLC39A11,1,1,caffeine
SLC39A3,1,1,caffeine
SLC41A3,1,1,caffeine
SLC43A1,1,1,caffeine
SLC43A2,1,1,caffeine
SLC47A1,1,1,caffeine
SLC47A2,1,1,caffeine
SLC4A2,1,1,caffeine
SLC4A7,1,1,caffeine
SLC51B,1,1,caffeine
SLC5A8,1,1,caffeine
SLC60A2,1,1,caffeine
SLC6A14,1,1,caffeine
SLC6A2,1,1,maprotiline
SLC6A8,1,1,caffeine
SLC7A6OS,1,1,caffeine
SLC8B1,1,1,caffeine
SLC9A4,1,1,caffeine
SLC9A6,1,1,caffeine
SLC9A7,1,1,caffeine
SLC9A8,1,1,caffeine
SLC9B2,1,1,caffeine
SLCO1D1,1,1,caffeine
SLCO4A1,1,1,caffeine
SLCO4C1,1,1,caffeine
SLF2,1,1,caffeine
SLK,1,1,caffeine
SLMAP,1,1,caffeine
SLTM,1,1,caffeine
SLX4,1,1,caffeine
SLX9,1,1,caffeine
SMAD1,1,1,caffeine
SMAD2,1,1,caffeine
SMAD5,1,1,caffeine
SMAD9,1,1,caffeine
SMARCA1,1,1,caffeine
SMARCA2,1,1,caffeine
SMARCA4,1,1,caffeine
SMARCA5,1,1,caffeine
SMARCAD1,1,1,caffeine
SMARCAL1,1,1,caffeine
SMARCC1,1,1,caffeine
SMARCC2,1,1,caffeine
SMARCE1,1,1,caffeine
SMC1A,1,1,caffeine
SMC3,1,1,caffeine
SMC4,1,1,caffeine
SMC5,1,1,caffeine
SMCR8,1,1,caffeine
SMG1,1,1,caffeine
SMG7,1,1,caffeine
SMG8,1,1,caffeine
SMG9,1,1,caffeine
SMIM1,1,1,caffeine
SMN1,1,1,caffeine
SMNDC1,1,1,caffeine
SMOX,1,1,caffeine
SMPD3,1,1,caffeine
SMPD4,1,1,caffeine
SMTN,1,1,caffeine
SMURF2,1,1,caffeine
SNAP23,1,1,caffeine
SNAP25,1,1,caffeine
SNAPC4,1,1,caffeine
SNAPIN,1,1,caffeine
SND1,1,1,caffeine
SNIP1,1,1,caffeine
SNRK,1,1,caffeine
SNRNP200,1,1,caffeine
SNRNP40,1,1,caffeine
SNRPA1,1,1,caffeine
SNRPC,1,1,caffeine
SNTA1,1,1,caffeine
SNTB1,1,1,caffeine
SNTB2,1,1,caffeine
SNUPN,1,1,caffeine
SNURF,1,1,caffeine
SNW1,1,1,caffeine
SNX1,1,1,caffeine
SNX13,1,1,caffeine
SNX15,1,1,caffeine
SNX17,1,1,caffeine
SNX2,1,1,caffeine
SNX3,1,1,caffeine
SNX30,1,1,caffeine
SNX33,1,1,caffeine
SNX8,1,1,caffeine
SNX9,1,1,caffeine
SOBP,1,1,caffeine
SOCS6,1,1,caffeine
SON,1,1,caffeine
SORBS1,1,1,caffeine
SORBS2,1,1,caffeine
SORBS3,1,1,caffeine
SORL1,1,1,caffeine
SOS1,1,1,caffeine
SOX13,1,1,caffeine
SOX4,1,1,caffeine
SOX5,1,1,caffeine
SP1,1,1,caffeine
SP100,1,1,caffeine
SP2,1,1,caffeine
SP3,1,1,caffeine
SP4,1,1,caffeine
SP5,1,1,caffeine
SPAG1,1,1,caffeine
SPAG5,1,1,caffeine
SPAG7,1,1,caffeine
SPAG9,1,1,caffeine
SPART,1,1,caffeine
SPAST,1,1,caffeine
SPATA18,1,1,caffeine
SPATS2L,1,1,caffeine
SPECC1,1,1,caffeine
SPECC1L,1,1,caffeine
SPEN,1,1,caffeine
SPHKAP,1,1,caffeine
SPICE1,1,1,caffeine
SPINDOC,1,1,caffeine
SPIRE1,1,1,caffeine
SPIRE2,1,1,caffeine
SPOCK2,1,1,caffeine
SPR,1,1,caffeine
SPRED1,1,1,caffeine
SPRED2,1,1,caffeine
SPRN,1,1,caffeine
SPRTN,1,1,caffeine
SPRY1,1,1,caffeine
SPRY4,1,1,caffeine
SPRYD3,1,1,caffeine
SPTAN1,1,1,caffeine
SPTBN1,1,1,caffeine
SRARP,1,1,caffeine
SRBD1,1,1,caffeine
SRC,1,1,caffeine
SRCAP,1,1,caffeine
SRCIN1,1,1,caffeine
SREK1,1,1,caffeine
SREK1IP1,1,1,caffeine
SRF,1,1,caffeine
SRFBP1,1,1,caffeine
SRGAP1,1,1,caffeine
SRGAP2,1,1,caffeine
SRM,1,1,caffeine
SRP68,1,1,caffeine
SRP72,1,1,caffeine
SRP9,1,1,caffeine
SRPK1,1,1,caffeine
SRPK2,1,1,caffeine
SRPRB,1,1,caffeine
SRRM1,1,1,caffeine
SRRM2,1,1,caffeine
SRSF1,1,1,caffeine
SRSF11,1,1,caffeine
SRSF4,1,1,caffeine
SRSF7,1,1,caffeine
SSBP3,1,1,caffeine
SSC4D,1,1,caffeine
SSH1,1,1,caffeine
SSH2,1,1,caffeine
SSR3,1,1,caffeine
SSX2IP,1,1,caffeine
ST13,1,1,caffeine
ST13P3,1,1,caffeine
STAG1,1,1,caffeine
STAG2,1,1,caffeine
STAM,1,1,caffeine
STARD13,1,1,caffeine
STARD3NL,1,1,caffeine
STARD4,1,1,caffeine
STAT1,1,1,caffeine
STAT3,1,1,caffeine
STAT5B,1,1,caffeine
STAT6,1,1,caffeine
STAU1,1,1,caffeine
STAU2,1,1,caffeine
STBD1,1,1,caffeine
STC2,1,1,caffeine
STEAP1,1,1,caffeine
STIM2,1,1,caffeine
STIP1,1,1,caffeine
STK10,1,1,caffeine
STK11IP,1,1,caffeine
STK17A,1,1,caffeine
STK17B,1,1,caffeine
STK3,1,1,caffeine
STK32B,1,1,caffeine
STK32C,1,1,caffeine
STK39,1,1,caffeine
STOX1,1,1,caffeine
STOX2,1,1,caffeine
STRADB,1,1,caffeine
STRBP,1,1,caffeine
STRIP1,1,1,caffeine
STRN,1,1,caffeine
STRN3,1,1,caffeine
STT3B,1,1,caffeine
STX10,1,1,caffeine
STX12,1,1,caffeine
STX16,1,1,caffeine
STX17,1,1,caffeine
STX4,1,1,caffeine
STX4A,1,1,caffeine
STX6,1,1,caffeine
STX7,1,1,caffeine
STX8,1,1,caffeine
STXBP4,1,1,caffeine
STXBP5,1,1,caffeine
SUB1,1,1,caffeine
SUCO,1,1,caffeine
SUDS3,1,1,caffeine
SUFU,1,1,caffeine
SUGP2,1,1,caffeine
SUGT1,1,1,caffeine
SULT1A1,1,1,caffeine
SULT1A4,1,1,caffeine
SUN2,1,1,caffeine
SUPT20H,1,1,caffeine
SUPT5H,1,1,caffeine
SUPT6H,1,1,caffeine
SUPT7L,1,1,caffeine
SURF6,1,1,caffeine
SUV39H1,1,1,caffeine
SUZ12,1,1,caffeine
SVBP,1,1,caffeine
SVIL,1,1,caffeine
SYAP1,1,1,caffeine
SYMPK,1,1,caffeine
SYN1,1,1,caffeine
SYNCRIP,1,1,caffeine
SYNE1,1,1,caffeine
SYNE2,1,1,caffeine
SYNJ1,1,1,caffeine
SYNJ2,1,1,caffeine
SYNPO,1,1,caffeine
SYT10,1,1,caffeine
SYTL1,1,1,caffeine
SZT2,1,1,caffeine
TAB2,1,1,caffeine
TACC2,1,1,caffeine
TAF1C,1,1,caffeine
TAF2,1,1,caffeine
TAF4,1,1,caffeine
TAF6L,1,1,caffeine
TAF9,1,1,caffeine
TANC1,1,1,caffeine
TAOK1,1,1,caffeine
TAPT1,1,1,caffeine
TARDBP,1,1,caffeine
TASOR2,1,1,caffeine
TAX1BP3,1,1,caffeine
TBC1D16,1,1,caffeine
TBC1D22A,1,1,caffeine
TBC1D23,1,1,caffeine
TBC1D4,1,1,caffeine
TBC1D8,1,1,caffeine
TBC1D8B,1,1,caffeine
TBC1D9B,1,1,caffeine
TBCB,1,1,caffeine
TBK1,1,1,caffeine
TBRG1,1,1,caffeine
TBX2,1,1,caffeine
TCEA1,1,1,caffeine
TCEA3,1,1,caffeine
TCF12,1,1,caffeine
TCF20,1,1,caffeine
TCHP,1,1,caffeine
TCP1,1,1,caffeine
TDO2,1,1,caffeine
TDP2,1,1,caffeine
TDRD7,1,1,caffeine
TEAD3,1,1,caffeine
TEPSIN,1,1,caffeine
TET2,1,1,caffeine
TEX2,1,1,caffeine
TFAP4,1,1,caffeine
TFDP1,1,1,caffeine
TFG,1,1,caffeine
TFPT,1,1,caffeine
TFRC,1,1,caffeine
TGFBR1,1,1,caffeine
TGIF2,1,1,caffeine
TGS1,1,1,caffeine
TH,1,1,caffeine
THOC1,1,1,caffeine
THOC5,1,1,caffeine
THRAP3,1,1,caffeine
THSD7B,1,1,caffeine
THUMPD3,1,1,caffeine
TICRR,1,1,caffeine
TJAP1,1,1,caffeine
TJP2,1,1,caffeine
TKT,1,1,caffeine
TLE2,1,1,caffeine
TLK1,1,1,caffeine
TLN1,1,1,caffeine
TM9SF1,1,1,caffeine
TMC7,1,1,caffeine
TMCC2,1,1,caffeine
TMED5,1,1,caffeine
TMEM102,1,1,caffeine
TMEM106B,1,1,caffeine
TMEM132A,1,1,caffeine
TMEM169,1,1,caffeine
TMEM209,1,1,caffeine
TMEM222,1,1,caffeine
TMEM230,1,1,caffeine
TMEM40,1,1,caffeine
TMEM45B,1,1,caffeine
TMEM69,1,1,caffeine
TMEM97,1,1,caffeine
TMIGD2,1,1,caffeine
TMPO,1,1,caffeine
TMUB1,1,1,caffeine
TMX1,1,1,caffeine
TNFAIP3,1,1,caffeine
TNFRSF19,1,1,caffeine
TNFSF11,1,1,Ginsenoside rb1
TNFSF4,1,1,caffeine
TNIP2,1,1,caffeine
TNK2,1,1,caffeine
TNKS1BP1,1,1,caffeine
TNKS2,1,1,caffeine
TNRC6A,1,1,caffeine
TNRC6B,1,1,caffeine
TNRC6C,1,1,caffeine
TNS2,1,1,caffeine
TNS3,1,1,caffeine
TOE1,1,1,caffeine
TOM1L2,1,1,caffeine
TOMM20,1,1,caffeine
TOMM6,1,1,caffeine
TOP2A,1,1,caffeine
TOP2B,1,1,caffeine
TOPORS,1,1,caffeine
TOR1AIP1,1,1,caffeine
TOR1AIP2,1,1,caffeine
TP53BP1,1,1,caffeine
TP53BP2,1,1,caffeine
TPD52,1,1,caffeine
TPD52L2,1,1,caffeine
TPH2,1,1,caffeine
TPI1,1,1,caffeine
TPM3,1,1,caffeine
TPP2,1,1,caffeine
TPRA1,1,1,caffeine
TPRN,1,1,caffeine
TPX2,1,1,caffeine
TRAF7,1,1,caffeine
TRAFD1,1,1,caffeine
TRAIP,1,1,caffeine
TRAPPC14,1,1,caffeine
TRIB3,1,1,caffeine
TRIM2,1,1,caffeine
TRIM24,1,1,caffeine
TRIM32,1,1,caffeine
TRIM36,1,1,caffeine
TRIM37,1,1,caffeine
TRIM47,1,1,caffeine
TRIM71,1,1,caffeine
TRIO,1,1,caffeine
TRIOBP,1,1,caffeine
TRIP11,1,1,caffeine
TRIP12,1,1,caffeine
TRIT1,1,1,caffeine
TRMT112,1,1,caffeine
TRMT1L,1,1,caffeine
TRPC1,1,1,caffeine
TRPV2,1,1,caffeine
TRRAP,1,1,caffeine
TRUB1,1,1,caffeine
TSC22D4,1,1,caffeine
TSEN54,1,1,caffeine
TSPAN14,1,1,caffeine
TTBK1,1,1,caffeine
TTC14,1,1,caffeine
TTC28,1,1,caffeine
TTC4,1,1,caffeine
TTLL4,1,1,caffeine
TTN,1,1,caffeine
TTYH3,1,1,caffeine
TUBAL3,1,1,caffeine
TUBB8,1,1,caffeine
TVP23C,1,1,caffeine
TXLNA,1,1,caffeine
TXLNG,1,1,caffeine
TXNDC17,1,1,caffeine
TXNRD1,1,1,caffeine
TYMS,1,1,caffeine
TYRO3,1,1,caffeine
TYW3,1,1,caffeine
U2AF2,1,1,caffeine
U2SURP,1,1,caffeine
UACA,1,1,caffeine
UBA5,1,1,caffeine
UBA6,1,1,caffeine
UBAP1,1,1,caffeine
UBAP2,1,1,caffeine
UBAP2L,1,1,caffeine
UBB,1,1,caffeine
UBC,1,1,caffeine
UBE2D2,1,1,caffeine
UBE2O,1,1,caffeine
UBE2Z,1,1,caffeine
UBE3B,1,1,caffeine
UBE4B,1,1,caffeine
UBIAD1,1,1,caffeine
UBL4A,1,1,caffeine
UBP1,1,1,caffeine
UBQLN4,1,1,caffeine
UBR1,1,1,caffeine
UBR2,1,1,caffeine
UBR4,1,1,caffeine
UBR5,1,1,caffeine
UBR7,1,1,caffeine
UBXN2B,1,1,caffeine
UBXN4,1,1,caffeine
UBXN6,1,1,caffeine
UBXN7,1,1,caffeine
UCHL1,1,1,caffeine
UCK1,1,1,caffeine
UCKL1,1,1,caffeine
UFD1,1,1,caffeine
UGDH,1,1,caffeine
UGT1A1,1,1,caffeine
UHRF1,1,1,caffeine
UHRF2,1,1,caffeine
UIMC1,1,1,caffeine
ULBP2,1,1,caffeine
ULBP3,1,1,caffeine
ULK1,1,1,caffeine
ULK3,1,1,caffeine
UNC13B,1,1,caffeine
UNC13C,1,1,caffeine
UNC45A,1,1,caffeine
UNC80,1,1,caffeine
UNCX,1,1,caffeine
UNG,1,1,caffeine
UNK,1,1,caffeine
UPF1,1,1,caffeine
UPF3A,1,1,caffeine
UPF3B,1,1,caffeine
UQCRC1,1,1,caffeine
UQCRC2,1,1,caffeine
URI1,1,1,caffeine
UROS,1,1,caffeine
USO1,1,1,caffeine
USP1,1,1,caffeine
USP10,1,1,caffeine
USP11,1,1,caffeine
USP15,1,1,caffeine
USP24,1,1,caffeine
USP28,1,1,caffeine
USP31,1,1,caffeine
USP32,1,1,caffeine
USP34,1,1,caffeine
USP36,1,1,caffeine
USP4,1,1,caffeine
USP40,1,1,caffeine
USP47,1,1,caffeine
USP5,1,1,caffeine
USP7,1,1,caffeine
USP8,1,1,caffeine
USP9X,1,1,caffeine
USP9Y,1,1,caffeine
UTRN,1,1,caffeine
VAMP3,1,1,caffeine
VAPA,1,1,caffeine
VARS1,1,1,caffeine
VAT1,1,1,caffeine
VCL,1,1,caffeine
VCPIP1,1,1,caffeine
VDAC1,1,1,caffeine
VDR,1,1,caffeine
VEGFA,1,1,caffeine
VGLL4,1,1,caffeine
VPS13B,1,1,caffeine
VPS13C,1,1,caffeine
VPS26A,1,1,caffeine
VPS26B,1,1,caffeine
VPS53,1,1,caffeine
VPS54,1,1,caffeine
VTN,1,1,caffeine
VWA3A,1,1,caffeine
WASF2,1,1,caffeine
WASH6P,1,1,caffeine
WASHC2C,1,1,caffeine
WBP4,1,1,caffeine
WDCP,1,1,caffeine
WDR11,1,1,caffeine
WDR20,1,1,caffeine
WDR3,1,1,caffeine
WDR33,1,1,caffeine
WDR48,1,1,caffeine
WDR59,1,1,caffeine
WDR90,1,1,caffeine
WFS1,1,1,caffeine
WNK1,1,1,caffeine
WNK2,1,1,caffeine
WRAP53,1,1,caffeine
WRAP73,1,1,caffeine
WT1,1,1,caffeine
WWC1,1,1,caffeine
WWTR1,1,1,caffeine
XDH,1,1,caffeine
XPC,1,1,caffeine
XPO1,1,1,caffeine
XRCC1,1,1,caffeine
XRCC4,1,1,caffeine
XRN2,1,1,caffeine
YBX1,1,1,caffeine
YBX3,1,1,caffeine
YIPF2,1,1,caffeine
YJU2B,1,1,caffeine
YTHDC1,1,1,caffeine
YTHDC2,1,1,caffeine
YWHAZ,1,1,caffeine
ZBED4,1,1,caffeine
ZBTB11,1,1,caffeine
ZBTB2,1,1,caffeine
ZBTB40,1,1,caffeine
ZBTB44,1,1,caffeine
ZBTB49,1,1,caffeine
ZBTB9,1,1,caffeine
ZC2HC1A,1,1,caffeine
ZC3H14,1,1,caffeine
ZC3H15,1,1,caffeine
ZC3H3,1,1,caffeine
ZC3H7B,1,1,caffeine
ZC3HAV1,1,1,caffeine
ZCCHC10,1,1,caffeine
ZCCHC2,1,1,caffeine
ZDHHC5,1,1,caffeine
ZDHHC7,1,1,caffeine
ZFAND2B,1,1,caffeine
ZFAND3,1,1,caffeine
ZFP276,1,1,caffeine
ZFP36,1,1,caffeine
ZFP36L2,1,1,caffeine
ZFP553,1,1,caffeine
ZFP819,1,1,caffeine
ZFPM1,1,1,caffeine
ZFYVE16,1,1,caffeine
ZFYVE19,1,1,caffeine
ZFYVE26,1,1,caffeine
ZGPAT,1,1,caffeine
ZHX3,1,1,caffeine
ZIC5,1,1,caffeine
ZKSCAN1,1,1,caffeine
ZKSCAN8,1,1,caffeine
ZMYM2,1,1,caffeine
ZMYM3,1,1,caffeine
ZMYND8,1,1,caffeine
ZNF106,1,1,caffeine
ZNF142,1,1,caffeine
ZNF174,1,1,caffeine
ZNF205,1,1,caffeine
ZNF219,1,1,caffeine
ZNF24,1,1,caffeine
ZNF250,1,1,caffeine
ZNF280B,1,1,caffeine
ZNF280C,1,1,caffeine
ZNF281,1,1,caffeine
ZNF316,1,1,caffeine
ZNF318,1,1,caffeine
ZNF326,1,1,caffeine
ZNF337,1,1,caffeine
ZNF33A,1,1,caffeine
ZNF362,1,1,caffeine
ZNF407,1,1,caffeine
ZNF408,1,1,caffeine
ZNF446,1,1,caffeine
ZNF502,1,1,caffeine
ZNF503,1,1,caffeine
ZNF507,1,1,caffeine
ZNF513,1,1,caffeine
ZNF516,1,1,caffeine
ZNF518A,1,1,caffeine
ZNF579,1,1,caffeine
ZNF592,1,1,caffeine
ZNF598,1,1,caffeine
ZNF609,1,1,caffeine
ZNF623,1,1,caffeine
ZNF639,1,1,caffeine
ZNF641,1,1,caffeine
ZNF644,1,1,caffeine
ZNF652,1,1,caffeine
ZNF655,1,1,caffeine
ZNF691,1,1,caffeine
ZNF692,1,1,caffeine
ZNF705G,1,1,caffeine
ZNF777,1,1,caffeine
ZNF784,1,1,caffeine
ZNF8,1,1,caffeine
ZNF827,1,1,caffeine
ZNHIT6,1,1,caffeine
ZNRF2,1,1,caffeine
ZNRF3,1,1,caffeine
ZRANB3,1,1,caffeine
ZSCAN5A,1,1,caffeine
ZSWIM5,1,1,caffeine
ZYX,1,1,caffeine
ZZEF1,1,1,caffeine
adenylate cyclase type 1,1,1,forskolin
adenylate cyclase type 10,1,1,forskolin
adenylate cyclase type 3,1,1,forskolin
adenylate cyclase type 4,1,1,forskolin
adenylate cyclase type 6,1,1,forskolin
adenylate cyclase type 7,1,1,forskolin
adenylate cyclase type 8,1,1,forskolin
adenylate cyclase type 9,1,1,forskolin
alpha 1 acid glycoprotein 1,1,1,maprotiline
atp binding cassette sub family g member 2,1,1,maprotiline
atp dependent translocase abcb1,1,1,forskolin
atpase family aaa domain containing protein 5,1,1,forskolin
broad substrate specificity atp binding cassette transporter abcg2,1,1,caffeine
calcium activated potassium channel subunit alpha 1,1,1,forskolin
camp and camp inhibited cgmp 3 5 cyclic phosphodiesterase 10a,1,1,caffeine
camp specific 3 5 cyclic phosphodiesterase 4a,1,1,caffeine
camp specific 3 5 cyclic phosphodiesterase 4b,1,1,caffeine
cgmp dependent 3 5 cyclic phosphodiesterase,1,1,caffeine
cgmp inhibited 3 5 cyclic phosphodiesterase 3a,1,1,caffeine
cone cgmp specific 3 5 cyclic phosphodiesterase subunit alpha,1,1,caffeine
creb binding protein,1,1,forskolin
cyclic amp responsive element binding protein 3,1,1,forskolin
cyp12d1 d,1,1,caffeine
cyp12d1 p,1,1,caffeine
cystic fibrosis transmembrane conductance regulator,1,1,forskolin
cytochrome p450 19a1,1,1,forskolin
cytochrome p450 2a6,1,1,pilocarpine
dual 3 5 cyclic amp and gmp phosphodiesterase 11a,1,1,caffeine
dual specificity calcium calmodulin dependent 3 5 cyclic nucleotide phosphodiesterase 1a,1,1,caffeine
dual specificity calcium calmodulin dependent 3 5 cyclic nucleotide phosphodiesterase 1c,1,1,caffeine
endochitinase b1,1,1,caffeine
g protein activated inward rectifier potassium channel 2,1,1,maprotiline
hba a1,1,1,caffeine
he1 3,1,1,caffeine
high affinity 3 5 cyclic amp phosphodiesterase 7a,1,1,caffeine
high affinity camp specific and ibmx insensitive 3 5 cyclic phosphodiesterase 8a,1,1,caffeine
high affinity camp specific and ibmx insensitive 3 5 cyclic phosphodiesterase 8b,1,1,caffeine
high affinity cgmp specific 3 5 cyclic phosphodiesterase 9a,1,1,caffeine
igfn1 1,1,1,caffeine
intermediate conductance calcium activated potassium channel protein 4,1,1,forskolin
kir3 2,1,1,maprotiline
kir3 4,1,1,maprotiline
lim2 3,1,1,caffeine
lim2 4,1,1,caffeine
muscarinic acetylcholine receptor dm1,1,1,pilocarpine
nad dependent protein deacetylase sirtuin 2,1,1,Ethanolamine
neuronal acetylcholine receptor alpha 2,1,1,carbachol
nuclear receptor ror beta,1,1,forskolin
nuclear receptor ror gamma,1,1,Ethanolamine
oxysterols receptor lxr beta,1,1,forskolin
phosphatidylinositol 4 5 bisphosphate 3 kinase catalytic subunit beta isoform,1,1,caffeine
plasminogen activator inhibitor 1,1,1,forskolin
ps modr4,1,1,caffeine
retinoic acid receptor rxr beta,1,1,forskolin
rod cgmp specific 3 5 cyclic phosphodiesterase subunit alpha,1,1,caffeine
rod cgmp specific 3 5 cyclic phosphodiesterase subunit beta,1,1,caffeine
serine threonine protein kinase mtor,1,1,caffeine
sertad4 as1,1,1,caffeine
serum paraoxonase arylesterase 1,1,1,pilocarpine
small conductance calcium activated potassium channel protein 1,1,1,forskolin
small conductance calcium activated potassium channel protein 2,1,1,forskolin
small conductance calcium activated potassium channel protein 3,1,1,forskolin
vitamin d3 receptor,1,1,forskolin
voltage dependent n type calcium channel subunit alpha 1b,1,1,maprotiline
