uniprot_accession,total_count,n_compounds,compounds,symbol,geneid
Q96F45,1,1,caffeine,ZNF503,84858
Q96F86,1,1,caffeine,EDC3,80153
Q96FF9,1,1,caffeine,CDCA5,113130
Q96JG6,1,1,caffeine,VPS50,55610
Q96JG8,1,1,caffeine,MAGED4,728239
Q96JH7,1,1,caffeine,VCPIP1,80124
Q96JK2,1,1,caffeine,DCAF5,8816
Q96JM3,1,1,caffeine,CHAMP1,283489
Q96JP2,1,1,caffeine,MYO15B,80022
Q96G46,1,1,caffeine,DUS3L,56931
Q96G74,1,1,caffeine,OTUD5,55593
Q96GE4,1,1,caffeine,CEP95,90799
Q96GM8,1,1,caffeine,TOE1,114034
Q96GS4,1,1,caffeine,BORCS6,54785
Q96GX5,1,1,caffeine,MASTL,84930
Q96GY0,1,1,caffeine,ZC2HC1A,51101
Q96GZ6,1,1,caffeine,SLC41A3,54946
Q96H55,1,1,caffeine,MYO19,80179
Q96H79,1,1,caffeine,ZC3HAV1L,92092
Q96KV7,1,1,caffeine,WDR90,197335
Q96L91,1,1,caffeine,EP400,57634
Q96L93,1,1,caffeine,KIF16B,55614
Q96LB3,1,1,caffeine,IFT74,80173
Q96LD4,1,1,caffeine,TRIM47,91107
Q96LW4,1,1,caffeine,PRIMPOL,201973
Q96HU1,1,1,caffeine,SGSM3,27352
Q96HY6,1,1,caffeine,DDRGK1,65992
Q96I24,1,1,caffeine,FUBP3,8939
Q96IF1,1,1,caffeine,AJUBA,84962
Q96IG2,1,1,caffeine,FBXL20,84961
Q96IZ0,1,1,caffeine,PAWR,5074
Q96J92,1,1,caffeine,WNK4,65266
Q96JB3,1,1,caffeine,HIC2,23119
Q96JC9,1,1,caffeine,EAF1,85403
Q96JE7,1,1,caffeine,SEC16B,89866
Q96NW4,1,1,caffeine,ANKRD27,84079
Q96NY9,1,1,caffeine,MUS81,80198
Q96P20,1,1,Ginsenoside rb1,NLRP3,114548
Q96P31,1,1,caffeine,FCRL3,115352
Q96P48,1,1,caffeine,ARAP1,116985
Q96PD2,1,1,caffeine,DCBLD2,131566
Q96JQ2,1,1,caffeine,CLMN,79789
Q96JY6,1,1,caffeine,PDLIM2,64236
Q96K21,1,1,caffeine,ZFYVE19,84936
Q96K49,1,1,caffeine,TMEM87B,84910
Q96K76,1,1,caffeine,USP47,55031
Q96KB5,1,1,caffeine,PBK,55872
Q96KM6,1,1,caffeine,ZNF512B,57473
Q96KP4,1,1,caffeine,CNDP2,55748
Q96KQ4,1,1,caffeine,PPP1R13B,23368
Q96KQ7,1,1,caffeine,EHMT2,10919
Q96Q42,1,1,caffeine,ALS2,57679
Q96QB1,1,1,caffeine,DLC1,10395
Q96QC0,1,1,caffeine,PPP1R10,5514
Q96QD9,1,1,caffeine,FYTTD1,84248
Q96QK1,1,1,caffeine,VPS35,55737
Q96QS3,1,1,caffeine,ARX,170302
Q96M89,1,1,caffeine,CCDC138,165055
Q96MH2,1,1,caffeine,HEXIM2,124790
Q96MU7,1,1,caffeine,YTHDC1,91746
Q96MY1,1,1,caffeine,NOL4L,140688
Q96N21,1,1,caffeine,TEPSIN,146705
Q96N23,1,1,caffeine,CFAP54,144535
Q96N46,1,1,caffeine,TTC14,151613
Q96N67,1,1,caffeine,DOCK7,85440
Q96N77,1,1,caffeine,ZNF641,121274
Q96NE9,1,1,caffeine,FRMD6,122786
Q96RT1,1,1,caffeine,ERBIN,55914
Q96RU2,1,1,caffeine,USP28,57646
Q96RU7,1,1,caffeine,TRIB3,57761
Q96RV3,1,1,caffeine,PCNX1,22990
Q96RY5,1,1,caffeine,CRAMP1,57585
Q96S15,1,1,caffeine,WDR24,84219
Q96S44,1,1,caffeine,TP53RK,112858
Q96S55,1,1,caffeine,WRNIP1,56897
Q96PE2,1,1,caffeine,ARHGEF17,9828
Q96PN6,1,1,forskolin,ADCY10,55811
Q96PU4,1,1,caffeine,UHRF2,115426
Q96PU5,1,1,caffeine,NEDD4L,23327
Q96PY5,1,1,caffeine,FMNL2,114793
Q96PY6,1,1,caffeine,NEK1,4750
Q96Q05,1,1,caffeine,TRAPPC9,83696
Q96Q15,1,1,caffeine,SMG1,23049
Q96SU4,1,1,caffeine,OSBPL9,114883
Q96T17,1,1,caffeine,MAP7D2,256714
Q96T25,1,1,caffeine,ZIC5,85416
Q96T58,1,1,caffeine,SPEN,23013
Q96T83,1,1,caffeine,SLC9A7,84679
Q96T88,1,1,caffeine,UHRF1,29128
Q96TA1,1,1,caffeine,NIBAN2,64855
Q99081,1,1,caffeine,TCF12,6938
Q96QU8,1,1,caffeine,XPO6,23214
Q96R06,1,1,caffeine,SPAG5,10615
Q96RI1,1,1,forskolin,NR1H4,9971
Q96RK0,1,1,caffeine,CIC,23152
Q96RL1,1,1,caffeine,UIMC1,51720
Q96RP9,1,1,caffeine,GFM1,85476
Q96RR4,1,1,caffeine,CAMKK2,10645
Q96RS0,1,1,caffeine,TGS1,96764
Q99536,1,1,caffeine,VAT1,10493
Q99541,1,1,caffeine,PLIN2,123
Q99543,1,1,caffeine,DNAJC2,27000
Q99569,1,1,caffeine,PKP4,8502
Q99571,1,1,Ginsenoside rb1,P2RX4,5025
Q99575,1,1,caffeine,POP1,10940
Q99584,1,1,caffeine,S100A13,6284
Q99594,1,1,caffeine,TEAD3,7005
Q99611,1,1,caffeine,SEPHS2,22928
Q96S66,1,1,caffeine,CLCC1,23155
Q96S94,1,1,caffeine,CCNL2,81669
Q96SB4,1,1,caffeine,SRPK1,6732
Q96SI9,1,1,caffeine,STRBP,55342
Q96SK2,1,1,caffeine,TMEM209,84928
Q96SN8,1,1,caffeine,CDK5RAP2,55755
Q96ST8,1,1,caffeine,CEP89,84902
Q99747,1,1,caffeine,NAPG,8774
Q99758,1,1,caffeine,ABCA3,21
O00303,1,1,caffeine,EIF3F,8665
O00330,1,1,caffeine,PDHX,8050
O00408,1,1,caffeine,PDE2A,5138
O00418,1,1,caffeine,EEF2K,29904
O00422,1,1,caffeine,SAP18,10284
O00472,1,1,caffeine,ELL2,22936
O00488,1,1,caffeine,ZNF593,51042
O00507,1,1,caffeine,USP9Y,8287
O00515,1,1,caffeine,LAD1,3898
O00559,1,1,caffeine,EBAG9,9166
G5E9A6,1,1,caffeine,USP11,8237
O00151,1,1,caffeine,PDLIM1,9124
Q99490,1,1,caffeine,AGAP2,116986
Q99501,1,1,caffeine,GAS2L1,10634
Q9BQG0,1,1,caffeine,MYBBP1A,10514
Q9BQI0,1,1,caffeine,AIF1L,83543
Q9BQI3,1,1,caffeine,EIF2AK1,27102
Q9BQL6,1,1,caffeine,FERMT1,55612
Q9BQQ3,1,1,caffeine,GORASP1,64689
Q9BRA2,1,1,caffeine,TXNDC17,84817
Q9BRD0,1,1,caffeine,BUD13,84811
Q99613,1,1,caffeine,EIF3C,8663
Q99614,1,1,caffeine,TTC1,7265
Q99624,1,1,caffeine,SLC38A3,10991
Q99650,1,1,caffeine,OSMR,9180
Q99677,1,1,caffeine,LPAR4,2846
Q99700,1,1,caffeine,ATXN2,6311
Q99717,1,1,caffeine,SMAD5,4090
Q99720,1,1,caffeine,SIGMAR1,10280
Q99743,1,1,caffeine,NPAS2,4862
Q9BRY0,1,1,caffeine,SLC39A3,29985
Q9BRZ2,1,1,caffeine,TRIM56,81844
Q9BS26,1,1,caffeine,ERP44,23071
Q9BS91,1,1,caffeine,SLC35A5,55032
Q9BSJ5,1,1,caffeine,MTNAP1,55028
Q9BSJ6,1,1,caffeine,PIMREG,54478
Q9BSJ8,1,1,caffeine,ESYT1,23344
Q9BSQ5,1,1,caffeine,CCM2,83605
Q9BT25,1,1,caffeine,HAUS8,93323
Q9BT92,1,1,caffeine,TCHP,84260
Q9BTA9,1,1,caffeine,WAC,51322
Q99961,1,1,caffeine,SH3GL1,6455
Q99996,1,1,caffeine,AKAP9,10142
Q9BPX3,1,1,caffeine,NCAPG,64151
Q9BQ52,1,1,caffeine,ELAC2,60528
Q9BQE9,1,1,caffeine,BCL7B,9275
Q9BU19,1,1,caffeine,ZNF692,55657
Q9BU64,1,1,caffeine,CENPO,79172
Q9BUA3,1,1,caffeine,SPINDOC,144097
Q9BUB4,1,1,caffeine,ADAT1,23536
Q9BUG6,1,1,caffeine,ZSCAN5A,79149
Q9BUL5,1,1,caffeine,PHF23,79142
Q9BUR4,1,1,caffeine,WRAP53,55135
Q9BV19,1,1,caffeine,C1ORF50,79078
Q9BV40,1,1,caffeine,VAMP8,8673
Q9BV44,1,1,caffeine,THUMPD3,25917
Q9BV73,1,1,caffeine,CEP250,11190
Q9BRG2,1,1,caffeine,SH2D3A,10045
Q9BRJ6,1,1,caffeine,CHLSN,84310
Q9BRR8,1,1,caffeine,GPATCH1,55094
Q9BRS2,1,1,caffeine,RIOK1,83732
Q9BRT8,1,1,caffeine,ZNG1A,55871
Q9BVT8,1,1,caffeine,TMUB1,83590
Q9BVV6,1,1,caffeine,KIAA0586,9786
Q9BW71,1,1,caffeine,HIRIP3,8479
Q9BWF2,1,1,caffeine,TRAIP,10293
Q9BWM7,1,1,caffeine,SFXN3,81855
Q9BWQ6,1,1,caffeine,YIPF2,78992
Q9BWW4,1,1,caffeine,SSBP3,23648
Q9BX63,1,1,caffeine,BRIP1,83990
Q9BX66,1,1,caffeine,SORBS1,10580
Q9BX95,1,1,caffeine,SGPP1,81537
Q9BXB5,1,1,caffeine,OSBPL10,114884
Q9BTC0,1,1,caffeine,DIDO1,11083
Q9BTC8,1,1,caffeine,MTA3,57504
Q9BTE3,1,1,caffeine,MCMBP,79892
Q9BTE6,1,1,caffeine,AARSD1,80755
Q9BTX1,1,1,caffeine,NDC1,55706
Q9BVG8,1,1,caffeine,KIFC3,3801
Q9BVJ6,1,1,caffeine,UTP14A,10813
O00159,1,1,caffeine,MYO1C,4641
O00161,1,1,caffeine,SNAP23,8773
O00168,1,1,caffeine,FXYD1,5348
O00170,1,1,caffeine,AIP,9049
O00178,1,1,caffeine,GTPBP1,9567
O00220,1,1,caffeine,TNFRSF10A,8797
O00221,1,1,caffeine,NFKBIE,4794
O00257,1,1,caffeine,CBX4,8535
O00267,1,1,caffeine,SUPT5H,6829
O00268,1,1,caffeine,TAF4,6874
A8MU93,1,1,caffeine,C17ORF100,388327
A8MUZ8,1,1,caffeine,ZNF705G,100131980
A8WFS0,1,1,caffeine,HSP70L,560210
Q9BVL2,1,1,caffeine,NUP58,9818
Q9BXD5,1,1,caffeine,NPL,80896
Q9BXK1,1,1,caffeine,KLF16,83855
Q9BXM7,1,1,Ginsenoside rb1,PINK1,65018
Q9BXS5,1,1,caffeine,AP1M1,8907
Q9BXS6,1,1,caffeine,NUSAP1,51203
Q9BXY4,1,1,caffeine,RSPO3,84870
Q9BY08,1,1,caffeine,EBPL,84650
Q9BY12,1,1,caffeine,SCAPER,49855
Q9BY44,1,1,caffeine,EIF2A,83939
Q9BY49,1,1,caffeine,PECR,55825
Q9BY76,1,1,caffeine,ANGPTL4,51129
Q9BY84,1,1,caffeine,DUSP16,80824
Q9BYC9,1,1,caffeine,MRPL20,55052
Q9BYE2,1,1,caffeine,TMPRSS13,84000
Q9BYF1,1,1,caffeine,ACE2,59272
Q9BV81,1,1,caffeine,EMC6,83460
Q9C0J8,1,1,caffeine,WDR33,55339
Q9BYG3,1,1,caffeine,NIFK,84365
Q9BYG5,1,1,caffeine,PARD6B,84612
Q9BYI3,1,1,caffeine,HYCC1,84668
Q9BYV8,1,1,caffeine,CEP41,95681
Q9BYW2,1,1,caffeine,SETD2,29072
Q9BZ23,1,1,caffeine,PANK2,80025
Q9BZ67,1,1,caffeine,FRMD8,83786
Q9BZE4,1,1,caffeine,GTPBP4,23560
Q9BZE9,1,1,caffeine,ASPSCR1,79058
Q9BZF1,1,1,caffeine,OSBPL8,114882
Q9BZF9,1,1,caffeine,UACA,55075
Q9BZH6,1,1,caffeine,WDR11,55717
Q9BZI7,1,1,caffeine,UPF3B,65109
Q9BZM4,1,1,caffeine,ULBP3,79465
Q9BZM5,1,1,caffeine,ULBP2,80328
Q9H098,1,1,caffeine,FAM107B,83641
Q9BZV1,1,1,caffeine,UBXN6,80700
Q9C004,1,1,caffeine,SPRY4,81848
Q9C040,1,1,caffeine,TRIM2,23321
Q9C073,1,1,caffeine,FAM117A,81558
Q9C0B0,1,1,caffeine,UNK,85451
Q9C0B5,1,1,caffeine,ZDHHC5,25921
Q9C0B9,1,1,caffeine,ZCCHC2,54877
Q9C0C2,1,1,caffeine,TNKS1BP1,85456
Q9C0C9,1,1,caffeine,UBE2O,63893
Q9C0D5,1,1,caffeine,TANC1,85461
Q9C0G0,1,1,caffeine,ZNF407,55628
Q9C0H2,1,1,caffeine,TTYH3,80727
Q9C0H5,1,1,caffeine,ARHGAP39,80728
Q9C0H9,1,1,caffeine,SRCIN1,80725
Q9C0I4,1,1,caffeine,THSD7B,80731
Q9H1J1,1,1,caffeine,UPF3A,65110
Q9H1K0,1,1,caffeine,RBSN,64145
Q9C0K7,1,1,caffeine,STRADB,55437
Q9CYK2,1,1,Ethanolamine,QPCT,70536
Q9GZM8,1,1,caffeine,NDEL1,81565
Q9GZN2,1,1,caffeine,TGIF2,60436
Q9GZR1,1,1,caffeine,SENP6,26054
Q9GZR7,1,1,caffeine,DDX24,57062
Q9GZT9,1,1,caffeine,EGLN1,54583
Q9GZU2,1,1,caffeine,PEG3,5178
Q9GZV5,1,1,caffeine,WWTR1,25937
Q9GZZ9,1,1,caffeine,UBA5,79876
Q9H040,1,1,caffeine,SPRTN,83932
Q9H063,1,1,caffeine,MAF1,84232
Q9H074,1,1,caffeine,PAIP1,10605
Q9H089,1,1,caffeine,LSG1,55341
Q9H2S9,1,1,caffeine,IKZF4,64375
Q9H2U1,1,1,caffeine,DHX36,170506
Q9H0D6,1,1,caffeine,XRN2,22803
Q9H0E3,1,1,caffeine,SAP130,79595
Q9H0E9,1,1,caffeine,BRD8,10902
Q9H0F6,1,1,caffeine,SHARPIN,81858
Q9H0J9,1,1,caffeine,PARP12,64761
Q9H0M0,1,1,caffeine,WWP1,11059
Q9H0R3,1,1,caffeine,TMEM222,84065
Q9H0S4,1,1,caffeine,DDX47,51202
Q9H0W8,1,1,caffeine,SMG9,56006
Q9H0X6,1,1,caffeine,RNF208,727800
Q9H116,1,1,caffeine,GZF1,64412
Q9H190,1,1,caffeine,SDCBP2,27111
Q9H1A4,1,1,caffeine,ANAPC1,64682
Q9H1E3,1,1,caffeine,NUCKS1,64710
Q9H400,1,1,caffeine,LIME1,54923
Q9H467,1,1,caffeine,CUEDC2,79004
Q9H4A3,1,1,caffeine,WNK1,65125
Q9H211,1,1,caffeine,CDT1,81620
Q9H223,1,1,caffeine,EHD4,30844
Q9H257,1,1,caffeine,CARD9,64170
Q9H2A3,1,1,caffeine,NEUROG2,63973
Q9H2A7,1,1,caffeine,CXCL16,58191
Q9H2B2,1,1,caffeine,SYT4,6860
Q9H2D6,1,1,caffeine,TRIOBP,11078
Q9H2F5,1,1,caffeine,EPC1,80314
Q9H2G2,1,1,caffeine,SLK,9748
Q9H2G9,1,1,caffeine,BLZF1,8548
Q9H2K2,1,1,caffeine,TNKS2,80351
Q9H2P0,1,1,caffeine,ADNP,23394
Q9H2S1,1,1,forskolin,KCNN2,3781
Q9H5J8,1,1,caffeine,TAF1D,79101
Q9H6A9,1,1,caffeine,PCNX3,399909
Q9H6D7,1,1,caffeine,HAUS4,54930
Q9H6F5,1,1,caffeine,CCDC86,79080
Q9H2Y7,1,1,caffeine,ZNF106,64397
Q9H329,1,1,caffeine,EPB41L4B,54566
Q9H330,1,1,caffeine,TMEM245,23731
Q9H3C7,1,1,caffeine,GGNBP2,79893
Q9H3H1,1,1,caffeine,TRIT1,54802
Q9H3K2,1,1,caffeine,GHITM,27069
Q9H3N1,1,1,caffeine,TMX1,81542
Q9H3P2,1,1,caffeine,NELFA,7469
Q9H3Q1,1,1,caffeine,CDC42EP4,23580
Q9H3T3,1,1,caffeine,SEMA6B,10501
Q9H3U1,1,1,caffeine,UNC45A,55898
Q9H3Z4,1,1,caffeine,DNAJC5,80331
Q9H7E9,1,1,caffeine,C8ORF33,65265
Q9H7F0,1,1,caffeine,ATP13A3,79572
Q9H7L9,1,1,caffeine,SUDS3,64426
Q9H7N4,1,1,caffeine,SCAF1,58506
Q9H4H8,1,1,caffeine,SACK1D,81610
Q9H4I2,1,1,caffeine,ZHX3,23051
Q9H4L4,1,1,caffeine,SENP3,26168
Q9H4L5,1,1,caffeine,OSBPL3,26031
Q9H4L7,1,1,caffeine,SMARCAD1,56916
Q9H4M9,1,1,caffeine,EHD1,10938
Q9H4Z2,1,1,caffeine,ZNF335,63925
Q9H4Z3,1,1,caffeine,PCIF1,63935
Q9H501,1,1,caffeine,ESF1,51575
Q9H582,1,1,caffeine,ZNF644,84146
Q9H583,1,1,caffeine,HEATR1,55127
Q9H5H4,1,1,caffeine,ZNF768,79724
Q9H900,1,1,caffeine,ZWILCH,55055
Q9H903,1,1,caffeine,MTHFD2L,441024
Q9H9A7,1,1,caffeine,RMI1,80010
Q9H9D4,1,1,caffeine,ZNF408,79797
Q9H6H4,1,1,caffeine,REEP4,80346
Q9H6Q3,1,1,caffeine,SLA2,84174
Q9H6R7,1,1,caffeine,WDCP,80304
Q9H6S0,1,1,caffeine,YTHDC2,64848
Q9H6S3,1,1,caffeine,EPS8L2,64787
Q9H6U6,1,1,caffeine,BCAS3,54828
Q9H6X2,1,1,caffeine,ANTXR1,84168
Q9H706,1,1,caffeine,GAREM1,64762
Q9H773,1,1,caffeine,DCTPP1,79077
Q9H7C9,1,1,caffeine,AAMDC,28971
Q9H7D0,1,1,caffeine,DOCK5,80005
Q9H7E2,1,1,caffeine,TDRD3,81550
Q9HAV0,1,1,caffeine,GNB4,59345
Q9HAW4,1,1,caffeine,CLSPN,63967
Q9HB09,1,1,caffeine,BCL2L12,83596
Q9HB20,1,1,caffeine,PLEKHA3,65977
Q9HB65,1,1,caffeine,ELL3,80237
Q9H7P6,1,1,caffeine,MVB12B,89853
Q9H7U1,1,1,caffeine,CCSER2,54462
Q9H832,1,1,caffeine,UBE2Z,65264
Q9H8G2,1,1,caffeine,CAAP1,79886
Q9H8H2,1,1,caffeine,DDX31,64794
Q9H8M2,1,1,caffeine,BRD9,65980
Q9H8M5,1,1,caffeine,CNNM2,54805
Q9H8M9,1,1,caffeine,EVA1A,84141
Q9H8T0,1,1,caffeine,AKTIP,64400
Q9H8U3,1,1,caffeine,ZFAND3,60685
Q9H8Y8,1,1,caffeine,GORASP2,26003
Q9HC35,1,1,caffeine,EML4,27436
Q9HC44,1,1,caffeine,GPBP1L1,60313
Q9HC52,1,1,caffeine,CBX8,57332
Q9HC98,1,1,caffeine,NEK6,10783
Q9HCD5,1,1,caffeine,NCOA5,57727
Q9H9E3,1,1,caffeine,COG4,25839
Q9H9J4,1,1,caffeine,USP42,84132
Q9H9Q2,1,1,caffeine,COPS7B,64708
Q9H9Q4,1,1,caffeine,NHEJ1,79840
Q9H9T3,1,1,caffeine,ELP3,55140
Q9HA47,1,1,caffeine,UCK1,83549
Q9HA82,1,1,caffeine,CERS4,79603
Q9HAH7,1,1,caffeine,FBRS,64319
Q9HAN9,1,1,caffeine,NMNAT1,64802
Q9HAS0,1,1,caffeine,C17ORF75,64149
Q9HAU4,1,1,caffeine,SMURF2,64750
Q9HD20,1,1,caffeine,ATP13A1,57130
Q9HD26,1,1,caffeine,GOPC,57120
Q9I9N4,1,1,caffeine,BAXA,58081
Q9IBD1,1,1,Ethanolamine,CELF3A,57922
Q9NP56,1,1,caffeine,PDE7B,27115
Q9NP61,1,1,caffeine,ARFGAP3,26286
Q9HB71,1,1,caffeine,CACYBP,27101
Q9HB75,1,1,caffeine,PIDD1,55367
Q9HBE1,1,1,caffeine,PATZ1,23598
Q9HBI0,1,1,caffeine,PARVG,64098
Q9HBK9,1,1,caffeine,AS3MT,57412
Q9HBL0,1,1,caffeine,TNS1,7145
Q9HBM6,1,1,caffeine,TAF9B,51616
Q9HBR0,1,1,caffeine,SLC38A10,124565
Q9HBW0,1,1,caffeine,LPAR2,9170
Q9HBX9,1,1,forskolin,RXFP1,59350
Q9NPR2,1,1,caffeine,SEMA4B,10509
Q9NQ84,1,1,caffeine,GPRC5C,55890
Q9NQ86,1,1,caffeine,TRIM36,55521
Q9NQG7,1,1,caffeine,HPS4,89781
Q9NQS1,1,1,caffeine,AVEN,57099
Q9NQS3,1,1,caffeine,NECTIN3,25945
Q9NQS7,1,1,caffeine,INCENP,3619
Q9NQW6,1,1,caffeine,ANLN,54443
Q9HCE0,1,1,caffeine,EPG5,57724
Q9HCE1,1,1,caffeine,MOV10,4343
Q9HCE6,1,1,caffeine,ARHGEF10L,55160
Q9HCJ0,1,1,caffeine,TNRC6C,57690
Q9HCK8,1,1,caffeine,CHD8,57680
Q9HCL2,1,1,caffeine,GPAM,57678
Q9HCM4,1,1,caffeine,EPB41L5,57669
Q9HCU9,1,1,caffeine,BRMS1,25855
Q9NRA8,1,1,caffeine,EIF4ENIF1,56478
Q9NRF8,1,1,caffeine,CTPS2,56474
Q9NRH2,1,1,caffeine,SNRK,54861
Q9NRL2,1,1,caffeine,BAZ1A,11177
Q9NRM7,1,1,caffeine,LATS2,26524
Q9NRR3,1,1,caffeine,CDC42SE2,56990
Q9NRR5,1,1,caffeine,UBQLN4,56893
Q9NRS6,1,1,caffeine,SNX15,29907
Q9NRY5,1,1,caffeine,FAM114A2,10827
Q9NP71,1,1,caffeine,MLXIPL,51085
Q9NP85,1,1,caffeine,NPHS2,7827
Q9NPA1,1,1,forskolin,KCNMB3,27094
Q9NPF5,1,1,caffeine,DMAP1,55929
Q9NPI1,1,1,caffeine,BRD7,29117
Q9NPI6,1,1,caffeine,DCP1A,55802
Q9NPQ8,1,1,caffeine,RIC8A,60626
Q9NSC5,1,1,caffeine,HOMER3,9454
Q9NSI2,1,1,caffeine,SLX9,85395
Q9NSI6,1,1,caffeine,BRWD1,54014
Q9NSV4,1,1,caffeine,DIAPH3,81624
Q9NSY1,1,1,caffeine,BMP2K,55589
Q9NTG7,1,1,caffeine,SIRT3,23410
Q9NTI5,1,1,caffeine,PDS5B,23047
Q9NTJ3,1,1,caffeine,SMC4,10051
Q9NTN9,1,1,caffeine,SEMA4G,57715
Q9NU19,1,1,caffeine,TBC1D22B,55633
Q9NUA8,1,1,caffeine,ZBTB40,9923
Q9NQX3,1,1,caffeine,GPHN,10243
Q9NR09,1,1,caffeine,BIRC6,57448
Q9NR19,1,1,caffeine,ACSS2,55902
Q9NR30,1,1,caffeine,DDX21,9188
Q9NR46,1,1,caffeine,SH3GLB2,56904
Q9NUQ6,1,1,caffeine,SPATS2L,26010
Q9NUU7,1,1,caffeine,DDX19A,55308
Q9NUY8,1,1,caffeine,TBC1D23,55773
Q9NV56,1,1,caffeine,MRGBP,55257
Q9NV70,1,1,caffeine,EXOC1,55763
Q9NVC3,1,1,caffeine,SLC38A7,55238
Q9NVE5,1,1,caffeine,USP40,55230
Q9NVE7,1,1,caffeine,PANK4,55229
Q9NVI1,1,1,caffeine,FANCI,55215
Q9NVI7,1,1,caffeine,ATAD3A,55210
Q9NVM1,1,1,caffeine,EVA1B,55194
Q9NVM9,1,1,caffeine,INTS13,55726
Q9NS56,1,1,caffeine,TOPORS,10210
Q9NS68,1,1,caffeine,TNFRSF19,55504
Q9NSA3,1,1,caffeine,CTNNBIP1,56998
Q9NSB2,1,1,caffeine,KRT84,3890
Q9NW68,1,1,caffeine,BSDC1,55108
Q9NW75,1,1,caffeine,GPATCH2,55105
Q9NW97,1,1,caffeine,TMEM51,55092
Q9NWB6,1,1,caffeine,ARGLU1,55082
Q9NWH9,1,1,caffeine,SLTM,79811
Q9NWK9,1,1,caffeine,ZNHIT6,54680
Q9NWM0,1,1,caffeine,SMOX,54498
Q9NWQ4,1,1,caffeine,GPATCH2L,55668
Q9NWS9,1,1,caffeine,ZNF446,55663
Q9NWU2,1,1,caffeine,GID8,54994
Q9NWZ5,1,1,caffeine,UCKL1,54963
Q9NWZ8,1,1,caffeine,GEMIN8,54960
Q9NUE0,1,1,caffeine,ZDHHC18,84243
Q9NUL3,1,1,caffeine,STAU2,27067
Q9NUM4,1,1,caffeine,TMEM106B,54664
Q9NUQ3,1,1,caffeine,TXLNG,55787
Q9NXE4,1,1,caffeine,SMPD4,55627
Q9NXE8,1,1,caffeine,CWC25,54883
Q9NXF1,1,1,caffeine,TEX10,54881
Q9NXF8,1,1,caffeine,ZDHHC7,55625
Q9NXG2,1,1,caffeine,THUMPD1,55623
Q9NXH9,1,1,caffeine,TRMT1,55621
Q9NXK8,1,1,caffeine,FBXL12,54850
Q9NXR1,1,1,caffeine,NDE1,54820
Q9NXV6,1,1,caffeine,CDKN2AIP,55602
Q9NY47,1,1,caffeine,CACNA2D2,9254
Q9NY57,1,1,caffeine,STK32B,55351
Q9NY59,1,1,caffeine,SMPD3,55512
Q9NVN8,1,1,caffeine,GNL3L,54552
Q9NVP1,1,1,caffeine,DDX18,8886
Q9NVT9,1,1,caffeine,ARMC1,55156
Q9NVZ3,1,1,caffeine,NECAP2,55707
Q9NYJ8,1,1,caffeine,TAB2,23118
Q9NYL2,1,1,caffeine,MAP3K20,51776
Q9NYL9,1,1,caffeine,TMOD3,29766
Q9NYM9,1,1,caffeine,BET1L,51272
Q9NYP3,1,1,caffeine,DONSON,29980
Q9NYV4,1,1,caffeine,CDK12,51755
Q9NYY8,1,1,caffeine,FASTKD2,22868
Q9NYZ3,1,1,caffeine,GTSE1,51512
Q9NZ09,1,1,caffeine,UBAP1,51271
Q9NZ63,1,1,caffeine,C9ORF78,51759
Q9NZB2,1,1,caffeine,FAM120A,23196
Q9NZC9,1,1,caffeine,SMARCAL1,50485
Q9NX40,1,1,caffeine,OCIAD1,54940
Q9NX76,1,1,caffeine,CMTM6,54918
Q9NX94,1,1,caffeine,WBP1L,54838
Q9NXD2,1,1,caffeine,MTMR10,54893
Q9NZJ4,1,1,caffeine,SACS,26278
Q9NZJ5,1,1,caffeine,EIF2AK3,9451
Q9NZJ7,1,1,caffeine,MTCH1,23787
Q9NZL4,1,1,caffeine,HSPBP1,23640
Q9NZM1,1,1,caffeine,MYOF,26509
Q9NZM5,1,1,caffeine,NOP53,29997
Q9NZN4,1,1,caffeine,EHD2,30846
Q9NZN5,1,1,caffeine,ARHGEF12,23365
Q9NZN8,1,1,caffeine,CNOT2,4848
Q9NZQ3,1,1,caffeine,NCKIPSD,51517
Q9NZT2,1,1,caffeine,OGFR,11054
Q9NZV1,1,1,caffeine,CRIM1,51232
Q9NYB0,1,1,caffeine,TERF2IP,54386
Q9NYB9,1,1,caffeine,ABI2,10152
Q9NYF3,1,1,caffeine,FAM53C,51307
Q9NYF8,1,1,caffeine,BCLAF1,9774
Q9P0K8,1,1,caffeine,FOXJ2,55810
Q9P0L0,1,1,caffeine,VAPA,9218
Q9P0L1,1,1,caffeine,ZKSCAN7,55888
Q9P0U4,1,1,caffeine,CXXC1,30827
Q9P107,1,1,caffeine,GMIP,51291
Q9P1Q0,1,1,caffeine,VPS54,51542
Q9P1Y5,1,1,caffeine,CAMSAP3,57662
Q9P1Y6,1,1,caffeine,PHRF1,57661
Q9P206,1,1,caffeine,NHSL3,57648
Q9P217,1,1,caffeine,ZSWIM5,57643
Q9P219,1,1,caffeine,CCDC88C,440193
Q9P246,1,1,caffeine,STIM2,57620
Q9NZI5,1,1,caffeine,GRHL1,29841
Q9NZI7,1,1,caffeine,UBP1,7342
Q9NZI8,1,1,caffeine,IGF2BP1,10642
Q9NZJ0,1,1,caffeine,DTL,51514
Q9P275,1,1,caffeine,USP36,57602
Q9P278,1,1,caffeine,FNIP2,57600
Q9P2B4,1,1,caffeine,CTTNBP2NL,55917
