,compound,geneid,description,symbol,uniprot_accession,uniprot_accessions
4402,caffeine,55345,zinc finger GRF-type containing 1,ZGRF1,Q86YA3,Q86YA3
4403,caffeine,55888,zinc finger with KRAB and SCAN domains 7,ZKSCAN7,Q9P0L1,Q9P0L1;A7MAY2;C9J6L6;Q0VAP0
4404,caffeine,9202,zinc finger MYM-type containing 4,ZMYM4,Q5VZL5,Q5VZL5
4405,caffeine,25994,HIG1 hypoxia inducible domain family member 1A,HIGD1A,Q9Y241,Q9Y241
4406,caffeine,8479,HIRA interacting protein 3,HIRIP3,Q9BW71,Q9BW71
4407,caffeine,7675,zinc finger protein 121,ZNF121,P58317,P58317
4408,caffeine,7764,zinc finger protein 217,ZNF217,O75362,O75362
4409,caffeine,10308,zinc finger protein 267,ZNF267,Q14586,Q14586
4410,caffeine,6596,helicase like transcription factor,HLTF,Q14527,Q14527;A0A0C4DGA6;A8K5B6;Q05BZ6
4411,caffeine,8091,high mobility group AT-hook 2,HMGA2,P52926,P52926;F5H2A4;F5H6H0;Q1M183
4412,caffeine,8091,high mobility group AT-hook 2,HMGA2,P52926,P52926;F5H2A4;F5H6H0;Q1M183
4413,caffeine,51361,hook microtubule tethering protein 1,HOOK1,Q9UJC3,Q9UJC3
4414,caffeine,8427,zinc finger protein 282,ZNF282,Q9UDV7,Q9UDV7;A0A090N8Y3;Q86YG2
4415,caffeine,63925,zinc finger protein 335,ZNF335,Q9H4Z2,Q9H4Z2;Q8IW09
4416,caffeine,7587,zinc finger protein 37A,ZNF37A,P17032,P17032;A0A1B0GVV4
4417,caffeine,284293,histocompatibility minor serpin domain containing,HMSD,A8MTL9,A8MTL9
4418,caffeine,151126,zinc finger protein 385B,ZNF385B,Q569K4,Q569K4;A0A2U3TZT0
4419,caffeine,203523,zinc finger protein 449,ZNF449,Q6P9G9,Q6P9G9
4420,caffeine,57473,zinc finger protein 512B,ZNF512B,Q96KM6,Q96KM6
4421,caffeine,9987,heterogeneous nuclear ribonucleoprotein D like,HNRNPDL,O14979,O14979;A0A087WUK2
4422,caffeine,9987,heterogeneous nuclear ribonucleoprotein D like,HNRNPDL,O14979,O14979;A0A087WUK2
4423,caffeine,51042,zinc finger protein 593,ZNF593,O00488,O00488
4424,caffeine,27332,zinc finger protein 638,ZNF638,Q14966,Q14966;A8K583
4425,caffeine,4670,heterogeneous nuclear ribonucleoprotein M,HNRNPM,P52272,P52272;Q59ES8
4426,caffeine,9456,homer scaffold protein 1,HOMER1,Q86YM7,Q86YM7;Q5U5K4
4427,caffeine,57592,zinc finger protein 687,ZNF687,Q8N1G0,Q8N1G0
4428,caffeine,79724,zinc finger protein 768,ZNF768,Q9H5H4,Q9H5H4;H3BS42
4429,caffeine,168850,zinc finger protein 800,ZNF800,Q2TB10,Q2TB10;B7Z4V7
4430,caffeine,50809,heterochromatin protein 1 binding protein 3,HP1BP3,Q5SSJ5,Q5SSJ5
4431,caffeine,11234,HPS5 biogenesis of lysosomal organelles complex 2 subunit 2,HPS5,Q9UPZ3,Q9UPZ3
4432,caffeine,55871,Zn regulated GTPase metalloprotein activator 1A,ZNG1A,Q9BRT8,Q9BRT8;A0A087X140;A0A0B4J1T6
4433,caffeine,9406,zinc finger RANBP2-type containing 2,ZRANB2,O95218,O95218
4434,caffeine,55055,zwilch kinetochore protein,ZWILCH,Q9H900,Q9H900;A8K4T3
4435,caffeine,51478,hydroxysteroid 17-beta dehydrogenase 7,HSD17B7,P56937,P56937
4436,caffeine,7184,heat shock protein 90 beta family member 1,HSP90B1,P14625,P14625;V9HWP2
4437,caffeine,7184,heat shock protein 90 beta family member 1,HSP90B1,P14625,P14625;V9HWP2
4438,caffeine,790918,"heat shock protein, alpha-crystallin-related, b11",HSPB11,A1A607,A1A607
4439,caffeine,285172,hyccin PI4KA lipid kinase complex subunit 2,HYCC2,Q8IXS8,Q8IXS8;A0A804HIT6;B3KUG1
4440,caffeine,10644,insulin like growth factor 2 mRNA binding protein 2,IGF2BP2,Q9Y6M1,Q9Y6M1;B3FTN5;B4DKT5;F8W930
4441,caffeine,57247,zinc finger protein (C2H2 type) 276,ZFP276,Q8CE64,Q8CE64
4442,caffeine,233887,zinc finger protein 553,ZFP553,Q3US17,Q3US17
4443,caffeine,9765,zinc finger FYVE-type containing 16,ZFYVE16,Q7Z3T8,Q7Z3T8
4444,caffeine,92797,DNA helicase B,HELB,Q8NG08,Q8NG08;F5H1I4
4445,caffeine,9931,helicase with zinc finger,HELZ,P42694,P42694;A0A2P0H7U5;B7ZLW2;J3QS41
4446,caffeine,124790,HEXIM P-TEFb complex subunit 2,HEXIM2,Q96MH2,Q96MH2
4447,caffeine,23051,zinc fingers and homeoboxes 3,ZHX3,Q9H4I2,Q9H4I2
4448,caffeine,7745,zinc finger with KRAB and SCAN domains 8,ZKSCAN8,Q15776,Q15776;Q59HG5
4449,caffeine,23613,zinc finger MYND-type containing 8,ZMYND8,Q9ULU4,Q9ULU4;A0A087WVZ6;A6H8Y8;Q2HXV5;Q569J9
4450,caffeine,79802,HHIP like 2,HHIPL2,Q6UWX4,Q6UWX4
4451,caffeine,7701,zinc finger protein 142,ZNF142,P52746,P52746;A0A7P0N7C4
4452,caffeine,51222,zinc finger protein 219,ZNF219,Q9P2Y4,Q9P2Y4
4453,caffeine,140883,zinc finger protein 280B,ZNF280B,Q86YH2,Q86YH2;A0A0D9SEJ8;B3KUN2
4454,caffeine,100131017,zinc finger protein 316,ZNF316,A6NFI3,A6NFI3
4455,caffeine,26152,zinc finger protein 337,ZNF337,Q9Y3M9,Q9Y3M9;A8K5C0;Q6ZUQ0
4456,caffeine,6927,HNF1 homeobox A,HNF1A,P20823,P20823;A0A0A0MTK8;E0YMI7;F5H0K0
4457,caffeine,220988,heterogeneous nuclear ribonucleoprotein A3,HNRNPA3,P51991,P51991;A0A384NL63;A0A7I2V2R3;B4DDB6
4458,caffeine,55628,zinc finger protein 407,ZNF407,Q9C0G0,Q9C0G0
4459,caffeine,91392,zinc finger protein 502,ZNF502,Q8TBZ5,Q8TBZ5;Q96K08
4460,caffeine,130557,zinc finger protein 513,ZNF513,Q8N8E2,Q8N8E2
4461,caffeine,9849,zinc finger protein 518A,ZNF518A,Q6AHZ1,Q6AHZ1
4462,caffeine,90850,"zinc finger protein 598, E3 ubiquitin ligase",ZNF598,Q86UK7,Q86UK7;A0AAG2UWE8
4463,caffeine,51193,zinc finger protein 639,ZNF639,Q9UID6,Q9UID6
4464,caffeine,10236,heterogeneous nuclear ribonucleoprotein R,HNRNPR,O43390,O43390;A0A6Q8PEX7;A0A6Q8PHG0;B4DMB1;B4DMD1;B4DT28;Q0VGD6
4465,caffeine,9454,homer scaffold protein 3,HOMER3,Q9NSC5,Q9NSC5
4466,caffeine,51058,zinc finger protein 691,ZNF691,Q5VV52,Q5VV52;Q5VV50
4467,caffeine,27153,zinc finger protein 777,ZNF777,Q9ULD5,Q9ULD5
4468,caffeine,54680,zinc finger HIT-type containing 6,ZNHIT6,Q9NWK9,Q9NWK9
4469,caffeine,84083,zinc finger RANBP2-type containing 3,ZRANB3,Q5FWF4,Q5FWF4;F5GYN7
4470,caffeine,7791,zyxin,ZYX,Q15942,Q15942;Q96AF9
4471,caffeine,30671,"heat shock cognate 70-kd protein, tandem duplicate 3",HSP70.3,Q6PH56,Q6PH56
4472,caffeine,126393,heat shock protein family B (small) member 6,HSPB6,O14558,O14558;V9HWB6
4473,caffeine,23379,interactor of little elongation complex ELL subunit 1,ICE1,Q9Y2F5,Q9Y2F5
4474,caffeine,79664,interactor of little elongation complex ELL subunit 2,ICE2,Q659A1,Q659A1;H0YNU9
4475,caffeine,10581,interferon induced transmembrane protein 2,IFITM2,Q01629,Q01629
4476,caffeine,80173,intraflagellar transport 74,IFT74,Q96LB3,Q96LB3
4477,caffeine,541504,"immunoglobulin like and fibronectin type III domain containing 1, tandem duplicate 1",IGFN1.1,,
4478,caffeine,64375,IKAROS family zinc finger 4,IKZF4,Q9H2S9,Q9H2S9;F8VPL6
4479,caffeine,161882,"zinc finger protein, FOG family member 1",ZFPM1,Q8IX07,Q8IX07
4480,caffeine,23503,zinc finger FYVE-type containing 26,ZFYVE26,Q68DK2,Q68DK2
4481,caffeine,8925,HECT and RLD domain containing E3 ubiquitin protein ligase family member 1,HERC1,Q15751,Q15751
4482,caffeine,84619,zinc finger CCCH-type and G-patch domain containing,ZGPAT,Q8N5A5,Q8N5A5;A0A0S2Z5X3
4483,caffeine,7586,zinc finger with KRAB and SCAN domains 1,ZKSCAN1,P17029,P17029;B3KNP9;B3KRF7;E9PC66
4484,caffeine,9203,zinc finger MYM-type containing 3,ZMYM3,Q14202,Q14202;A8K3Z7
4485,caffeine,7290,histone cell cycle regulator,HIRA,P54198,P54198
4486,caffeine,55355,Holliday junction recognition protein,HJURP,Q8NCD3,Q8NCD3
4487,caffeine,64397,zinc finger protein 106,ZNF106,Q9H2Y7,Q9H2Y7;A0A0C4DGM5;H3BSS6
4488,caffeine,7755,zinc finger protein 205,ZNF205,O95201,O95201
4489,caffeine,58500,zinc finger protein 250,ZNF250,P15622,P15622;B3KNS9
4490,caffeine,23528,zinc finger protein 281,ZNF281,Q9Y2X9,Q9Y2X9;B3KMX4
4491,caffeine,284695,zinc finger protein 326,ZNF326,Q5BKZ1,Q5BKZ1;A0A0A0MRN4
4492,caffeine,149076,zinc finger protein 362,ZNF362,Q5T0B9,Q5T0B9
4493,caffeine,10042,HMG-box containing 4,HMGXB4,Q9UGU5,Q9UGU5;Q7Z641
4494,caffeine,55663,zinc finger protein 446,ZNF446,Q9NWS9,Q9NWS9
4495,caffeine,22847,zinc finger protein 507,ZNF507,Q8TCN5,Q8TCN5
4496,caffeine,9640,zinc finger protein 592,ZNF592,Q92610,Q92610
4497,caffeine,9831,zinc finger protein 623,ZNF623,O75123,O75123
4498,caffeine,84146,zinc finger protein 644,ZNF644,Q9H582,Q9H582;A7E234
4499,caffeine,92906,heterogeneous nuclear ribonucleoprotein L like,HNRNPLL,Q8WVV9,Q8WVV9;A0A0S2Z6K1;A8K894
4500,caffeine,221092,heterogeneous nuclear ribonucleoprotein U like 2,HNRNPUL2,Q1KMD3,Q1KMD3
4501,caffeine,79027,zinc finger protein 655,ZNF655,Q8N720,Q8N720
4502,caffeine,100131980,zinc finger protein 705G,ZNF705G,A8MUZ8,A8MUZ8
4503,caffeine,7554,zinc finger protein 8,ZNF8,P17098,P17098;B3KS94
4504,caffeine,89781,HPS4 biogenesis of lysosomal organelles complex 3 subunit 2,HPS4,Q9NQG7,Q9NQG7;A0A8V8TMY3;A0A8V8TN06;A0A8V8TPB3;A8K2E6;F1LLU8;Q6P1K3
4505,caffeine,64342,HCLS1 binding protein 3,HS1BP3,Q53T59,Q53T59;Q9H7U7
4506,caffeine,152485,zinc finger protein 827,ZNF827,Q17R98,Q17R98;B3KSR1;H0Y9M2
4507,caffeine,84133,zinc and ring finger 3,ZNRF3,Q9ULT6,Q9ULT6
4508,caffeine,57643,zinc finger SWIM-type containing 5,ZSWIM5,Q9P217,Q9P217
4509,caffeine,664618,"heat shock protein 90 alpha family class B member 4, pseudogene",HSP90AB4P,,
4510,caffeine,27336,HIV-1 Tat specific factor 1,HTATSF1,O43719,O43719
4511,caffeine,84668,hyccin PI4KA lipid kinase complex subunit 1,HYCC1,Q9BYI3,Q9BYI3
4512,caffeine,10642,insulin like growth factor 2 mRNA binding protein 1,IGF2BP1,Q9NZI8,Q9NZI8;D3DTW3
4513,caffeine,58985,interleukin 22 receptor subunit alpha 1,IL22RA1,Q8N6P7,Q8N6P7
4514,caffeine,51520,leucyl-tRNA synthetase 1,LARS1,Q9P2J5,Q9P2J5;A0A6I8PL42;B4DER1;B4E266
4515,caffeine,26524,large tumor suppressor kinase 2,LATS2,Q9NRM7,Q9NRM7
4516,caffeine,123169,LEO1 component of Paf1/RNA polymerase II complex,LEO1,Q8WVC0,Q8WVC0
4517,caffeine,8549,leucine rich repeat containing G protein-coupled receptor 5,LGR5,O75473,O75473;A0A0A8K8C7
4518,caffeine,436680,lens intrinsic membrane protein 2.4,LIM2.4,Q1L960,Q1L960;Q6DH11
4519,caffeine,54923,Lck interacting transmembrane adaptor 1,LIME1,Q9H400,Q9H400;A0A087WT39
4520,caffeine,132660,lin-54 DREAM MuvB core complex component,LIN54,Q6MZP7,Q6MZP7
4521,caffeine,22853,lemur tyrosine kinase 2,LMTK2,Q8IWU2,Q8IWU2
4522,caffeine,23175,lipin 1,LPIN1,Q14693,Q14693
4523,caffeine,23143,leucine rich repeats and calponin homology domain containing 1,LRCH1,Q9Y2L9,Q9Y2L9
4524,caffeine,9209,LRR binding FLII interacting protein 2,LRRFIP2,Q9Y608,Q9Y608;A0A1S5UZ17
4525,caffeine,55341,large 60S subunit nuclear export GTPase 1,LSG1,Q9H089,Q9H089
4526,caffeine,51599,lipolysis stimulated lipoprotein receptor,LSR,Q86X29,Q86X29;A0A8Z5AA41;A0A8Z5DL71;S4R3V8
4527,caffeine,51631,"LUC7 like 2, pre-mRNA splicing factor",LUC7L2,Q9Y383,Q9Y383
4528,caffeine,116068,LysM domain containing 3,LYSMD3,Q7Z3D4,Q7Z3D4;A8K613;G5E9N8
4529,caffeine,84232,MAF1 negative regulator of RNA polymerase III,MAF1,Q9H063,Q9H063
4530,caffeine,728239,MAGE family member D4,MAGED4,Q96JG8,Q96JG8
4531,caffeine,114569,"mal, T cell differentiation protein 2",MAL2,Q969L2,Q969L2
4532,caffeine,84441,mastermind like transcriptional coactivator 2,MAML2,Q8IZL2,Q8IZL2
4533,caffeine,81631,microtubule associated protein 1 light chain 3 beta,MAP1LC3B,Q9GZQ8,Q9GZQ8;Q658J6
4534,caffeine,4214,mitogen-activated protein kinase kinase kinase 1,MAP3K1,Q13233,Q13233
4535,caffeine,51776,mitogen-activated protein kinase kinase kinase 20,MAP3K20,Q9NYL2,Q9NYL2;D4Q8H0
4536,caffeine,5871,mitogen-activated protein kinase kinase kinase kinase 2,MAP4K2,Q12851,Q12851
4537,caffeine,256714,MAP7 domain containing 2,MAP7D2,Q96T17,Q96T17;A0A0K1JRJ6;A0A0K1JS24;A0A0M4F6E1;A0A0M4FLI9
4538,caffeine,5594,mitogen-activated protein kinase 1,MAPK1,P28482,P28482;Q1HBJ4;Q499G7
4539,caffeine,5594,mitogen-activated protein kinase 1,MAPK1,P28482,P28482;Q1HBJ4;Q499G7
4540,caffeine,5595,mitogen-activated protein kinase 3,MAPK3,P27361,P27361;L7RXH5;Q9BWJ1
4541,caffeine,5601,mitogen-activated protein kinase 9,MAPK9,P45984,P45984;D7R525
4542,caffeine,10982,microtubule associated protein RP/EB family member 2,MAPRE2,Q15555,Q15555
4543,caffeine,4140,microtubule affinity regulating kinase 3,MARK3,P27448,P27448;A0A7I2V2E3;A0A7I2V2N8;A0A7I2V3B9;A0A7I2V5G3;A0A7I2V639;A0A7I2YQF7;H0YNV4;Q86U11
4544,caffeine,153562,MARVEL domain containing 2,MARVELD2,Q8N4S9,Q8N4S9
4545,caffeine,84930,microtubule associated serine/threonine kinase like,MASTL,Q96GX5,Q96GX5
4546,caffeine,4152,methyl-CpG binding domain protein 1,MBD1,Q9UIS9,Q9UIS9;A0A994J7H0;A8K654;B4DI41;B4DUR3
4547,caffeine,55777,methyl-CpG binding domain protein 5,MBD5,Q9P267,Q9P267;A0A1B0GW10;A0A2R8YDL9
4548,caffeine,4163,MCC regulator of Wnt signaling pathway,MCC,P23508,P23508
4549,caffeine,4171,minichromosome maintenance complex component 2,MCM2,P49736,P49736
4550,caffeine,79892,minichromosome maintenance complex binding protein,MCMBP,Q9BTE3,Q9BTE3;A0A0S2Z5P5
4551,caffeine,55784,multiple C2 and transmembrane domain containing 2,MCTP2,Q6DN12,Q6DN12
4552,Ethanolamine,196,aryl hydrocarbon receptor,AHR,P35869,P35869
4553,Ethanolamine,306,annexin A3,ANXA3,P12429,P12429
4554,Ethanolamine,306,annexin A3,ANXA3,P12429,P12429
4555,Ethanolamine,338,apolipoprotein B,APOB,P04114,P04114;A0AAG2UUW0;Q59HB3;Q7Z7Q0
4556,Ethanolamine,348,apolipoprotein E,APOE,P02649,P02649;A0A0S2Z3D5
4557,Ethanolamine,1757,sarcosine dehydrogenase,SARDH,Q9UL12,Q9UL12;A8K596
4558,Ethanolamine,1950,epidermal growth factor,EGF,P01133,P01133;A0A494C018
4559,Ethanolamine,2099,estrogen receptor 1,ESR1,P03372,P03372;A0A125SXW3;A8KAF4;G4XH65;H0Y4W6;Q9UBT1
4560,Ethanolamine,2246,fibroblast growth factor 1,FGF1,P05230,P05230;A8K147;Q16089
4561,Ethanolamine,5408,pancreatic lipase related protein 2 (gene/pseudogene),PNLIPRP2,P54317,P54317;A0AAG2UV77
4562,Ethanolamine,6097,RAR related orphan receptor C,RORC,P51449,P51449;B4DPR1;F1D8P6;Q6I9R9
4563,Ethanolamine,8800,peroxisomal biogenesis factor 11 alpha,PEX11A,O75192,O75192;B2R8C6;B4DMF6
4564,Ethanolamine,22933,sirtuin 2,SIRT2,Q8IXJ6,Q8IXJ6;A0A0A0MRF5
4565,Ethanolamine,57922,"cugbp, Elav-like family member 3a",CELF3A,Q9IBD1,Q9IBD1;A0A8M9PGK3;A0AB32T9K5
4566,Ethanolamine,70536,glutaminyl-peptide cyclotransferase (glutaminyl cyclase),QPCT,Q9CYK2,Q9CYK2;A0A0R4J0G6;A0A3B2W7G1;Q3UFN2
4567,Ethanolamine,559054,3-hydroxy-3-methylglutaryl-CoA reductase a,HMGCRA,A9JSZ0,A9JSZ0
4568,carbachol,1131,cholinergic receptor muscarinic 3,CHRM3,P20309,P20309
4569,carbachol,1135,cholinergic receptor nicotinic alpha 2 subunit,CHRNA2,Q15822,Q15822
4570,forskolin,107,adenylate cyclase 1,ADCY1,Q08828,Q08828;C9J1J0
4571,forskolin,108,adenylate cyclase 2,ADCY2,Q08462,Q08462;Q71UM8
4572,forskolin,108,adenylate cyclase 2,ADCY2,Q08462,Q08462;Q71UM8
4573,forskolin,108,adenylate cyclase 2,ADCY2,Q08462,Q08462;Q71UM8
4574,forskolin,108,adenylate cyclase 2,ADCY2,Q08462,Q08462;Q71UM8
4575,forskolin,109,adenylate cyclase 3,ADCY3,O60266,O60266;A0A0A0MSC1;B7ZLX9
4576,forskolin,111,adenylate cyclase 5,ADCY5,O95622,O95622;A0A384P5Q5;A0A8V8TP58;B3KWA8;B7Z2C7
4577,forskolin,111,adenylate cyclase 5,ADCY5,O95622,O95622;A0A384P5Q5;A0A8V8TP58;B3KWA8;B7Z2C7
4578,forskolin,111,adenylate cyclase 5,ADCY5,O95622,O95622;A0A384P5Q5;A0A8V8TP58;B3KWA8;B7Z2C7
4579,forskolin,112,adenylate cyclase 6,ADCY6,O43306,O43306
4580,forskolin,113,adenylate cyclase 7,ADCY7,P51828,P51828;B3KSJ0;F5H4D1;Q86YI0
4581,forskolin,114,adenylate cyclase 8,ADCY8,P40145,P40145;A0A0K0K1K3;Q4F7X0
4582,forskolin,115,adenylate cyclase 9,ADCY9,O60503,O60503
4583,forskolin,190,nuclear receptor subfamily 0 group B member 1,NR0B1,P51843,P51843;F1D8P4
4584,forskolin,196,aryl hydrocarbon receptor,AHR,P35869,P35869
4585,forskolin,367,androgen receptor,AR,P10275,P10275;A0A087WUX9;F1D8N5;G4VV16;Q9NUA2
4586,forskolin,367,androgen receptor,AR,P10275,P10275;A0A087WUX9;F1D8N5;G4VV16;Q9NUA2
4587,forskolin,1080,CF transmembrane conductance regulator,CFTR,P13569,P13569
4588,forskolin,1387,CREB binding lysine acetyltransferase,CREBBP,Q92793,Q92793
4589,forskolin,1588,cytochrome P450 family 19 subfamily A member 1,CYP19A1,P11511,P11511;A8K6W3;Q05CU4;Q8IYG4;Q8TCA4
4590,forskolin,2099,estrogen receptor 1,ESR1,P03372,P03372;A0A125SXW3;A8KAF4;G4XH65;H0Y4W6;Q9UBT1
4591,forskolin,2740,glucagon like peptide 1 receptor,GLP1R,P43220,P43220;A0A142FHB8
4592,forskolin,2778,GNAS complex locus,GNAS,P63092,O95467;P63092;P84996;Q5JWF2;A0A0A0MR13;A0A0S2Z3H8;A0A0S2Z3S5;A0A590UJF0;A0A590UJQ9;A0A590UK28;A0A7I2V5R6;B0AZR9;Q14455;Q5FWY2;Q5JWD1;Q5JWE9
4593,forskolin,2778,GNAS complex locus,GNAS,P63092,O95467;P63092;P84996;Q5JWF2;A0A0A0MR13;A0A0S2Z3H8;A0A0S2Z3S5;A0A590UJF0;A0A590UJQ9;A0A590UK28;A0A7I2V5R6;B0AZR9;Q14455;Q5FWY2;Q5JWD1;Q5JWE9
4594,forskolin,3172,hepatocyte nuclear factor 4 alpha,HNF4A,P41235,P41235;B9VVT8;F1D8S2;F1D8T0;F1D8T1
4595,forskolin,3778,potassium calcium-activated channel subfamily M alpha 1,KCNMA1,Q12791,Q12791;A0A087WZL8;A0A1W2PNQ3;A0A1W2PNW6;A0A1W2PP94;A0A1W2PPY5;A0A1W2PQ61;A0A1W2PQA0;A0A1W2PQK5;A0A1W2PQU4;A0A1W2PR56;A0A1W2PR62;A0A1W2PRB0;A0A1W2PRN5;A0A1W2PSD3;B7ZMF5;D5MRH1;Q59FH2;Q5SVJ7;Q5SVJ8;Q5SVJ9;S4R453
4596,forskolin,3779,potassium calcium-activated channel subfamily M regulatory beta subunit 1,KCNMB1,Q16558,Q16558
4597,forskolin,3780,potassium calcium-activated channel subfamily N member 1,KCNN1,Q92952,Q92952;A0A804HIF9;A0A804HIW7
4598,forskolin,3781,potassium calcium-activated channel subfamily N member 2,KCNN2,Q9H2S1,Q9H2S1;A0A3F2YNY5
4599,forskolin,3782,potassium calcium-activated channel subfamily N member 3,KCNN3,Q9UGI6,Q9UGI6;A0A087WYJ0
4600,forskolin,3783,potassium calcium-activated channel subfamily N member 4,KCNN4,O15554,O15554
4601,forskolin,4583,"mucin 2, oligomeric mucus/gel-forming",MUC2,Q02817,Q02817;A0A3S8TMF2
4602,forskolin,5054,serpin family E member 1,SERPINE1,P05121,P05121;B7ZAB0
4603,forskolin,5243,ATP binding cassette subfamily B member 1,ABCB1,P08183,P08183;A4D1D2
4604,forskolin,5467,peroxisome proliferator activated receptor delta,PPARD,Q03181,Q03181;F1D8S7
4605,forskolin,5468,peroxisome proliferator activated receptor gamma,PPARG,P37231,P37231;A0A3P3ZKM0;A0A494C1F9;D2KUA6;E9PFV2;E9PFX5
4606,forskolin,5594,mitogen-activated protein kinase 1,MAPK1,P28482,P28482;Q1HBJ4;Q499G7
4607,forskolin,5595,mitogen-activated protein kinase 3,MAPK3,P27361,P27361;L7RXH5;Q9BWJ1
4608,forskolin,5596,mitogen-activated protein kinase 4,MAPK4,P31152,P31152;B4DEW2;K7ELV1
4609,forskolin,5597,mitogen-activated protein kinase 6,MAPK6,Q16659,Q16659
4610,forskolin,5598,mitogen-activated protein kinase 7,MAPK7,Q13164,Q13164
4611,forskolin,6096,RAR related orphan receptor B,RORB,Q92753,Q92753;A0A1L4FMK7;Q58EY0
4612,forskolin,6257,retinoid X receptor beta,RXRB,P28702,P28702;A0A0G2JKR7;A0A0S2Z570;B7Z7J5;Q5STP9
4613,forskolin,7376,nuclear receptor subfamily 1 group H member 2,NR1H2,P55055,P55055;F1D8P7
4614,forskolin,7421,vitamin D receptor,VDR,P11473,P11473;A0A5K1VW50;F1D8P8
4615,forskolin,8856,nuclear receptor subfamily 1 group I member 2,NR1I2,O75469,O75469;F1D8P9
4616,forskolin,8856,nuclear receptor subfamily 1 group I member 2,NR1I2,O75469,O75469;F1D8P9
4617,forskolin,9971,nuclear receptor subfamily 1 group H member 4,NR1H4,Q96RI1,Q96RI1;B6ZGS9;F1DAL1
4618,forskolin,10242,potassium calcium-activated channel subfamily M regulatory beta subunit 2,KCNMB2,Q9Y691,Q9Y691;B5BNW5;B7Z513
4619,forskolin,10488,cAMP responsive element binding protein 3,CREB3,O43889,O43889
4620,forskolin,27094,potassium calcium-activated channel subfamily M regulatory beta subunit 3,KCNMB3,Q9NPA1,Q9NPA1
4621,forskolin,27345,potassium calcium-activated channel subfamily M regulatory beta subunit 4,KCNMB4,Q86W47,Q86W47
4622,forskolin,51564,histone deacetylase 7,HDAC7,Q8WUI4,Q8WUI4
4623,forskolin,55811,adenylate cyclase 10,ADCY10,Q96PN6,Q96PN6;A0A0K0K1J8
4624,forskolin,59350,relaxin family peptide receptor 1,RXFP1,Q9HBX9,Q9HBX9;A0A087WWV0;A0A0A0MT52;B3KV27;B4DGP2;E9PCA3;Q59H16
4625,forskolin,79915,ATPase family AAA domain containing 5,ATAD5,Q96QE3,Q96QE3
4626,forskolin,122042,relaxin family peptide receptor 2,RXFP2,Q8WXD0,Q8WXD0
4627,forskolin,196883,adenylate cyclase 4,ADCY4,Q8NFM4,Q8NFM4;Q86TZ7
4628,forskolin,225689,mitogen-activated protein kinase 15,MAPK15,Q8TD08,Q8TD08
4629,Ginsenoside rb1,207,AKT serine/threonine kinase 1,AKT1,P31749,P31749;B0LPE5;B3KVH4
4630,Ginsenoside rb1,523,ATPase H+ transporting V1 subunit A,ATP6V1A,P38606,P38606
4631,Ginsenoside rb1,526,ATPase H+ transporting V1 subunit B2,ATP6V1B2,P21281,P21281;A0A140VK65
4632,Ginsenoside rb1,650,bone morphogenetic protein 2,BMP2,P12643,P12643;C8C060
4633,Ginsenoside rb1,834,caspase 1,CASP1,P29466,P29466;A8K249;A8K257
4634,Ginsenoside rb1,836,caspase 3,CASP3,P42574,P42574;A8MVM1
4635,Ginsenoside rb1,860,RUNX family transcription factor 2,RUNX2,Q13950,Q13950;A0A0D9SEN7;Q32MY8
4636,Ginsenoside rb1,1186,Cl-/H+ antiporter 7,CLCN7,P51798,P51798
4637,Ginsenoside rb1,1508,cathepsin B,CTSB,P07858,P07858;A0A024R374
4638,Ginsenoside rb1,1509,cathepsin D,CTSD,P07339,P07339;V9HWI3
4639,Ginsenoside rb1,2353,"Fos proto-oncogene, AP-1 transcription factor subunit",FOS,P01100,P01100;Q6FG41
4640,Ginsenoside rb1,3162,heme oxygenase 1,HMOX1,P09601,P09601;Q6FH11
4641,Ginsenoside rb1,3162,heme oxygenase 1,HMOX1,P09601,P09601;Q6FH11
4642,Ginsenoside rb1,3479,insulin like growth factor 1,IGF1,P05019,P05019;Q13429;Q59GC5;Q5U743
4643,Ginsenoside rb1,3553,interleukin 1 beta,IL1B,P01584,P01584
4644,Ginsenoside rb1,3569,interleukin 6,IL6,P05231,P05231;B4DNQ5;B4DVM1;B5MC21;B5MCZ3;Q75MH2
4645,Ginsenoside rb1,3606,interleukin 18,IL18,Q14116,Q14116
4646,Ginsenoside rb1,3684,integrin subunit alpha M,ITGAM,P11215,P11215
4647,Ginsenoside rb1,3689,integrin subunit beta 2,ITGB2,P05107,P05107;A0A494C0X7;B4E0R1
4648,Ginsenoside rb1,3753,potassium voltage-gated channel subfamily E regulatory subunit 1,KCNE1,P15382,P15382;A7LFK2;A7LFK4;C7S316;Q6FHJ6
4649,Ginsenoside rb1,3757,potassium voltage-gated channel subfamily H member 2,KCNH2,Q12809,Q12809;A0A090N7W1;A0A090N7X5;A0A090N8Q0;A0AAQ5BGQ9;Q15BH2
4650,Ginsenoside rb1,3916,lysosomal associated membrane protein 1,LAMP1,P11279,P11279;B3KRY3
4651,Ginsenoside rb1,3939,lactate dehydrogenase A,LDHA,P00338,P00338;V9HWB9
4652,Ginsenoside rb1,4133,microtubule associated protein 2,MAP2,P11137,P11137;A0A024R3Z1;Q6NYC5
4653,Ginsenoside rb1,4772,nuclear factor of activated T cells 1,NFATC1,O95644,O95644;A8K9C6;B4DER8;F5H4S8
