uniprot_accession,protein_name,pathway,compound
Q99447,Ethanolamine-phosphate cytidylyltransferase,PathBank_SMP0030349,Ethanolamine
Q9UG56,"Phosphatidylserine decarboxylase proenzyme, mitochondrial",PathBank_SMP0030349,Ethanolamine
Q9Y6K0,Choline/ethanolaminephosphotransferase 1,PathBank_SMP0030349,Ethanolamine
P35790,Choline kinase alpha,PathBank_SMP0030353,Ethanolamine
P48651,Phosphatidylserine synthase 1,PathBank_SMP0030353,Ethanolamine
Q99447,Ethanolamine-phosphate cytidylyltransferase,PathBank_SMP0030353,Ethanolamine
Q9UG56,"Phosphatidylserine decarboxylase proenzyme, mitochondrial",PathBank_SMP0030353,Ethanolamine
Q9Y6K0,Choline/ethanolaminephosphotransferase 1,PathBank_SMP0030353,Ethanolamine
P35790,Choline kinase alpha,PathBank_SMP0030357,Ethanolamine
P48651,Phosphatidylserine synthase 1,PathBank_SMP0030357,Ethanolamine
Q99447,Ethanolamine-phosphate cytidylyltransferase,PathBank_SMP0030357,Ethanolamine
Q9UG56,"Phosphatidylserine decarboxylase proenzyme, mitochondrial",PathBank_SMP0030357,Ethanolamine
Q9Y6K0,Choline/ethanolaminephosphotransferase 1,PathBank_SMP0030357,Ethanolamine
P35790,Choline kinase alpha,PathBank_SMP0030361,Ethanolamine
P48651,Phosphatidylserine synthase 1,PathBank_SMP0030361,Ethanolamine
Q99447,Ethanolamine-phosphate cytidylyltransferase,PathBank_SMP0030361,Ethanolamine
Q9UG56,"Phosphatidylserine decarboxylase proenzyme, mitochondrial",PathBank_SMP0030361,Ethanolamine
Q9Y6K0,Choline/ethanolaminephosphotransferase 1,PathBank_SMP0030361,Ethanolamine
P35790,Choline kinase alpha,PathBank_SMP0030365,Ethanolamine
P48651,Phosphatidylserine synthase 1,PathBank_SMP0030365,Ethanolamine
Q99447,Ethanolamine-phosphate cytidylyltransferase,PathBank_SMP0030365,Ethanolamine
Q9UG56,"Phosphatidylserine decarboxylase proenzyme, mitochondrial",PathBank_SMP0030365,Ethanolamine
Q9Y6K0,Choline/ethanolaminephosphotransferase 1,PathBank_SMP0030365,Ethanolamine
P35790,Choline kinase alpha,PathBank_SMP0030369,Ethanolamine
P48651,Phosphatidylserine synthase 1,PathBank_SMP0030369,Ethanolamine
Q99447,Ethanolamine-phosphate cytidylyltransferase,PathBank_SMP0030369,Ethanolamine
Q9UG56,"Phosphatidylserine decarboxylase proenzyme, mitochondrial",PathBank_SMP0030369,Ethanolamine
Q9Y6K0,Choline/ethanolaminephosphotransferase 1,PathBank_SMP0030369,Ethanolamine
P35790,Choline kinase alpha,PathBank_SMP0030373,Ethanolamine
P48651,Phosphatidylserine synthase 1,PathBank_SMP0030373,Ethanolamine
Q99447,Ethanolamine-phosphate cytidylyltransferase,PathBank_SMP0030373,Ethanolamine
Q9UG56,"Phosphatidylserine decarboxylase proenzyme, mitochondrial",PathBank_SMP0030373,Ethanolamine
Q9Y6K0,Choline/ethanolaminephosphotransferase 1,PathBank_SMP0030373,Ethanolamine
P35790,Choline kinase alpha,PathBank_SMP0030377,Ethanolamine
P48651,Phosphatidylserine synthase 1,PathBank_SMP0030377,Ethanolamine
Q99447,Ethanolamine-phosphate cytidylyltransferase,PathBank_SMP0030377,Ethanolamine
Q9UG56,"Phosphatidylserine decarboxylase proenzyme, mitochondrial",PathBank_SMP0030377,Ethanolamine
Q9Y6K0,Choline/ethanolaminephosphotransferase 1,PathBank_SMP0030377,Ethanolamine
P35790,Choline kinase alpha,PathBank_SMP0030381,Ethanolamine
P48651,Phosphatidylserine synthase 1,PathBank_SMP0030381,Ethanolamine
Q99447,Ethanolamine-phosphate cytidylyltransferase,PathBank_SMP0030381,Ethanolamine
Q9UG56,"Phosphatidylserine decarboxylase proenzyme, mitochondrial",PathBank_SMP0030381,Ethanolamine
Q9Y6K0,Choline/ethanolaminephosphotransferase 1,PathBank_SMP0030381,Ethanolamine
P35790,Choline kinase alpha,PathBank_SMP0030385,Ethanolamine
P48651,Phosphatidylserine synthase 1,PathBank_SMP0030385,Ethanolamine
Q99447,Ethanolamine-phosphate cytidylyltransferase,PathBank_SMP0030385,Ethanolamine
Q9UG56,"Phosphatidylserine decarboxylase proenzyme, mitochondrial",PathBank_SMP0030385,Ethanolamine
Q9Y6K0,Choline/ethanolaminephosphotransferase 1,PathBank_SMP0030385,Ethanolamine
P35790,Choline kinase alpha,PathBank_SMP0030389,Ethanolamine
P48651,Phosphatidylserine synthase 1,PathBank_SMP0030389,Ethanolamine
Q99447,Ethanolamine-phosphate cytidylyltransferase,PathBank_SMP0030389,Ethanolamine
Q9UG56,"Phosphatidylserine decarboxylase proenzyme, mitochondrial",PathBank_SMP0030389,Ethanolamine
Q9Y6K0,Choline/ethanolaminephosphotransferase 1,PathBank_SMP0030389,Ethanolamine
P35790,Choline kinase alpha,PathBank_SMP0030393,Ethanolamine
P48651,Phosphatidylserine synthase 1,PathBank_SMP0030393,Ethanolamine
Q99447,Ethanolamine-phosphate cytidylyltransferase,PathBank_SMP0030393,Ethanolamine
Q9UG56,"Phosphatidylserine decarboxylase proenzyme, mitochondrial",PathBank_SMP0030393,Ethanolamine
Q9Y6K0,Choline/ethanolaminephosphotransferase 1,PathBank_SMP0030393,Ethanolamine
P35790,Choline kinase alpha,PathBank_SMP0030397,Ethanolamine
P48651,Phosphatidylserine synthase 1,PathBank_SMP0030397,Ethanolamine
Q99447,Ethanolamine-phosphate cytidylyltransferase,PathBank_SMP0030397,Ethanolamine
Q9UG56,"Phosphatidylserine decarboxylase proenzyme, mitochondrial",PathBank_SMP0030397,Ethanolamine
Q9Y6K0,Choline/ethanolaminephosphotransferase 1,PathBank_SMP0030397,Ethanolamine
P35790,Choline kinase alpha,PathBank_SMP0030401,Ethanolamine
P48651,Phosphatidylserine synthase 1,PathBank_SMP0030401,Ethanolamine
Q99447,Ethanolamine-phosphate cytidylyltransferase,PathBank_SMP0030401,Ethanolamine
Q9UG56,"Phosphatidylserine decarboxylase proenzyme, mitochondrial",PathBank_SMP0030401,Ethanolamine
Q9Y6K0,Choline/ethanolaminephosphotransferase 1,PathBank_SMP0030401,Ethanolamine
A6VD70,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0121356,Ethanolamine
B7V2U0,Glycerol-3-phosphate acyltransferase,PathBank_SMP0121356,Ethanolamine
B7V5T6,Cardiolipin synthase A,PathBank_SMP0121356,Ethanolamine
A6VD70,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0121360,Ethanolamine
B7V2U0,Glycerol-3-phosphate acyltransferase,PathBank_SMP0121360,Ethanolamine
B7V5T6,Cardiolipin synthase A,PathBank_SMP0121360,Ethanolamine
A6VD70,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0121364,Ethanolamine
B7V2U0,Glycerol-3-phosphate acyltransferase,PathBank_SMP0121364,Ethanolamine
B7V5T6,Cardiolipin synthase A,PathBank_SMP0121364,Ethanolamine
A6VD70,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0121368,Ethanolamine
B7V2U0,Glycerol-3-phosphate acyltransferase,PathBank_SMP0121368,Ethanolamine
B7V5T6,Cardiolipin synthase A,PathBank_SMP0121368,Ethanolamine
A6VD70,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0121372,Ethanolamine
B7V2U0,Glycerol-3-phosphate acyltransferase,PathBank_SMP0121372,Ethanolamine
B7V5T6,Cardiolipin synthase A,PathBank_SMP0121372,Ethanolamine
A6VD70,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0121376,Ethanolamine
B7V2U0,Glycerol-3-phosphate acyltransferase,PathBank_SMP0121376,Ethanolamine
B7V5T6,Cardiolipin synthase A,PathBank_SMP0121376,Ethanolamine
A6VD70,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0121380,Ethanolamine
B7V2U0,Glycerol-3-phosphate acyltransferase,PathBank_SMP0121380,Ethanolamine
B7V5T6,Cardiolipin synthase A,PathBank_SMP0121380,Ethanolamine
A6VD70,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0121384,Ethanolamine
B7V2U0,Glycerol-3-phosphate acyltransferase,PathBank_SMP0121384,Ethanolamine
B7V5T6,Cardiolipin synthase A,PathBank_SMP0121384,Ethanolamine
A6VD70,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0121388,Ethanolamine
B7V2U0,Glycerol-3-phosphate acyltransferase,PathBank_SMP0121388,Ethanolamine
B7V5T6,Cardiolipin synthase A,PathBank_SMP0121388,Ethanolamine
A6VD70,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0121392,Ethanolamine
B7V2U0,Glycerol-3-phosphate acyltransferase,PathBank_SMP0121392,Ethanolamine
B7V5T6,Cardiolipin synthase A,PathBank_SMP0121392,Ethanolamine
A6VD70,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0121396,Ethanolamine
B7V2U0,Glycerol-3-phosphate acyltransferase,PathBank_SMP0121396,Ethanolamine
B7V5T6,Cardiolipin synthase A,PathBank_SMP0121396,Ethanolamine
A6VD70,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0121400,Ethanolamine
B7V2U0,Glycerol-3-phosphate acyltransferase,PathBank_SMP0121400,Ethanolamine
B7V5T6,Cardiolipin synthase A,PathBank_SMP0121400,Ethanolamine
A6VD70,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0121404,Ethanolamine
B7V2U0,Glycerol-3-phosphate acyltransferase,PathBank_SMP0121404,Ethanolamine
B7V5T6,Cardiolipin synthase A,PathBank_SMP0121404,Ethanolamine
A6VD70,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0121408,Ethanolamine
B7V2U0,Glycerol-3-phosphate acyltransferase,PathBank_SMP0121408,Ethanolamine
B7V5T6,Cardiolipin synthase A,PathBank_SMP0121408,Ethanolamine
A6VD70,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0121412,Ethanolamine
B7V2U0,Glycerol-3-phosphate acyltransferase,PathBank_SMP0121412,Ethanolamine
B7V5T6,Cardiolipin synthase A,PathBank_SMP0121412,Ethanolamine
A6VD70,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0121416,Ethanolamine
B7V2U0,Glycerol-3-phosphate acyltransferase,PathBank_SMP0121416,Ethanolamine
B7V5T6,Cardiolipin synthase A,PathBank_SMP0121416,Ethanolamine
A6VD70,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0121420,Ethanolamine
B7V2U0,Glycerol-3-phosphate acyltransferase,PathBank_SMP0121420,Ethanolamine
B7V5T6,Cardiolipin synthase A,PathBank_SMP0121420,Ethanolamine
A6VD70,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0121424,Ethanolamine
B7V2U0,Glycerol-3-phosphate acyltransferase,PathBank_SMP0121424,Ethanolamine
B7V5T6,Cardiolipin synthase A,PathBank_SMP0121424,Ethanolamine
A6VD70,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0121428,Ethanolamine
B7V2U0,Glycerol-3-phosphate acyltransferase,PathBank_SMP0121428,Ethanolamine
B7V5T6,Cardiolipin synthase A,PathBank_SMP0121428,Ethanolamine
A6VD70,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0121432,Ethanolamine
B7V2U0,Glycerol-3-phosphate acyltransferase,PathBank_SMP0121432,Ethanolamine
B7V5T6,Cardiolipin synthase A,PathBank_SMP0121432,Ethanolamine
A6VD70,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0121436,Ethanolamine
B7V2U0,Glycerol-3-phosphate acyltransferase,PathBank_SMP0121436,Ethanolamine
B7V5T6,Cardiolipin synthase A,PathBank_SMP0121436,Ethanolamine
A4GNA8,Phosphatidylserine decarboxylase proenzyme 3,PathBank_SMP0071729,Ethanolamine
F4HXY7,CDP-diacylglycerol--serine O-phosphatidyltransferase 1,PathBank_SMP0071729,Ethanolamine
O04928,Phosphatidate cytidylyltransferase 1,PathBank_SMP0071729,Ethanolamine
O22216,"Glycerol-3-phosphate dehydrogenase [NAD(+)] GPDHC1, cytosolic",PathBank_SMP0071729,Ethanolamine
O82567,Choline/ethanolaminephosphotransferase 1,PathBank_SMP0071729,Ethanolamine
Q38882,Phospholipase D alpha 1,PathBank_SMP0071729,Ethanolamine
Q8LG50,1-acyl-sn-glycerol-3-phosphate acyltransferase 2,PathBank_SMP0071729,Ethanolamine
Q9M9H6,Probable choline kinase 1,PathBank_SMP0071729,Ethanolamine
Q9MA74,Serine decarboxylase,PathBank_SMP0071729,Ethanolamine
Q9SHJ5,Glycerol-3-phosphate acyltransferase 1,PathBank_SMP0071729,Ethanolamine
Q9SRQ7,Non-specific phospholipase C4,PathBank_SMP0071729,Ethanolamine
Q9ZVI9,Ethanolamine-phosphate cytidylyltransferase,PathBank_SMP0071729,Ethanolamine
A6VD70,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0121440,Ethanolamine
B7V2U0,Glycerol-3-phosphate acyltransferase,PathBank_SMP0121440,Ethanolamine
B7V5T6,Cardiolipin synthase A,PathBank_SMP0121440,Ethanolamine
A6VD70,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0121444,Ethanolamine
B7V2U0,Glycerol-3-phosphate acyltransferase,PathBank_SMP0121444,Ethanolamine
B7V5T6,Cardiolipin synthase A,PathBank_SMP0121444,Ethanolamine
A6VD70,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0121448,Ethanolamine
B7V2U0,Glycerol-3-phosphate acyltransferase,PathBank_SMP0121448,Ethanolamine
B7V5T6,Cardiolipin synthase A,PathBank_SMP0121448,Ethanolamine
A6VD70,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0121452,Ethanolamine
B7V2U0,Glycerol-3-phosphate acyltransferase,PathBank_SMP0121452,Ethanolamine
B7V5T6,Cardiolipin synthase A,PathBank_SMP0121452,Ethanolamine
A6VD70,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0121456,Ethanolamine
B7V2U0,Glycerol-3-phosphate acyltransferase,PathBank_SMP0121456,Ethanolamine
B7V5T6,Cardiolipin synthase A,PathBank_SMP0121456,Ethanolamine
A6VD70,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0121460,Ethanolamine
B7V2U0,Glycerol-3-phosphate acyltransferase,PathBank_SMP0121460,Ethanolamine
B7V5T6,Cardiolipin synthase A,PathBank_SMP0121460,Ethanolamine
A6VD70,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0121464,Ethanolamine
B7V2U0,Glycerol-3-phosphate acyltransferase,PathBank_SMP0121464,Ethanolamine
B7V5T6,Cardiolipin synthase A,PathBank_SMP0121464,Ethanolamine
A6VD70,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0121468,Ethanolamine
B7V2U0,Glycerol-3-phosphate acyltransferase,PathBank_SMP0121468,Ethanolamine
B7V5T6,Cardiolipin synthase A,PathBank_SMP0121468,Ethanolamine
A6VD70,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0121472,Ethanolamine
B7V2U0,Glycerol-3-phosphate acyltransferase,PathBank_SMP0121472,Ethanolamine
B7V5T6,Cardiolipin synthase A,PathBank_SMP0121472,Ethanolamine
A6VD70,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0121476,Ethanolamine
B7V2U0,Glycerol-3-phosphate acyltransferase,PathBank_SMP0121476,Ethanolamine
B7V5T6,Cardiolipin synthase A,PathBank_SMP0121476,Ethanolamine
A6VD70,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0121480,Ethanolamine
B7V2U0,Glycerol-3-phosphate acyltransferase,PathBank_SMP0121480,Ethanolamine
B7V5T6,Cardiolipin synthase A,PathBank_SMP0121480,Ethanolamine
A6VD70,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0121484,Ethanolamine
B7V2U0,Glycerol-3-phosphate acyltransferase,PathBank_SMP0121484,Ethanolamine
B7V5T6,Cardiolipin synthase A,PathBank_SMP0121484,Ethanolamine
A6VD70,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0121488,Ethanolamine
B7V2U0,Glycerol-3-phosphate acyltransferase,PathBank_SMP0121488,Ethanolamine
B7V5T6,Cardiolipin synthase A,PathBank_SMP0121488,Ethanolamine
A6VD70,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0121492,Ethanolamine
B7V2U0,Glycerol-3-phosphate acyltransferase,PathBank_SMP0121492,Ethanolamine
B7V5T6,Cardiolipin synthase A,PathBank_SMP0121492,Ethanolamine
A6VD70,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0121496,Ethanolamine
B7V2U0,Glycerol-3-phosphate acyltransferase,PathBank_SMP0121496,Ethanolamine
B7V5T6,Cardiolipin synthase A,PathBank_SMP0121496,Ethanolamine
A4GNA8,Phosphatidylserine decarboxylase proenzyme 3,PathBank_SMP0071785,Ethanolamine
F4HXY7,CDP-diacylglycerol--serine O-phosphatidyltransferase 1,PathBank_SMP0071785,Ethanolamine
O04928,Phosphatidate cytidylyltransferase 1,PathBank_SMP0071785,Ethanolamine
O22216,"Glycerol-3-phosphate dehydrogenase [NAD(+)] GPDHC1, cytosolic",PathBank_SMP0071785,Ethanolamine
O82567,Choline/ethanolaminephosphotransferase 1,PathBank_SMP0071785,Ethanolamine
Q38882,Phospholipase D alpha 1,PathBank_SMP0071785,Ethanolamine
Q8LG50,1-acyl-sn-glycerol-3-phosphate acyltransferase 2,PathBank_SMP0071785,Ethanolamine
Q9M9H6,Probable choline kinase 1,PathBank_SMP0071785,Ethanolamine
Q9MA74,Serine decarboxylase,PathBank_SMP0071785,Ethanolamine
Q9SHJ5,Glycerol-3-phosphate acyltransferase 1,PathBank_SMP0071785,Ethanolamine
Q9SRQ7,Non-specific phospholipase C4,PathBank_SMP0071785,Ethanolamine
Q9ZVI9,Ethanolamine-phosphate cytidylyltransferase,PathBank_SMP0071785,Ethanolamine
A6VD70,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0121500,Ethanolamine
B7V2U0,Glycerol-3-phosphate acyltransferase,PathBank_SMP0121500,Ethanolamine
B7V5T6,Cardiolipin synthase A,PathBank_SMP0121500,Ethanolamine
A4GNA8,Phosphatidylserine decarboxylase proenzyme 3,PathBank_SMP0071789,Ethanolamine
F4HXY7,CDP-diacylglycerol--serine O-phosphatidyltransferase 1,PathBank_SMP0071789,Ethanolamine
O04928,Phosphatidate cytidylyltransferase 1,PathBank_SMP0071789,Ethanolamine
O22216,"Glycerol-3-phosphate dehydrogenase [NAD(+)] GPDHC1, cytosolic",PathBank_SMP0071789,Ethanolamine
O82567,Choline/ethanolaminephosphotransferase 1,PathBank_SMP0071789,Ethanolamine
Q38882,Phospholipase D alpha 1,PathBank_SMP0071789,Ethanolamine
Q8LG50,1-acyl-sn-glycerol-3-phosphate acyltransferase 2,PathBank_SMP0071789,Ethanolamine
Q9M9H6,Probable choline kinase 1,PathBank_SMP0071789,Ethanolamine
Q9MA74,Serine decarboxylase,PathBank_SMP0071789,Ethanolamine
Q9SHJ5,Glycerol-3-phosphate acyltransferase 1,PathBank_SMP0071789,Ethanolamine
Q9SRQ7,Non-specific phospholipase C4,PathBank_SMP0071789,Ethanolamine
Q9ZVI9,Ethanolamine-phosphate cytidylyltransferase,PathBank_SMP0071789,Ethanolamine
A4GNA8,Phosphatidylserine decarboxylase proenzyme 3,PathBank_SMP0071793,Ethanolamine
F4HXY7,CDP-diacylglycerol--serine O-phosphatidyltransferase 1,PathBank_SMP0071793,Ethanolamine
O04928,Phosphatidate cytidylyltransferase 1,PathBank_SMP0071793,Ethanolamine
O22216,"Glycerol-3-phosphate dehydrogenase [NAD(+)] GPDHC1, cytosolic",PathBank_SMP0071793,Ethanolamine
O82567,Choline/ethanolaminephosphotransferase 1,PathBank_SMP0071793,Ethanolamine
Q38882,Phospholipase D alpha 1,PathBank_SMP0071793,Ethanolamine
Q8LG50,1-acyl-sn-glycerol-3-phosphate acyltransferase 2,PathBank_SMP0071793,Ethanolamine
Q9M9H6,Probable choline kinase 1,PathBank_SMP0071793,Ethanolamine
Q9MA74,Serine decarboxylase,PathBank_SMP0071793,Ethanolamine
Q9SHJ5,Glycerol-3-phosphate acyltransferase 1,PathBank_SMP0071793,Ethanolamine
Q9SRQ7,Non-specific phospholipase C4,PathBank_SMP0071793,Ethanolamine
Q9ZVI9,Ethanolamine-phosphate cytidylyltransferase,PathBank_SMP0071793,Ethanolamine
A6VD70,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0121504,Ethanolamine
B7V2U0,Glycerol-3-phosphate acyltransferase,PathBank_SMP0121504,Ethanolamine
B7V5T6,Cardiolipin synthase A,PathBank_SMP0121504,Ethanolamine
A6VD70,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0121508,Ethanolamine
B7V2U0,Glycerol-3-phosphate acyltransferase,PathBank_SMP0121508,Ethanolamine
B7V5T6,Cardiolipin synthase A,PathBank_SMP0121508,Ethanolamine
A6VD70,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0121512,Ethanolamine
B7V2U0,Glycerol-3-phosphate acyltransferase,PathBank_SMP0121512,Ethanolamine
B7V5T6,Cardiolipin synthase A,PathBank_SMP0121512,Ethanolamine
A6VD70,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0121516,Ethanolamine
B7V2U0,Glycerol-3-phosphate acyltransferase,PathBank_SMP0121516,Ethanolamine
B7V5T6,Cardiolipin synthase A,PathBank_SMP0121516,Ethanolamine
A6VD70,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0121520,Ethanolamine
B7V2U0,Glycerol-3-phosphate acyltransferase,PathBank_SMP0121520,Ethanolamine
B7V5T6,Cardiolipin synthase A,PathBank_SMP0121520,Ethanolamine
A6VD70,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0121524,Ethanolamine
B7V2U0,Glycerol-3-phosphate acyltransferase,PathBank_SMP0121524,Ethanolamine
B7V5T6,Cardiolipin synthase A,PathBank_SMP0121524,Ethanolamine
A6VD70,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0121528,Ethanolamine
B7V2U0,Glycerol-3-phosphate acyltransferase,PathBank_SMP0121528,Ethanolamine
B7V5T6,Cardiolipin synthase A,PathBank_SMP0121528,Ethanolamine
A6VD70,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0121532,Ethanolamine
B7V2U0,Glycerol-3-phosphate acyltransferase,PathBank_SMP0121532,Ethanolamine
B7V5T6,Cardiolipin synthase A,PathBank_SMP0121532,Ethanolamine
A6VD70,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0121536,Ethanolamine
B7V2U0,Glycerol-3-phosphate acyltransferase,PathBank_SMP0121536,Ethanolamine
B7V5T6,Cardiolipin synthase A,PathBank_SMP0121536,Ethanolamine
A6VD70,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0121540,Ethanolamine
B7V2U0,Glycerol-3-phosphate acyltransferase,PathBank_SMP0121540,Ethanolamine
B7V5T6,Cardiolipin synthase A,PathBank_SMP0121540,Ethanolamine
A6VD70,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0121544,Ethanolamine
B7V2U0,Glycerol-3-phosphate acyltransferase,PathBank_SMP0121544,Ethanolamine
B7V5T6,Cardiolipin synthase A,PathBank_SMP0121544,Ethanolamine
A6VD70,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0121548,Ethanolamine
B7V2U0,Glycerol-3-phosphate acyltransferase,PathBank_SMP0121548,Ethanolamine
B7V5T6,Cardiolipin synthase A,PathBank_SMP0121548,Ethanolamine
A6VD70,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0121552,Ethanolamine
B7V2U0,Glycerol-3-phosphate acyltransferase,PathBank_SMP0121552,Ethanolamine
B7V5T6,Cardiolipin synthase A,PathBank_SMP0121552,Ethanolamine
A6VD70,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0121556,Ethanolamine
B7V2U0,Glycerol-3-phosphate acyltransferase,PathBank_SMP0121556,Ethanolamine
