uniprot_accession,protein_name,pathway,compound
Q09643,L-serine-phosphatidylethanolamine phosphatidyltransferase ,PathBank_SMP0100241,Ethanolamine
Q10949,"Phosphatidylserine decarboxylase proenzyme, mitochondrial",PathBank_SMP0100241,Ethanolamine
X5LPX5,CTP_transf_like domain-containing protein,PathBank_SMP0100241,Ethanolamine
G5EC09,Choline/EthanolaminePhosphoTransferase,PathBank_SMP0100245,Ethanolamine
P46560,Putative choline kinase B3,PathBank_SMP0100245,Ethanolamine
P49583,Putative choline-phosphate cytidylyltransferase,PathBank_SMP0100245,Ethanolamine
Q09643,L-serine-phosphatidylethanolamine phosphatidyltransferase ,PathBank_SMP0100245,Ethanolamine
Q10949,"Phosphatidylserine decarboxylase proenzyme, mitochondrial",PathBank_SMP0100245,Ethanolamine
X5LPX5,CTP_transf_like domain-containing protein,PathBank_SMP0100245,Ethanolamine
G5EC09,Choline/EthanolaminePhosphoTransferase,PathBank_SMP0100249,Ethanolamine
P46560,Putative choline kinase B3,PathBank_SMP0100249,Ethanolamine
P49583,Putative choline-phosphate cytidylyltransferase,PathBank_SMP0100249,Ethanolamine
Q09643,L-serine-phosphatidylethanolamine phosphatidyltransferase ,PathBank_SMP0100249,Ethanolamine
Q10949,"Phosphatidylserine decarboxylase proenzyme, mitochondrial",PathBank_SMP0100249,Ethanolamine
X5LPX5,CTP_transf_like domain-containing protein,PathBank_SMP0100249,Ethanolamine
G5EC09,Choline/EthanolaminePhosphoTransferase,PathBank_SMP0100253,Ethanolamine
P46560,Putative choline kinase B3,PathBank_SMP0100253,Ethanolamine
P49583,Putative choline-phosphate cytidylyltransferase,PathBank_SMP0100253,Ethanolamine
Q09643,L-serine-phosphatidylethanolamine phosphatidyltransferase ,PathBank_SMP0100253,Ethanolamine
Q10949,"Phosphatidylserine decarboxylase proenzyme, mitochondrial",PathBank_SMP0100253,Ethanolamine
X5LPX5,CTP_transf_like domain-containing protein,PathBank_SMP0100253,Ethanolamine
G5EC09,Choline/EthanolaminePhosphoTransferase,PathBank_SMP0100257,Ethanolamine
P46560,Putative choline kinase B3,PathBank_SMP0100257,Ethanolamine
P49583,Putative choline-phosphate cytidylyltransferase,PathBank_SMP0100257,Ethanolamine
Q09643,L-serine-phosphatidylethanolamine phosphatidyltransferase ,PathBank_SMP0100257,Ethanolamine
Q10949,"Phosphatidylserine decarboxylase proenzyme, mitochondrial",PathBank_SMP0100257,Ethanolamine
X5LPX5,CTP_transf_like domain-containing protein,PathBank_SMP0100257,Ethanolamine
G5EC09,Choline/EthanolaminePhosphoTransferase,PathBank_SMP0100261,Ethanolamine
P46560,Putative choline kinase B3,PathBank_SMP0100261,Ethanolamine
P49583,Putative choline-phosphate cytidylyltransferase,PathBank_SMP0100261,Ethanolamine
Q09643,L-serine-phosphatidylethanolamine phosphatidyltransferase ,PathBank_SMP0100261,Ethanolamine
Q10949,"Phosphatidylserine decarboxylase proenzyme, mitochondrial",PathBank_SMP0100261,Ethanolamine
X5LPX5,CTP_transf_like domain-containing protein,PathBank_SMP0100261,Ethanolamine
G5EC09,Choline/EthanolaminePhosphoTransferase,PathBank_SMP0100265,Ethanolamine
P46560,Putative choline kinase B3,PathBank_SMP0100265,Ethanolamine
P49583,Putative choline-phosphate cytidylyltransferase,PathBank_SMP0100265,Ethanolamine
Q09643,L-serine-phosphatidylethanolamine phosphatidyltransferase ,PathBank_SMP0100265,Ethanolamine
Q10949,"Phosphatidylserine decarboxylase proenzyme, mitochondrial",PathBank_SMP0100265,Ethanolamine
X5LPX5,CTP_transf_like domain-containing protein,PathBank_SMP0100265,Ethanolamine
G5EC09,Choline/EthanolaminePhosphoTransferase,PathBank_SMP0100269,Ethanolamine
P46560,Putative choline kinase B3,PathBank_SMP0100269,Ethanolamine
P49583,Putative choline-phosphate cytidylyltransferase,PathBank_SMP0100269,Ethanolamine
Q09643,L-serine-phosphatidylethanolamine phosphatidyltransferase ,PathBank_SMP0100269,Ethanolamine
Q10949,"Phosphatidylserine decarboxylase proenzyme, mitochondrial",PathBank_SMP0100269,Ethanolamine
X5LPX5,CTP_transf_like domain-containing protein,PathBank_SMP0100269,Ethanolamine
G5EC09,Choline/EthanolaminePhosphoTransferase,PathBank_SMP0100273,Ethanolamine
P46560,Putative choline kinase B3,PathBank_SMP0100273,Ethanolamine
P49583,Putative choline-phosphate cytidylyltransferase,PathBank_SMP0100273,Ethanolamine
Q09643,L-serine-phosphatidylethanolamine phosphatidyltransferase ,PathBank_SMP0100273,Ethanolamine
Q10949,"Phosphatidylserine decarboxylase proenzyme, mitochondrial",PathBank_SMP0100273,Ethanolamine
X5LPX5,CTP_transf_like domain-containing protein,PathBank_SMP0100273,Ethanolamine
A1Z9E0,"Bb in a boxcar, isoform B ",PathBank_SMP0100279,Ethanolamine
P54352,Ethanolamine kinase,PathBank_SMP0100279,Ethanolamine
Q2PDP3,"Uncharacterized protein, isoform E ",PathBank_SMP0100279,Ethanolamine
Q7K4C7,LD46058p ,PathBank_SMP0100279,Ethanolamine
Q86PD6,"Phosphoethanolamine cytidylyltransferase, isoform D",PathBank_SMP0100279,Ethanolamine
Q9VCE0,"Phosphatidylserine decarboxylase proenzyme, mitochondrial ",PathBank_SMP0100279,Ethanolamine
Q9VPD3,Phosphatidylserine synthase,PathBank_SMP0100279,Ethanolamine
A1Z9E0,"Bb in a boxcar, isoform B ",PathBank_SMP0100287,Ethanolamine
P54352,Ethanolamine kinase,PathBank_SMP0100287,Ethanolamine
Q2PDP3,"Uncharacterized protein, isoform E ",PathBank_SMP0100287,Ethanolamine
Q7K4C7,LD46058p ,PathBank_SMP0100287,Ethanolamine
Q86PD6,"Phosphoethanolamine cytidylyltransferase, isoform D",PathBank_SMP0100287,Ethanolamine
Q9VCE0,"Phosphatidylserine decarboxylase proenzyme, mitochondrial ",PathBank_SMP0100287,Ethanolamine
Q9VPD3,Phosphatidylserine synthase,PathBank_SMP0100287,Ethanolamine
A1Z9E0,"Bb in a boxcar, isoform B ",PathBank_SMP0100291,Ethanolamine
P54352,Ethanolamine kinase,PathBank_SMP0100291,Ethanolamine
Q2PDP3,"Uncharacterized protein, isoform E ",PathBank_SMP0100291,Ethanolamine
Q7K4C7,LD46058p ,PathBank_SMP0100291,Ethanolamine
Q86PD6,"Phosphoethanolamine cytidylyltransferase, isoform D",PathBank_SMP0100291,Ethanolamine
Q9VCE0,"Phosphatidylserine decarboxylase proenzyme, mitochondrial ",PathBank_SMP0100291,Ethanolamine
Q9VPD3,Phosphatidylserine synthase,PathBank_SMP0100291,Ethanolamine
A1Z9E0,"Bb in a boxcar, isoform B ",PathBank_SMP0100295,Ethanolamine
P54352,Ethanolamine kinase,PathBank_SMP0100295,Ethanolamine
Q2PDP3,"Uncharacterized protein, isoform E ",PathBank_SMP0100295,Ethanolamine
Q7K4C7,LD46058p ,PathBank_SMP0100295,Ethanolamine
Q86PD6,"Phosphoethanolamine cytidylyltransferase, isoform D",PathBank_SMP0100295,Ethanolamine
Q9VCE0,"Phosphatidylserine decarboxylase proenzyme, mitochondrial ",PathBank_SMP0100295,Ethanolamine
Q9VPD3,Phosphatidylserine synthase,PathBank_SMP0100295,Ethanolamine
A1Z9E0,"Bb in a boxcar, isoform B ",PathBank_SMP0100299,Ethanolamine
P54352,Ethanolamine kinase,PathBank_SMP0100299,Ethanolamine
Q2PDP3,"Uncharacterized protein, isoform E ",PathBank_SMP0100299,Ethanolamine
Q7K4C7,LD46058p ,PathBank_SMP0100299,Ethanolamine
Q86PD6,"Phosphoethanolamine cytidylyltransferase, isoform D",PathBank_SMP0100299,Ethanolamine
Q9VCE0,"Phosphatidylserine decarboxylase proenzyme, mitochondrial ",PathBank_SMP0100299,Ethanolamine
Q9VPD3,Phosphatidylserine synthase,PathBank_SMP0100299,Ethanolamine
A1Z9E0,"Bb in a boxcar, isoform B ",PathBank_SMP0100303,Ethanolamine
P54352,Ethanolamine kinase,PathBank_SMP0100303,Ethanolamine
Q2PDP3,"Uncharacterized protein, isoform E ",PathBank_SMP0100303,Ethanolamine
Q7K4C7,LD46058p ,PathBank_SMP0100303,Ethanolamine
Q86PD6,"Phosphoethanolamine cytidylyltransferase, isoform D",PathBank_SMP0100303,Ethanolamine
Q9VCE0,"Phosphatidylserine decarboxylase proenzyme, mitochondrial ",PathBank_SMP0100303,Ethanolamine
Q9VPD3,Phosphatidylserine synthase,PathBank_SMP0100303,Ethanolamine
A1Z9E0,"Bb in a boxcar, isoform B ",PathBank_SMP0100307,Ethanolamine
P54352,Ethanolamine kinase,PathBank_SMP0100307,Ethanolamine
Q2PDP3,"Uncharacterized protein, isoform E ",PathBank_SMP0100307,Ethanolamine
Q7K4C7,LD46058p ,PathBank_SMP0100307,Ethanolamine
Q86PD6,"Phosphoethanolamine cytidylyltransferase, isoform D",PathBank_SMP0100307,Ethanolamine
Q9VCE0,"Phosphatidylserine decarboxylase proenzyme, mitochondrial ",PathBank_SMP0100307,Ethanolamine
Q9VPD3,Phosphatidylserine synthase,PathBank_SMP0100307,Ethanolamine
A1Z9E0,"Bb in a boxcar, isoform B ",PathBank_SMP0100319,Ethanolamine
P54352,Ethanolamine kinase,PathBank_SMP0100319,Ethanolamine
Q2PDP3,"Uncharacterized protein, isoform E ",PathBank_SMP0100319,Ethanolamine
Q7K4C7,LD46058p ,PathBank_SMP0100319,Ethanolamine
Q86PD6,"Phosphoethanolamine cytidylyltransferase, isoform D",PathBank_SMP0100319,Ethanolamine
Q9VCE0,"Phosphatidylserine decarboxylase proenzyme, mitochondrial ",PathBank_SMP0100319,Ethanolamine
Q9VPD3,Phosphatidylserine synthase,PathBank_SMP0100319,Ethanolamine
A1Z9E0,"Bb in a boxcar, isoform B ",PathBank_SMP0100327,Ethanolamine
P54352,Ethanolamine kinase,PathBank_SMP0100327,Ethanolamine
Q2PDP3,"Uncharacterized protein, isoform E ",PathBank_SMP0100327,Ethanolamine
Q7K4C7,LD46058p ,PathBank_SMP0100327,Ethanolamine
Q86PD6,"Phosphoethanolamine cytidylyltransferase, isoform D",PathBank_SMP0100327,Ethanolamine
Q9VCE0,"Phosphatidylserine decarboxylase proenzyme, mitochondrial ",PathBank_SMP0100327,Ethanolamine
Q9VPD3,Phosphatidylserine synthase,PathBank_SMP0100327,Ethanolamine
A1Z9E0,"Bb in a boxcar, isoform B ",PathBank_SMP0100343,Ethanolamine
P54352,Ethanolamine kinase,PathBank_SMP0100343,Ethanolamine
Q2PDP3,"Uncharacterized protein, isoform E ",PathBank_SMP0100343,Ethanolamine
Q7K4C7,LD46058p ,PathBank_SMP0100343,Ethanolamine
Q86PD6,"Phosphoethanolamine cytidylyltransferase, isoform D",PathBank_SMP0100343,Ethanolamine
Q9VCE0,"Phosphatidylserine decarboxylase proenzyme, mitochondrial ",PathBank_SMP0100343,Ethanolamine
Q9VPD3,Phosphatidylserine synthase,PathBank_SMP0100343,Ethanolamine
A1Z9E0,"Bb in a boxcar, isoform B ",PathBank_SMP0100347,Ethanolamine
P54352,Ethanolamine kinase,PathBank_SMP0100347,Ethanolamine
Q2PDP3,"Uncharacterized protein, isoform E ",PathBank_SMP0100347,Ethanolamine
Q7K4C7,LD46058p ,PathBank_SMP0100347,Ethanolamine
Q86PD6,"Phosphoethanolamine cytidylyltransferase, isoform D",PathBank_SMP0100347,Ethanolamine
Q9VCE0,"Phosphatidylserine decarboxylase proenzyme, mitochondrial ",PathBank_SMP0100347,Ethanolamine
Q9VPD3,Phosphatidylserine synthase,PathBank_SMP0100347,Ethanolamine
A1Z9E0,"Bb in a boxcar, isoform B ",PathBank_SMP0100351,Ethanolamine
P54352,Ethanolamine kinase,PathBank_SMP0100351,Ethanolamine
Q2PDP3,"Uncharacterized protein, isoform E ",PathBank_SMP0100351,Ethanolamine
Q7K4C7,LD46058p ,PathBank_SMP0100351,Ethanolamine
Q86PD6,"Phosphoethanolamine cytidylyltransferase, isoform D",PathBank_SMP0100351,Ethanolamine
Q9VCE0,"Phosphatidylserine decarboxylase proenzyme, mitochondrial ",PathBank_SMP0100351,Ethanolamine
Q9VPD3,Phosphatidylserine synthase,PathBank_SMP0100351,Ethanolamine
A1Z9E0,"Bb in a boxcar, isoform B ",PathBank_SMP0100355,Ethanolamine
P54352,Ethanolamine kinase,PathBank_SMP0100355,Ethanolamine
Q2PDP3,"Uncharacterized protein, isoform E ",PathBank_SMP0100355,Ethanolamine
Q7K4C7,LD46058p ,PathBank_SMP0100355,Ethanolamine
Q86PD6,"Phosphoethanolamine cytidylyltransferase, isoform D",PathBank_SMP0100355,Ethanolamine
Q9VCE0,"Phosphatidylserine decarboxylase proenzyme, mitochondrial ",PathBank_SMP0100355,Ethanolamine
Q9VPD3,Phosphatidylserine synthase,PathBank_SMP0100355,Ethanolamine
P35790,Choline kinase alpha,PathBank_SMP0030234,Ethanolamine
P49585,Choline-phosphate cytidylyltransferase A,PathBank_SMP0030234,Ethanolamine
Q99447,Ethanolamine-phosphate cytidylyltransferase,PathBank_SMP0030234,Ethanolamine
Q9UBM1,Phosphatidylethanolamine N-methyltransferase,PathBank_SMP0030234,Ethanolamine
Q9UG56,"Phosphatidylserine decarboxylase proenzyme, mitochondrial",PathBank_SMP0030234,Ethanolamine
Q9Y6K0,Choline/ethanolaminephosphotransferase 1,PathBank_SMP0030234,Ethanolamine
P35790,Choline kinase alpha,PathBank_SMP0030241,Ethanolamine
P49585,Choline-phosphate cytidylyltransferase A,PathBank_SMP0030241,Ethanolamine
Q99447,Ethanolamine-phosphate cytidylyltransferase,PathBank_SMP0030241,Ethanolamine
Q9UBM1,Phosphatidylethanolamine N-methyltransferase,PathBank_SMP0030241,Ethanolamine
Q9UG56,"Phosphatidylserine decarboxylase proenzyme, mitochondrial",PathBank_SMP0030241,Ethanolamine
Q9Y6K0,Choline/ethanolaminephosphotransferase 1,PathBank_SMP0030241,Ethanolamine
P35790,Choline kinase alpha,PathBank_SMP0030245,Ethanolamine
P49585,Choline-phosphate cytidylyltransferase A,PathBank_SMP0030245,Ethanolamine
Q99447,Ethanolamine-phosphate cytidylyltransferase,PathBank_SMP0030245,Ethanolamine
Q9UBM1,Phosphatidylethanolamine N-methyltransferase,PathBank_SMP0030245,Ethanolamine
Q9UG56,"Phosphatidylserine decarboxylase proenzyme, mitochondrial",PathBank_SMP0030245,Ethanolamine
Q9Y6K0,Choline/ethanolaminephosphotransferase 1,PathBank_SMP0030245,Ethanolamine
P35790,Choline kinase alpha,PathBank_SMP0030249,Ethanolamine
P49585,Choline-phosphate cytidylyltransferase A,PathBank_SMP0030249,Ethanolamine
Q99447,Ethanolamine-phosphate cytidylyltransferase,PathBank_SMP0030249,Ethanolamine
Q9UBM1,Phosphatidylethanolamine N-methyltransferase,PathBank_SMP0030249,Ethanolamine
Q9UG56,"Phosphatidylserine decarboxylase proenzyme, mitochondrial",PathBank_SMP0030249,Ethanolamine
Q9Y6K0,Choline/ethanolaminephosphotransferase 1,PathBank_SMP0030249,Ethanolamine
P35790,Choline kinase alpha,PathBank_SMP0030253,Ethanolamine
P49585,Choline-phosphate cytidylyltransferase A,PathBank_SMP0030253,Ethanolamine
Q99447,Ethanolamine-phosphate cytidylyltransferase,PathBank_SMP0030253,Ethanolamine
Q9UBM1,Phosphatidylethanolamine N-methyltransferase,PathBank_SMP0030253,Ethanolamine
Q9UG56,"Phosphatidylserine decarboxylase proenzyme, mitochondrial",PathBank_SMP0030253,Ethanolamine
Q9Y6K0,Choline/ethanolaminephosphotransferase 1,PathBank_SMP0030253,Ethanolamine
P35790,Choline kinase alpha,PathBank_SMP0030257,Ethanolamine
P49585,Choline-phosphate cytidylyltransferase A,PathBank_SMP0030257,Ethanolamine
Q99447,Ethanolamine-phosphate cytidylyltransferase,PathBank_SMP0030257,Ethanolamine
Q9UBM1,Phosphatidylethanolamine N-methyltransferase,PathBank_SMP0030257,Ethanolamine
Q9UG56,"Phosphatidylserine decarboxylase proenzyme, mitochondrial",PathBank_SMP0030257,Ethanolamine
Q9Y6K0,Choline/ethanolaminephosphotransferase 1,PathBank_SMP0030257,Ethanolamine
P35790,Choline kinase alpha,PathBank_SMP0030261,Ethanolamine
P49585,Choline-phosphate cytidylyltransferase A,PathBank_SMP0030261,Ethanolamine
Q99447,Ethanolamine-phosphate cytidylyltransferase,PathBank_SMP0030261,Ethanolamine
Q9UBM1,Phosphatidylethanolamine N-methyltransferase,PathBank_SMP0030261,Ethanolamine
Q9UG56,"Phosphatidylserine decarboxylase proenzyme, mitochondrial",PathBank_SMP0030261,Ethanolamine
Q9Y6K0,Choline/ethanolaminephosphotransferase 1,PathBank_SMP0030261,Ethanolamine
P35790,Choline kinase alpha,PathBank_SMP0030265,Ethanolamine
P49585,Choline-phosphate cytidylyltransferase A,PathBank_SMP0030265,Ethanolamine
Q99447,Ethanolamine-phosphate cytidylyltransferase,PathBank_SMP0030265,Ethanolamine
Q9UBM1,Phosphatidylethanolamine N-methyltransferase,PathBank_SMP0030265,Ethanolamine
Q9UG56,"Phosphatidylserine decarboxylase proenzyme, mitochondrial",PathBank_SMP0030265,Ethanolamine
Q9Y6K0,Choline/ethanolaminephosphotransferase 1,PathBank_SMP0030265,Ethanolamine
P35790,Choline kinase alpha,PathBank_SMP0030269,Ethanolamine
P49585,Choline-phosphate cytidylyltransferase A,PathBank_SMP0030269,Ethanolamine
Q99447,Ethanolamine-phosphate cytidylyltransferase,PathBank_SMP0030269,Ethanolamine
Q9UBM1,Phosphatidylethanolamine N-methyltransferase,PathBank_SMP0030269,Ethanolamine
Q9UG56,"Phosphatidylserine decarboxylase proenzyme, mitochondrial",PathBank_SMP0030269,Ethanolamine
Q9Y6K0,Choline/ethanolaminephosphotransferase 1,PathBank_SMP0030269,Ethanolamine
P35790,Choline kinase alpha,PathBank_SMP0030273,Ethanolamine
P49585,Choline-phosphate cytidylyltransferase A,PathBank_SMP0030273,Ethanolamine
Q99447,Ethanolamine-phosphate cytidylyltransferase,PathBank_SMP0030273,Ethanolamine
Q9UBM1,Phosphatidylethanolamine N-methyltransferase,PathBank_SMP0030273,Ethanolamine
Q9UG56,"Phosphatidylserine decarboxylase proenzyme, mitochondrial",PathBank_SMP0030273,Ethanolamine
Q9Y6K0,Choline/ethanolaminephosphotransferase 1,PathBank_SMP0030273,Ethanolamine
P35790,Choline kinase alpha,PathBank_SMP0030277,Ethanolamine
P49585,Choline-phosphate cytidylyltransferase A,PathBank_SMP0030277,Ethanolamine
Q99447,Ethanolamine-phosphate cytidylyltransferase,PathBank_SMP0030277,Ethanolamine
Q9UBM1,Phosphatidylethanolamine N-methyltransferase,PathBank_SMP0030277,Ethanolamine
Q9UG56,"Phosphatidylserine decarboxylase proenzyme, mitochondrial",PathBank_SMP0030277,Ethanolamine
Q9Y6K0,Choline/ethanolaminephosphotransferase 1,PathBank_SMP0030277,Ethanolamine
P35790,Choline kinase alpha,PathBank_SMP0030281,Ethanolamine
P49585,Choline-phosphate cytidylyltransferase A,PathBank_SMP0030281,Ethanolamine
Q99447,Ethanolamine-phosphate cytidylyltransferase,PathBank_SMP0030281,Ethanolamine
Q9UBM1,Phosphatidylethanolamine N-methyltransferase,PathBank_SMP0030281,Ethanolamine
Q9UG56,"Phosphatidylserine decarboxylase proenzyme, mitochondrial",PathBank_SMP0030281,Ethanolamine
Q9Y6K0,Choline/ethanolaminephosphotransferase 1,PathBank_SMP0030281,Ethanolamine
P35790,Choline kinase alpha,PathBank_SMP0030285,Ethanolamine
P49585,Choline-phosphate cytidylyltransferase A,PathBank_SMP0030285,Ethanolamine
Q99447,Ethanolamine-phosphate cytidylyltransferase,PathBank_SMP0030285,Ethanolamine
Q9UBM1,Phosphatidylethanolamine N-methyltransferase,PathBank_SMP0030285,Ethanolamine
Q9UG56,"Phosphatidylserine decarboxylase proenzyme, mitochondrial",PathBank_SMP0030285,Ethanolamine
Q9Y6K0,Choline/ethanolaminephosphotransferase 1,PathBank_SMP0030285,Ethanolamine
P35790,Choline kinase alpha,PathBank_SMP0030289,Ethanolamine
P49585,Choline-phosphate cytidylyltransferase A,PathBank_SMP0030289,Ethanolamine
Q99447,Ethanolamine-phosphate cytidylyltransferase,PathBank_SMP0030289,Ethanolamine
Q9UBM1,Phosphatidylethanolamine N-methyltransferase,PathBank_SMP0030289,Ethanolamine
Q9UG56,"Phosphatidylserine decarboxylase proenzyme, mitochondrial",PathBank_SMP0030289,Ethanolamine
Q9Y6K0,Choline/ethanolaminephosphotransferase 1,PathBank_SMP0030289,Ethanolamine
P35790,Choline kinase alpha,PathBank_SMP0030293,Ethanolamine
P49585,Choline-phosphate cytidylyltransferase A,PathBank_SMP0030293,Ethanolamine
Q99447,Ethanolamine-phosphate cytidylyltransferase,PathBank_SMP0030293,Ethanolamine
Q9UBM1,Phosphatidylethanolamine N-methyltransferase,PathBank_SMP0030293,Ethanolamine
Q9UG56,"Phosphatidylserine decarboxylase proenzyme, mitochondrial",PathBank_SMP0030293,Ethanolamine
Q9Y6K0,Choline/ethanolaminephosphotransferase 1,PathBank_SMP0030293,Ethanolamine
P35790,Choline kinase alpha,PathBank_SMP0030297,Ethanolamine
P49585,Choline-phosphate cytidylyltransferase A,PathBank_SMP0030297,Ethanolamine
Q99447,Ethanolamine-phosphate cytidylyltransferase,PathBank_SMP0030297,Ethanolamine
Q9UBM1,Phosphatidylethanolamine N-methyltransferase,PathBank_SMP0030297,Ethanolamine
Q9UG56,"Phosphatidylserine decarboxylase proenzyme, mitochondrial",PathBank_SMP0030297,Ethanolamine
Q9Y6K0,Choline/ethanolaminephosphotransferase 1,PathBank_SMP0030297,Ethanolamine
P35790,Choline kinase alpha,PathBank_SMP0030301,Ethanolamine
P49585,Choline-phosphate cytidylyltransferase A,PathBank_SMP0030301,Ethanolamine
Q99447,Ethanolamine-phosphate cytidylyltransferase,PathBank_SMP0030301,Ethanolamine
Q9UBM1,Phosphatidylethanolamine N-methyltransferase,PathBank_SMP0030301,Ethanolamine
Q9UG56,"Phosphatidylserine decarboxylase proenzyme, mitochondrial",PathBank_SMP0030301,Ethanolamine
Q9Y6K0,Choline/ethanolaminephosphotransferase 1,PathBank_SMP0030301,Ethanolamine
P35790,Choline kinase alpha,PathBank_SMP0030305,Ethanolamine
P49585,Choline-phosphate cytidylyltransferase A,PathBank_SMP0030305,Ethanolamine
Q99447,Ethanolamine-phosphate cytidylyltransferase,PathBank_SMP0030305,Ethanolamine
Q9UBM1,Phosphatidylethanolamine N-methyltransferase,PathBank_SMP0030305,Ethanolamine
Q9UG56,"Phosphatidylserine decarboxylase proenzyme, mitochondrial",PathBank_SMP0030305,Ethanolamine
Q9Y6K0,Choline/ethanolaminephosphotransferase 1,PathBank_SMP0030305,Ethanolamine
P35790,Choline kinase alpha,PathBank_SMP0030309,Ethanolamine
P49585,Choline-phosphate cytidylyltransferase A,PathBank_SMP0030309,Ethanolamine
Q99447,Ethanolamine-phosphate cytidylyltransferase,PathBank_SMP0030309,Ethanolamine
Q9UBM1,Phosphatidylethanolamine N-methyltransferase,PathBank_SMP0030309,Ethanolamine
Q9UG56,"Phosphatidylserine decarboxylase proenzyme, mitochondrial",PathBank_SMP0030309,Ethanolamine
Q9Y6K0,Choline/ethanolaminephosphotransferase 1,PathBank_SMP0030309,Ethanolamine
P35790,Choline kinase alpha,PathBank_SMP0030313,Ethanolamine
P49585,Choline-phosphate cytidylyltransferase A,PathBank_SMP0030313,Ethanolamine
Q99447,Ethanolamine-phosphate cytidylyltransferase,PathBank_SMP0030313,Ethanolamine
Q9UBM1,Phosphatidylethanolamine N-methyltransferase,PathBank_SMP0030313,Ethanolamine
Q9UG56,"Phosphatidylserine decarboxylase proenzyme, mitochondrial",PathBank_SMP0030313,Ethanolamine
Q9Y6K0,Choline/ethanolaminephosphotransferase 1,PathBank_SMP0030313,Ethanolamine
P35790,Choline kinase alpha,PathBank_SMP0030317,Ethanolamine
P49585,Choline-phosphate cytidylyltransferase A,PathBank_SMP0030317,Ethanolamine
Q99447,Ethanolamine-phosphate cytidylyltransferase,PathBank_SMP0030317,Ethanolamine
Q9UBM1,Phosphatidylethanolamine N-methyltransferase,PathBank_SMP0030317,Ethanolamine
Q9UG56,"Phosphatidylserine decarboxylase proenzyme, mitochondrial",PathBank_SMP0030317,Ethanolamine
Q9Y6K0,Choline/ethanolaminephosphotransferase 1,PathBank_SMP0030317,Ethanolamine
P35790,Choline kinase alpha,PathBank_SMP0030321,Ethanolamine
P49585,Choline-phosphate cytidylyltransferase A,PathBank_SMP0030321,Ethanolamine
Q99447,Ethanolamine-phosphate cytidylyltransferase,PathBank_SMP0030321,Ethanolamine
Q9UBM1,Phosphatidylethanolamine N-methyltransferase,PathBank_SMP0030321,Ethanolamine
Q9UG56,"Phosphatidylserine decarboxylase proenzyme, mitochondrial",PathBank_SMP0030321,Ethanolamine
Q9Y6K0,Choline/ethanolaminephosphotransferase 1,PathBank_SMP0030321,Ethanolamine
P35790,Choline kinase alpha,PathBank_SMP0030325,Ethanolamine
P48651,Phosphatidylserine synthase 1,PathBank_SMP0030325,Ethanolamine
Q99447,Ethanolamine-phosphate cytidylyltransferase,PathBank_SMP0030325,Ethanolamine
Q9UG56,"Phosphatidylserine decarboxylase proenzyme, mitochondrial",PathBank_SMP0030325,Ethanolamine
Q9Y6K0,Choline/ethanolaminephosphotransferase 1,PathBank_SMP0030325,Ethanolamine
P35790,Choline kinase alpha,PathBank_SMP0030329,Ethanolamine
P48651,Phosphatidylserine synthase 1,PathBank_SMP0030329,Ethanolamine
Q99447,Ethanolamine-phosphate cytidylyltransferase,PathBank_SMP0030329,Ethanolamine
Q9UG56,"Phosphatidylserine decarboxylase proenzyme, mitochondrial",PathBank_SMP0030329,Ethanolamine
Q9Y6K0,Choline/ethanolaminephosphotransferase 1,PathBank_SMP0030329,Ethanolamine
P35790,Choline kinase alpha,PathBank_SMP0030333,Ethanolamine
P48651,Phosphatidylserine synthase 1,PathBank_SMP0030333,Ethanolamine
Q99447,Ethanolamine-phosphate cytidylyltransferase,PathBank_SMP0030333,Ethanolamine
Q9UG56,"Phosphatidylserine decarboxylase proenzyme, mitochondrial",PathBank_SMP0030333,Ethanolamine
Q9Y6K0,Choline/ethanolaminephosphotransferase 1,PathBank_SMP0030333,Ethanolamine
P35790,Choline kinase alpha,PathBank_SMP0030337,Ethanolamine
P48651,Phosphatidylserine synthase 1,PathBank_SMP0030337,Ethanolamine
Q99447,Ethanolamine-phosphate cytidylyltransferase,PathBank_SMP0030337,Ethanolamine
Q9UG56,"Phosphatidylserine decarboxylase proenzyme, mitochondrial",PathBank_SMP0030337,Ethanolamine
Q9Y6K0,Choline/ethanolaminephosphotransferase 1,PathBank_SMP0030337,Ethanolamine
P35790,Choline kinase alpha,PathBank_SMP0030341,Ethanolamine
P48651,Phosphatidylserine synthase 1,PathBank_SMP0030341,Ethanolamine
Q99447,Ethanolamine-phosphate cytidylyltransferase,PathBank_SMP0030341,Ethanolamine
Q9UG56,"Phosphatidylserine decarboxylase proenzyme, mitochondrial",PathBank_SMP0030341,Ethanolamine
Q9Y6K0,Choline/ethanolaminephosphotransferase 1,PathBank_SMP0030341,Ethanolamine
P35790,Choline kinase alpha,PathBank_SMP0030345,Ethanolamine
P48651,Phosphatidylserine synthase 1,PathBank_SMP0030345,Ethanolamine
Q99447,Ethanolamine-phosphate cytidylyltransferase,PathBank_SMP0030345,Ethanolamine
Q9UG56,"Phosphatidylserine decarboxylase proenzyme, mitochondrial",PathBank_SMP0030345,Ethanolamine
Q9Y6K0,Choline/ethanolaminephosphotransferase 1,PathBank_SMP0030345,Ethanolamine
P35790,Choline kinase alpha,PathBank_SMP0030349,Ethanolamine
P48651,Phosphatidylserine synthase 1,PathBank_SMP0030349,Ethanolamine
