compound,protein,normalized_target,is_gene
caffeine,PIKFYVE,PIKFYVE,True
caffeine,PIP5K1A,PIP5K1A,True
caffeine,PITX2,PITX2,True
caffeine,PKMYT1,PKMYT1,True
caffeine,PKP3,PKP3,True
caffeine,PLCB1,PLCB1,True
caffeine,PLD1,PLD1,True
caffeine,PLEKHA2,PLEKHA2,True
caffeine,PLEKHA6,PLEKHA6,True
caffeine,PLEKHM2,PLEKHM2,True
caffeine,PLIN3,PLIN3,True
caffeine,PLPP6,PLPP6,True
caffeine,PLS1,PLS1,True
caffeine,PMM1,PMM1,True
caffeine,PNN,PNN,True
caffeine,PNPO,PNPO,True
caffeine,POLDIP3,POLDIP3,True
caffeine,POLR1A,POLR1A,True
caffeine,POLR2A,POLR2A,True
caffeine,POMC,POMC,True
caffeine,POTEI,POTEI,True
caffeine,PPARG,PPARG,True
caffeine,PPFIBP1,PPFIBP1,True
caffeine,PPIAL4F,PPIAL4F,True
caffeine,PPIL4,PPIL4,True
caffeine,PPM1D,PPM1D,True
caffeine,ADORA1,ADORA1,True
caffeine,PPP1CB,PPP1CB,True
caffeine,PPP1R12C,PPP1R12C,True
caffeine,PPP1R18,PPP1R18,True
caffeine,PPP1R3G,PPP1R3G,True
caffeine,PPP2R3C,PPP2R3C,True
caffeine,PPP4R2,PPP4R2,True
caffeine,PPP6R3,PPP6R3,True
caffeine,PRCC,PRCC,True
caffeine,PRDX2,PRDX2,True
caffeine,PRIM2,PRIM2,True
caffeine,PRKAA2,PRKAA2,True
caffeine,PRKAB2,PRKAB2,True
caffeine,PRKAR1A,PRKAR1A,True
caffeine,PRKCI,PRKCI,True
caffeine,ABCA3,ABCA3,True
caffeine,PRKD2,PRKD2,True
caffeine,PRKDC,PRKDC,True
caffeine,PRNP,PRNP,True
caffeine,RBMX,RBMX,True
caffeine,RC3H1,RC3H1,True
caffeine,RCOR3,RCOR3,True
caffeine,RELA,RELA,True
caffeine,REN,REN,True
caffeine,RER1,RER1,True
caffeine,RERE,RERE,True
caffeine,RETREG3,RETREG3,True
caffeine,REXO4,REXO4,True
caffeine,RFWD3,RFWD3,True
caffeine,RGL2,RGL2,True
caffeine,RGPD5,RGPD5,True
caffeine,RGS12,RGS12,True
caffeine,RHBDF1,RHBDF1,True
caffeine,RHPN2P1,RHPN2P1,True
caffeine,RIF1,RIF1,True
caffeine,RING1,RING1,True
caffeine,RIOK3,RIOK3,True
caffeine,RMC1,RMC1,True
caffeine,RNASEH1,RNASEH1,True
caffeine,RNF169,RNF169,True
caffeine,RNF214,RNF214,True
caffeine,RNF40,RNF40,True
caffeine,RNH1,RNH1,True
caffeine,ROCK2,ROCK2,True
caffeine,RPAP3,RPAP3,True
caffeine,RPIA,RPIA,True
caffeine,RPL17,RPL17,True
caffeine,RPL27A,RPL27A,True
caffeine,RPL29,RPL29,True
caffeine,RPL36A,RPL36A,True
caffeine,RPL5,RPL5,True
caffeine,RPN1,RPN1,True
caffeine,RPRD2,RPRD2,True
caffeine,RPS17,RPS17,True
caffeine,RPS20,RPS20,True
caffeine,RPS27A,RPS27A,True
caffeine,RPS3A,RPS3A,True
caffeine,RPS6,RPS6,True
caffeine,RPS6KA4,RPS6KA4,True
caffeine,RPS8,RPS8,True
caffeine,RRAGC,RRAGC,True
caffeine,RRM2,RRM2,True
caffeine,RRP1B,RRP1B,True
caffeine,RSF1,RSF1,True
caffeine,RTEL1,RTEL1,True
caffeine,RTN4,RTN4,True
caffeine,RTTN,RTTN,True
caffeine,RUNX2,RUNX2,True
caffeine,RXYLT1,RXYLT1,True
caffeine,RBSN,RBSN,True
caffeine,RCOR1,RCOR1,True
caffeine,REEP3,REEP3,True
caffeine,REEP4,REEP4,True
caffeine,RELL1,RELL1,True
caffeine,REN,REN,True
caffeine,REST,REST,True
caffeine,REXO1,REXO1,True
caffeine,RFC2,RFC2,True
caffeine,RFFL,RFFL,True
caffeine,RFX7,RFX7,True
caffeine,RGPD1,RGPD1,True
caffeine,RGS19,RGS19,True
caffeine,RHEBL1,RHEBL1,True
caffeine,RIC8A,RIC8A,True
caffeine,RIN1,RIN1,True
caffeine,RIOK1,RIOK1,True
caffeine,RIPK2,RIPK2,True
caffeine,RMI1,RMI1,True
caffeine,RNF135,RNF135,True
caffeine,RNF208,RNF208,True
caffeine,RNF25,RNF25,True
caffeine,RNF8,RNF8,True
caffeine,ROBO1,ROBO1,True
caffeine,RPA2,RPA2,True
caffeine,RPL13,RPL13,True
caffeine,RPL24,RPL24,True
caffeine,RPL3,RPL3,True
caffeine,RPL4,RPL4,True
caffeine,RPLP2,RPLP2,True
caffeine,RPN2,RPN2,True
caffeine,RPS11,RPS11,True
caffeine,RPS19,RPS19,True
caffeine,RPS19,RPS19,True
caffeine,RPS26,RPS26,True
caffeine,RPS3,RPS3,True
caffeine,RPS6KA3,RPS6KA3,True
caffeine,RPS6KB1,RPS6KB1,True
caffeine,RREB1,RREB1,True
caffeine,RRP12,RRP12,True
caffeine,A2A receptor,a2a receptor,False
caffeine,MTA1,MTA1,True
caffeine,RRS1,RRS1,True
caffeine,RSPO3,RSPO3,True
caffeine,RTL9,RTL9,True
caffeine,MTCH1,MTCH1,True
caffeine,MTF2,MTF2,True
caffeine,MTHFD2L,MTHFD2L,True
caffeine,RUNDC1,RUNDC1,True
caffeine,RWDD2B,RWDD2B,True
caffeine,RYR1,RYR1,True
caffeine,MTMR10,MTMR10,True
caffeine,MTMR3,MTMR3,True
caffeine,MTOR,MTOR,True
caffeine,PROX1,PROX1,True
caffeine,PRPF31,PRPF31,True
caffeine,PRPSAP2,PRPSAP2,True
caffeine,PRR36,PRR36,True
caffeine,PRRC2C,PRRC2C,True
caffeine,PSIP1,PSIP1,True
caffeine,PSMA5,PSMA5,True
caffeine,PSMC5,PSMC5,True
caffeine,PSMD2,PSMD2,True
caffeine,PSMG1,PSMG1,True
caffeine,PTDSS1,PTDSS1,True
caffeine,PTGS2,PTGS2,True
caffeine,PTMS,PTMS,True
caffeine,PTPN11,PTPN11,True
caffeine,PTPN21,PTPN21,True
caffeine,PTPN9,PTPN9,True
caffeine,PTPRU,PTPRU,True
caffeine,PUM2,PUM2,True
caffeine,PWWP2A,PWWP2A,True
caffeine,PYCR2,PYCR2,True
caffeine,QARS1,QARS1,True
caffeine,R3HDM1,R3HDM1,True
caffeine,RAB11FIP3,RAB11FIP3,True
caffeine,RAB3GAP1,RAB3GAP1,True
caffeine,RAB40B,RAB40B,True
caffeine,RAB5C,RAB5C,True
caffeine,RAB5C,RAB5C,True
caffeine,RAB8A,RAB8A,True
caffeine,RABGEF1,RABGEF1,True
caffeine,RABL6,RABL6,True
caffeine,RAD1,RAD1,True
caffeine,RAD50,RAD50,True
caffeine,RAF1,RAF1,True
caffeine,RALGAPA1,RALGAPA1,True
caffeine,RALGPS1,RALGPS1,True
caffeine,RANBP10,RANBP10,True
caffeine,RANGAP1,RANGAP1,True
caffeine,RASA3,RASA3,True
caffeine,RB1,RB1,True
caffeine,RBBP5,RBBP5,True
caffeine,RBCK1,RBCK1,True
caffeine,IL2RA,IL2RA,True
caffeine,MT1G,MT1G,True
caffeine,MTA3,MTA3,True
caffeine,RBM10,RBM10,True
caffeine,RBM15,RBM15,True
caffeine,RBM26,RBM26,True
caffeine,MTCL2,MTCL2,True
caffeine,MTFR2,MTFR2,True
caffeine,RBM4B,RBM4B,True
caffeine,RBM8A,RBM8A,True
caffeine,MTMR14,MTMR14,True
caffeine,MTNAP1,MTNAP1,True
caffeine,MED13,MED13,True
caffeine,MED19,MED19,True
caffeine,MEN1,MEN1,True
caffeine,METTL1,METTL1,True
caffeine,MEX3C,MEX3C,True
caffeine,MFHAS1,MFHAS1,True
caffeine,MGA,MGA,True
caffeine,Adenosine receptor A3,adenosine receptor a3,False
caffeine,MIA2,MIA2,True
caffeine,MICALL1,MICALL1,True
caffeine,"cGMP-specific 3',5'-cyclic phosphodiesterase",cgmp specific 3 5 cyclic phosphodiesterase,False
caffeine,Ryanodine receptor 1,ryanodine receptor 1,False
caffeine,"3',5'-cyclic-AMP phosphodiesterase 4D",3 5 cyclic amp phosphodiesterase 4d,False
caffeine,MIF,MIF,True
caffeine,MINDY2,MINDY2,True
caffeine,MIR122,MIR122,True
caffeine,"cAMP and cAMP-inhibited cGMP 3',5'-cyclic phosphodiesterase 10A",camp and camp inhibited cgmp 3 5 cyclic phosphodiesterase 10a,False
caffeine,"cGMP-specific 3',5'-cyclic phosphodiesterase",cgmp specific 3 5 cyclic phosphodiesterase,False
caffeine,MIR192,MIR192,True
caffeine,MKI67,MKI67,True
caffeine,MLLT3,MLLT3,True
caffeine,"Dual specificity calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase 1C",dual specificity calcium calmodulin dependent 3 5 cyclic nucleotide phosphodiesterase 1c,False
caffeine,"High affinity cGMP-specific 3',5'-cyclic phosphodiesterase 9A",high affinity cgmp specific 3 5 cyclic phosphodiesterase 9a,False
caffeine,MLXIPL,MLXIPL,True
caffeine,MMP13,MMP13,True
caffeine,MOCOS,MOCOS,True
caffeine,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit delta isoform",phosphatidylinositol 4 5 bisphosphate 3 kinase catalytic subunit delta isoform,False
caffeine,"Inositol 1,4,5-trisphosphate-gated calcium channel ITPR2",inositol 1 4 5 trisphosphate gated calcium channel itpr2,False
caffeine,Cytochrome P450 3A4,cytochrome p450 3a4,False
caffeine,Cytochrome P450 1A1,cytochrome p450 1a1,False
caffeine,Adenosine receptor A1,adenosine receptor a1,False
caffeine,MON1A,MON1A,True
caffeine,MORC3,MORC3,True
caffeine,MPHOSPH8,MPHOSPH8,True
caffeine,RyR1,ryr1,False
caffeine,MPZL1,MPZL1,True
caffeine,MRNIP,MRNIP,True
caffeine,MRPL9,MRPL9,True
caffeine,MRPS17,MRPS17,True
caffeine,MSANTD3,MSANTD3,True
caffeine,MSL3,MSL3,True
caffeine,MSRB3,MSRB3,True
caffeine,CYP2D6,CYP2D6,True
caffeine,MT2,MT2,True
caffeine,MTBP,MTBP,True
caffeine,MTDH,MTDH,True
caffeine,MTHFD1L,MTHFD1L,True
caffeine,MTMR1,MTMR1,True
caffeine,MTMR2,MTMR2,True
caffeine,MTOR,MTOR,True
caffeine,RYR1,RYR1,True
caffeine,RYR2,RYR2,True
caffeine,MTRR,MTRR,True
caffeine,MTX1,MTX1,True
caffeine,MVB12A,MVB12A,True
caffeine,S100A6,S100A6,True
caffeine,SALL1,SALL1,True
caffeine,SAMHD1,SAMHD1,True
caffeine,MXRA7,MXRA7,True
caffeine,MYC,MYC,True
caffeine,MYH7,MYH7,True
caffeine,SAMSN1,SAMSN1,True
caffeine,SART1,SART1,True
caffeine,SBF1,SBF1,True
caffeine,MYH9,MYH9,True
caffeine,MYO15B,MYO15B,True
caffeine,MYO1E,MYO1E,True
caffeine,SCAF11,SCAF11,True
caffeine,SCAMP4,SCAMP4,True
caffeine,SCARB1,SCARB1,True
caffeine,MYO6,MYO6,True
caffeine,MYOF,MYOF,True
caffeine,NAA30,NAA30,True
caffeine,SCARB1,SCARB1,True
caffeine,SCD1,SCD1,True
caffeine,NADK,NADK,True
caffeine,NAPG,NAPG,True
caffeine,NAT2,NAT2,True
caffeine,SDC4,SDC4,True
caffeine,SEC14L1,SEC14L1,True
caffeine,NBR1,NBR1,True
caffeine,NCAPH,NCAPH,True
caffeine,NCKIPSD,NCKIPSD,True
caffeine,SEC24D,SEC24D,True
caffeine,SECISBP2L,SECISBP2L,True
caffeine,SEMA6A,SEMA6A,True
caffeine,NCL,NCL,True
caffeine,NCOA7,NCOA7,True
caffeine,NDC1,NDC1,True
caffeine,SENP6,SENP6,True
caffeine,SERBP1,SERBP1,True
caffeine,SERINC5,SERINC5,True
caffeine,SERTAD2,SERTAD2,True
caffeine,SETD1B,SETD1B,True
caffeine,NDE1,NDE1,True
caffeine,NDRG3,NDRG3,True
caffeine,NECAP2,NECAP2,True
caffeine,NEDD9,NEDD9,True
caffeine,NEK3,NEK3,True
caffeine,SETD5,SETD5,True
caffeine,SF1,SF1,True
caffeine,SFMBT1,SFMBT1,True
caffeine,NEMF,NEMF,True
caffeine,NF1,NF1,True
caffeine,NFATC3,NFATC3,True
caffeine,SFRP1,SFRP1,True
caffeine,SGO2,SGO2,True
caffeine,SH2B1,SH2B1,True
caffeine,NFIA,NFIA,True
caffeine,NFKB1,NFKB1,True
caffeine,NFKBIL1,NFKBIL1,True
caffeine,SH3D21,SH3D21,True
caffeine,SH3PXD2A,SH3PXD2A,True
caffeine,SHARPIN,SHARPIN,True
caffeine,NHEJ1,NHEJ1,True
caffeine,NHSL3,NHSL3,True
caffeine,SHC1,SHC1,True
caffeine,SHTN1,SHTN1,True
caffeine,SIN3A,SIN3A,True
caffeine,NIPBL,NIPBL,True
caffeine,NKRF,NKRF,True
caffeine,NME2,NME2,True
caffeine,SIRT1,SIRT1,True
caffeine,SIRT2,SIRT2,True
caffeine,NOB1,NOB1,True
caffeine,NOL3,NOL3,True
caffeine,NOMO3,NOMO3,True
caffeine,SKA3,SKA3,True
caffeine,SKP2,SKP2,True
caffeine,SLC12A4,SLC12A4,True
caffeine,NOP58,NOP58,True
caffeine,NOS3,NOS3,True
caffeine,SLC16A1,SLC16A1,True
caffeine,SLC19A1,SLC19A1,True
caffeine,SLC20A1,SLC20A1,True
caffeine,NPC1L1,NPC1L1,True
caffeine,NPHS2,NPHS2,True
caffeine,NPPA,NPPA,True
caffeine,SLC25A37,SLC25A37,True
caffeine,SLC2A1,SLC2A1,True
caffeine,NQO1,NQO1,True
caffeine,NR2C2,NR2C2,True
caffeine,SLC2A6,SLC2A6,True
caffeine,SLC35F2,SLC35F2,True
caffeine,SLC38A2,SLC38A2,True
caffeine,NR3C2,NR3C2,True
caffeine,NRF1,NRF1,True
caffeine,NSD2,NSD2,True
caffeine,PROSER2,PROSER2,True
caffeine,PRPF18,PRPF18,True
caffeine,PRPF40B,PRPF40B,True
caffeine,MTSS2,MTSS2,True
caffeine,MUS81,MUS81,True
caffeine,PRPH,PRPH,True
caffeine,PRR12,PRR12,True
caffeine,PRRC2A,PRRC2A,True
caffeine,MVD,MVD,True
caffeine,MYBL2,MYBL2,True
caffeine,MYCBP2,MYCBP2,True
caffeine,PSD3,PSD3,True
caffeine,PSMA3,PSMA3,True
caffeine,PSMC3,PSMC3,True
caffeine,MYLK,MYLK,True
caffeine,MYO19,MYO19,True
caffeine,MYO5B,MYO5B,True
caffeine,PSME3,PSME3,True
caffeine,PSRC1,PSRC1,True
caffeine,PTGR1,PTGR1,True
caffeine,MYO9A,MYO9A,True
caffeine,PTGS2,PTGS2,True
caffeine,N4BP1,N4BP1,True
caffeine,PTPDC1,PTPDC1,True
caffeine,NAB2,NAB2,True
caffeine,NAF1,NAF1,True
caffeine,NAT2,NAT2,True
caffeine,NBEAL1,NBEAL1,True
caffeine,PTPN14,PTPN14,True
caffeine,PTPN3,PTPN3,True
caffeine,PTPRF,PTPRF,True
caffeine,NBEAL2,NBEAL2,True
caffeine,NCAPD3,NCAPD3,True
caffeine,NCDN,NCDN,True
caffeine,PTPRK,PTPRK,True
caffeine,PTTG2,PTTG2,True
caffeine,PWP2,PWP2,True
caffeine,NCOA3,NCOA3,True
caffeine,NCOR2,NCOR2,True
caffeine,PXN,PXN,True
caffeine,PYGO2,PYGO2,True
caffeine,QRSL1,QRSL1,True
caffeine,QSOX2,QSOX2,True
caffeine,RAB11A,RAB11A,True
caffeine,RAB1A,RAB1A,True
caffeine,NDRG1,NDRG1,True
caffeine,NDUFS4,NDUFS4,True
caffeine,RAB2A,RAB2A,True
caffeine,NEDD1,NEDD1,True
caffeine,RAB3IP,RAB3IP,True
caffeine,NEIL2,NEIL2,True
caffeine,NEK6,NEK6,True
caffeine,RAB4A,RAB4A,True
caffeine,NELFA,NELFA,True
caffeine,NEU3,NEU3,True
caffeine,NFATC2,NFATC2,True
caffeine,RAB7,RAB7,True
caffeine,RABEP1,RABEP1,True
caffeine,RABL3,RABL3,True
caffeine,NFIX,NFIX,True
caffeine,NFKBIA,NFKBIA,True
caffeine,RACGAP1,RACGAP1,True
caffeine,RAD21,RAD21,True
caffeine,NFYA,NFYA,True
caffeine,NHERF2,NHERF2,True
caffeine,NIFK,NIFK,True
caffeine,RAD51AP1,RAD51AP1,True
caffeine,RAI14,RAI14,True
caffeine,RALGAPB,RALGAPB,True
caffeine,NISCH,NISCH,True
caffeine,NMBR,NMBR,True
caffeine,NMT1,NMT1,True
caffeine,RALY,RALY,True
caffeine,RANBP3,RANBP3,True
caffeine,RAP1GAP2,RAP1GAP2,True
caffeine,NOC3L,NOC3L,True
caffeine,NOL8,NOL8,True
caffeine,NOP2,NOP2,True
caffeine,RAPH1,RAPH1,True
caffeine,RASGRF2,RASGRF2,True
caffeine,RB1,RB1,True
caffeine,NOP53,NOP53,True
caffeine,NOS2,NOS2,True
caffeine,NOTCH1,NOTCH1,True
caffeine,RBBP4,RBBP4,True
caffeine,RBBP7,RBBP7,True
caffeine,RBL1,RBL1,True
caffeine,NPHS1,NPHS1,True
caffeine,NPM1,NPM1,True
caffeine,RBM12B,RBM12B,True
caffeine,RBM17,RBM17,True
caffeine,RBM33,RBM33,True
caffeine,NPPB,NPPB,True
caffeine,NQO1,NQO1,True
caffeine,NR3C1,NR3C1,True
caffeine,RBM39,RBM39,True
caffeine,RBM6,RBM6,True
caffeine,RBMS2,RBMS2,True
caffeine,NRBF2,NRBF2,True
caffeine,NRP1,NRP1,True
caffeine,RYR1,RYR1,True
caffeine,RYR1,RYR1,True
caffeine,S100A10,S100A10,True
caffeine,SAFB,SAFB,True
caffeine,SAMD4A,SAMD4A,True
caffeine,SAP18,SAP18,True
caffeine,SASH1,SASH1,True
caffeine,SC5D,SC5D,True
caffeine,SCAMP1,SCAMP1,True
caffeine,SCAP,SCAP,True
caffeine,SCARB1,SCARB1,True
caffeine,SCD,SCD,True
caffeine,SCFD1,SCFD1,True
caffeine,SCP2,SCP2,True
caffeine,SDCBP2,SDCBP2,True
caffeine,SEC16B,SEC16B,True
caffeine,SEC23A,SEC23A,True
caffeine,SEC61B,SEC61B,True
caffeine,SEMA4B,SEMA4B,True
caffeine,SENP3,SENP3,True
caffeine,SEPHS2,SEPHS2,True
caffeine,SERINC3,SERINC3,True
caffeine,SERPINA6,SERPINA6,True
caffeine,SESN1,SESN1,True
caffeine,SETD3,SETD3,True
caffeine,SETX,SETX,True
caffeine,SF3A3,SF3A3,True
caffeine,SFPQ,SFPQ,True
caffeine,SFXN3,SFXN3,True
caffeine,SGSM3,SGSM3,True
caffeine,SH2D5,SH2D5,True
caffeine,SH3GLB2,SH3GLB2,True
caffeine,SHANK2,SHANK2,True
caffeine,SHROOM1,SHROOM1,True
caffeine,SIGIRR,SIGIRR,True
caffeine,SIPA1L1,SIPA1L1,True
caffeine,SIRT1,SIRT1,True
caffeine,SIT1,SIT1,True
caffeine,SKIC2,SKIC2,True
caffeine,SLAIN2,SLAIN2,True
caffeine,SLC17A5,SLC17A5,True
caffeine,SLC1A1,SLC1A1,True
caffeine,SLC23A2,SLC23A2,True
caffeine,SLC26A2,SLC26A2,True
caffeine,SLC2A10,SLC2A10,True
caffeine,SLC30A7,SLC30A7,True
caffeine,SLC35G2,SLC35G2,True
caffeine,RBMX2,RBMX2,True
caffeine,RC3H2,RC3H2,True
caffeine,RECQL5,RECQL5,True
caffeine,RELCH,RELCH,True
caffeine,REN,REN,True
caffeine,RESF1,RESF1,True
caffeine,REV1,REV1,True
caffeine,RFC1,RFC1,True
caffeine,RFX3,RFX3,True
caffeine,RGL3,RGL3,True
caffeine,RGS14,RGS14,True
caffeine,RHBDF2,RHBDF2,True
caffeine,RIC1,RIC1,True
caffeine,RIMS2,RIMS2,True
caffeine,RINL,RINL,True
caffeine,RIOX1,RIOX1,True
caffeine,RIPK1,RIPK1,True
caffeine,RMDN3,RMDN3,True
caffeine,RNF113A,RNF113A,True
caffeine,RNF2,RNF2,True
caffeine,RNF220,RNF220,True
caffeine,RNF43,RNF43,True
caffeine,RNPC3,RNPC3,True
caffeine,RP9,RP9,True
caffeine,RPF2,RPF2,True
caffeine,RPL10A,RPL10A,True
caffeine,RPL18,RPL18,True
caffeine,RPL27A,RPL27A,True
caffeine,RPL29,RPL29,True
caffeine,RPL4,RPL4,True
caffeine,RPL7A,RPL7A,True
caffeine,RPN1,RPN1,True
caffeine,RPS10,RPS10,True
caffeine,RPS18,RPS18,True
caffeine,RPS20,RPS20,True
caffeine,RPS28,RPS28,True
caffeine,RPS6KA1,RPS6KA1,True
caffeine,RPS6KB1,RPS6KB1,True
caffeine,RPTOR,RPTOR,True
caffeine,RRBP1,RRBP1,True
caffeine,RRP1,RRP1,True
caffeine,RRP8,RRP8,True
caffeine,RSL1D1,RSL1D1,True
caffeine,RTKN,RTKN,True
caffeine,RUFY1,RUFY1,True
caffeine,RUVBL2,RUVBL2,True
caffeine,RYBP,RYBP,True
caffeine,LARP7,LARP7,True
caffeine,LATS1,LATS1,True
caffeine,LCOR,LCOR,True
caffeine,LDLR,LDLR,True
caffeine,LENG1,LENG1,True
caffeine,LEP,LEP,True
caffeine,LGALSL,LGALSL,True
caffeine,LIM2.3,lim2 3,False
caffeine,LIN28B,LIN28B,True
caffeine,LINC00308,LINC00308,True
caffeine,LMO7,LMO7,True
caffeine,LPAR4,LPAR4,True
caffeine,LPL,LPL,True
caffeine,LRBA,LRBA,True
caffeine,LRP4,LRP4,True
caffeine,LRRC47,LRRC47,True
caffeine,LRRFIP1,LRRFIP1,True
caffeine,LRWD1,LRWD1,True
caffeine,LSM14B,LSM14B,True
caffeine,LUC7L,LUC7L,True
caffeine,LYSMD2,LYSMD2,True
caffeine,MACO1,MACO1,True
caffeine,MAEL,MAEL,True
caffeine,MAGED2,MAGED2,True
caffeine,MAGI3,MAGI3,True
caffeine,MAML1,MAML1,True
caffeine,MAP1B,MAP1B,True
caffeine,MAP2K2,MAP2K2,True
caffeine,MAP2K7,MAP2K7,True
caffeine,MAP3K2,MAP3K2,True
caffeine,MAP4,MAP4,True
caffeine,MAP7D1,MAP7D1,True
caffeine,MAPK1,MAPK1,True
caffeine,MAPK3,MAPK3,True
caffeine,MAPK8IP3,MAPK8IP3,True
caffeine,MAPRE1,MAPRE1,True
caffeine,MARCHF11,MARCHF11,True
caffeine,MARK2,MARK2,True
caffeine,MAST4,MAST4,True
caffeine,MB21D2,MB21D2,True
caffeine,MC2R,MC2R,True
caffeine,MCM10,MCM10,True
caffeine,MCM9,MCM9,True
caffeine,MCRS1,MCRS1,True
caffeine,MDM2,MDM2,True
caffeine,RYR2,RYR2,True
caffeine,SLC41A3,SLC41A3,True
caffeine,SLC47A2,SLC47A2,True
caffeine,MTRR,MTRR,True
caffeine,MTUS1,MTUS1,True
caffeine,MUTYH,MUTYH,True
caffeine,SLC6A15,SLC6A15,True
caffeine,SLC6A8,SLC6A8,True
caffeine,MVK,MVK,True
caffeine,MYBPC3,MYBPC3,True
caffeine,MYH10,MYH10,True
caffeine,SLC9A7,SLC9A7,True
caffeine,SLCO4A1,SLCO4A1,True
caffeine,SLMAP,SLMAP,True
caffeine,MYLPFB,MYLPFB,True
caffeine,MYO1C,MYO1C,True
caffeine,SLX4,SLX4,True
caffeine,SMAD3,SMAD3,True
caffeine,SMARCA1,SMARCA1,True
caffeine,MYO9B,MYO9B,True
caffeine,NAA10,NAA10,True
caffeine,SMARCAL1,SMARCAL1,True
caffeine,SMC1A,SMC1A,True
caffeine,NAP1L1,NAP1L1,True
caffeine,NAT2,NAT2,True
caffeine,SMCR8,SMCR8,True
caffeine,SMG9,SMG9,True
caffeine,SMOX,SMOX,True
caffeine,NBN,NBN,True
caffeine,NCAPG,NCAPG,True
caffeine,NCK1,NCK1,True
caffeine,SMURF2,SMURF2,True
caffeine,SNAPIN,SNAPIN,True
caffeine,SNRNP200,SNRNP200,True
caffeine,NCL,NCL,True
caffeine,NCOA5,NCOA5,True
caffeine,NCR3LG1,NCR3LG1,True
caffeine,SNTB1,SNTB1,True
caffeine,SNW1,SNW1,True
caffeine,NDRG2,NDRG2,True
caffeine,NEB,NEB,True
caffeine,SNX17,SNX17,True
caffeine,SNX33,SNX33,True
caffeine,SOCS6,SOCS6,True
caffeine,NEDD4L,NEDD4L,True
caffeine,NEK1,NEK1,True
caffeine,NEK9,NEK9,True
caffeine,SOD2,SOD2,True
caffeine,SORBS2,SORBS2,True
caffeine,SOWAHA,SOWAHA,True
caffeine,NELFE,NELFE,True
caffeine,NEUROG2,NEUROG2,True
caffeine,NFATC2IP,NFATC2IP,True
caffeine,SOX5,SOX5,True
caffeine,SP1,SP1,True
caffeine,SP4,SP4,True
caffeine,NFE2L2,NFE2L2,True
caffeine,NFKB1,NFKB1,True
caffeine,NFKBIE,NFKBIE,True
caffeine,SPAG5,SPAG5,True
caffeine,SPAST,SPAST,True
caffeine,SPECC1L,SPECC1L,True
caffeine,NGDN,NGDN,True
caffeine,NHSL1,NHSL1,True
caffeine,NIN,NIN,True
caffeine,SPINDOC,SPINDOC,True
caffeine,SPP1,SPP1,True
caffeine,SPRED2,SPRED2,True
caffeine,NKD1,NKD1,True
caffeine,NMD3,NMD3,True
caffeine,SPRTN,SPRTN,True
caffeine,SPTAN1,SPTAN1,True
caffeine,SQLE,SQLE,True
caffeine,NOL12,NOL12,True
caffeine,NOLC1,NOLC1,True
caffeine,SQSTM1,SQSTM1,True
caffeine,SRCAP,SRCAP,True
caffeine,NOP56,NOP56,True
caffeine,NOS2,NOS2,True
caffeine,NPAS2,NPAS2,True
caffeine,NPHS1,NPHS1,True
caffeine,NPM2,NPM2,True
caffeine,SREK1,SREK1,True
caffeine,SRGAP1,SRGAP1,True
caffeine,NPSN,NPSN,True
caffeine,NR1H3,NR1H3,True
caffeine,NR3C1,NR3C1,True
caffeine,SRP9,SRP9,True
caffeine,SRRM1,SRRM1,True
caffeine,SRSF2,SRSF2,True
caffeine,NR3C1,NR3C1,True
caffeine,NRCAM,NRCAM,True
caffeine,NSA2,NSA2,True
caffeine,RBX1,RBX1,True
caffeine,RCOR2,RCOR2,True
caffeine,RELA,RELA,True
caffeine,REN,REN,True
caffeine,REPS1,REPS1,True
caffeine,RETREG2,RETREG2,True
caffeine,REXO1L1P,REXO1L1P,True
caffeine,RFLNB,RFLNB,True
caffeine,RFXAP,RFXAP,True
caffeine,RGPD3,RGPD3,True
caffeine,RGS2,RGS2,True
caffeine,RHPN2,RHPN2,True
caffeine,RICTOR,RICTOR,True
caffeine,RIN3,RIN3,True
caffeine,RIOK2,RIOK2,True
caffeine,RIPOR1,RIPOR1,True
caffeine,RMP64,RMP64,True
caffeine,RNF166,RNF166,True
caffeine,RNF213,RNF213,True
caffeine,RNF4,RNF4,True
caffeine,RNFT2,RNFT2,True
caffeine,ROCK1,ROCK1,True
caffeine,RPA2,RPA2,True
caffeine,RPGR,RPGR,True
caffeine,RPL17,RPL17,True
caffeine,RPL26,RPL26,True
caffeine,RPL36,RPL36,True
caffeine,RPL5,RPL5,True
caffeine,RPRD1B,RPRD1B,True
caffeine,RPS14,RPS14,True
caffeine,RPS2,RPS2,True
caffeine,RPS27,RPS27,True
caffeine,RPS3A,RPS3A,True
caffeine,RPS6,RPS6,True
caffeine,RPS6KA3,RPS6KA3,True
caffeine,RPS6KC1,RPS6KC1,True
caffeine,RPUSD2,RPUSD2,True
caffeine,RRM1,RRM1,True
caffeine,RRP15,RRP15,True
caffeine,RSBN1L,RSBN1L,True
caffeine,RSRC2,RSRC2,True
caffeine,RTN3,RTN3,True
caffeine,RUNX1,RUNX1,True
caffeine,RXRA,RXRA,True
caffeine,SRSF7,SRSF7,True
caffeine,NSRP1,NSRP1,True
