compound,geneid,symbol,description,uniprot_accession,uniprot_accessions,cid
caffeine,200186,CRTC2,CREB regulated transcription coactivator 2,Q53ET0,Q53ET0,2519
caffeine,9150,CTDP1,CTD phosphatase subunit 1,Q9Y5B0,Q9Y5B0,2519
caffeine,8260,NAA10,"N-alpha-acetyltransferase 10, NatA catalytic subunit",P41227,P41227;B7Z9N2,2519
caffeine,65220,NADK,NAD kinase,O95544,O95544;A0A0A0MR98,2519
caffeine,8774,NAPG,NSF attachment protein gamma,Q99747,Q99747;Q6FHY4,2519
caffeine,5894,RAF1,"Raf-1 proto-oncogene, serine/threonine kinase",P04049,P04049;A0A0S2Z4L5;A0A0S2Z559;B4E0X2;L7RRS6,2519
caffeine,253959,RALGAPA1,Ral GTPase activating protein catalytic subunit alpha 1,Q6GYQ0,Q6GYQ0;A0A1B0GUI1;A0A7P0TAR5;H0YJB5,2519
caffeine,9649,RALGPS1,Ral GEF with PH domain and SH3 binding motif 1,Q5JS13,Q5JS13,2519
caffeine,56474,CTPS2,CTP synthase 2,Q9NRF8,Q9NRF8,2519
caffeine,55917,CTTNBP2NL,CTTNBP2 N-terminal like,Q9P2B4,Q9P2B4,2519
caffeine,8450,CUL4B,cullin 4B,Q13620,Q13620;K4DI93,2519
caffeine,57610,RANBP10,RAN binding protein 10,Q6VN20,Q6VN20;B3KP49;R4GMX8,2519
caffeine,5905,RANGAP1,Ran GTPase activating protein 1,P46060,P46060;Q9BSK3,2519
caffeine,51735,RAPGEF6,Rap guanine nucleotide exchange factor 6,Q8TEU7,Q8TEU7;B2RTU6,2519
caffeine,5924,RASGRF2,Ras protein specific guanine nucleotide releasing factor 2,O14827,O14827;A0A2X0SFL3,2519
caffeine,9821,RB1CC1,RB1 inducible coiled-coil 1,Q8TDY2,Q8TDY2,2519
caffeine,5932,RBBP8,"RB binding protein 8, endonuclease",Q99708,Q99708,2519
caffeine,5934,RBL2,RB transcriptional corepressor like 2,Q08999,Q08999,2519
caffeine,64783,RBM15,RNA binding motif protein 15,Q96T37,Q96T37,2519
caffeine,64062,RBM26,RNA binding motif protein 26,Q5T8P6,Q5T8P6;A0A087X0H9,2519
caffeine,9584,RBM39,RNA binding motif protein 39,Q14498,Q14498;A0A384NQ03;B4DRA0,2519
caffeine,10180,RBM6,RNA binding motif protein 6,P78332,P78332;A8K6Q4;E9PGM9,2519
caffeine,5939,RBMS2,RNA binding motif single stranded interacting protein 2,Q15434,Q15434,2519
caffeine,64145,RBSN,"rabenosyn, RAB effector",Q9H1K0,Q9H1K0;A8K5H3,2519
caffeine,23186,RCOR1,REST corepressor 1,Q9UKL0,Q9UKL0,2519
caffeine,221035,REEP3,receptor accessory protein 3,Q6NUK4,Q6NUK4;X5DP57;X5DR89,2519
caffeine,55196,RESF1,retroelement silencing factor 1,Q9HCM1,Q9HCM1,2519
caffeine,51455,REV1,REV1 DNA directed polymerase,Q9UBZ9,Q9UBZ9;Q49AI5,2519
caffeine,5981,RFC1,replication factor C subunit 1,P35251,P35251,2519
caffeine,55159,RFWD3,ring finger and WD repeat domain 3,Q6PCD5,Q6PCD5,2519
caffeine,5863,RGL2,ral guanine nucleotide dissociation stimulator like 2,O15211,O15211;A0A024RCS9,2519
caffeine,84220,RGPD5,RANBP2 like and GRIP domain containing 5,Q99666,Q99666;V9HWE4,2519
caffeine,64285,RHBDF1,rhomboid 5 homolog 1,Q96CC6,Q96CC6,2519
caffeine,57589,RIC1,RIC1 partner of RAB6A GEF complex,Q4ADV7,Q4ADV7,2519
caffeine,9610,RIN1,Ras and Rab interactor 1,Q13671,Q13671;A0A0S2Z4T5;A0A0S2Z4U0,2519
caffeine,83732,RIOK1,RIO kinase 1,Q9BRS2,Q9BRS2,2519
caffeine,8737,RIPK1,receptor interacting serine/threonine kinase 1,Q13546,Q13546,2519
caffeine,4869,NPM1,nucleophosmin 1,P06748,P06748;A0A0S2Z491;A0A0S2Z4G7;A0A140VJQ2;E5RI98,2519
caffeine,7182,NR2C2,nuclear receptor subfamily 2 group C member 2,P49116,P49116;F2YGU2,2519
caffeine,4897,NRCAM,neuronal cell adhesion molecule,Q92823,Q92823;A0A1S5UZH4;B7Z670;C9JYY6;Q14CA1,2519
caffeine,4782,NFIC,nuclear factor I C,P08651,P08651;B7Z4T6,2519
caffeine,4794,NFKBIE,NFKB inhibitor epsilon,O00221,O00221;Q7LC14;Q96F31,2519
caffeine,4800,NFYA,nuclear transcription factor Y subunit alpha,P23511,P23511,2519
caffeine,9351,NHERF2,NHERF family PDZ scaffold protein 2,Q15599,Q15599;H3BQS0,2519
caffeine,84365,NIFK,nucleolar protein interacting with the FHA domain of MKI67,Q9BYG3,Q9BYG3,2519
caffeine,85407,NKD1,NKD inhibitor of Wnt signaling pathway 1,Q969G9,Q969G9,2519
caffeine,51068,NMD3,NMD3 ribosome export adaptor,Q96D46,Q96D46;C9JA08,2519
caffeine,28987,NOB1,NIN1 (RPN12) binding protein 1 homolog,Q9ULX3,Q9ULX3,2519
caffeine,8996,NOL3,nucleolar protein 3,O60936,O60936;Q5TZN6,2519
caffeine,408050,NOMO3,NODAL modulator 3,P69849,P69849;J3KN36;Q1LZN2,2519
caffeine,10528,NOP56,NOP56 ribonucleoprotein,O00567,O00567,2519
caffeine,4851,NOTCH1,notch receptor 1,P46531,P46531,2519
caffeine,9918,NCAPD2,non-SMC condensin I complex subunit D2,Q15021,Q15021;B3KMS0;B3KY03,2519
caffeine,55421,NCBP3,nuclear cap binding subunit 3,Q53F19,Q53F19,2519
caffeine,57727,NCOA5,nuclear receptor coactivator 5,Q9HCD5,Q9HCD5,2519
caffeine,374383,NCR3LG1,natural killer cell cytotoxicity receptor 3 ligand 1,Q68D85,Q68D85,2519
caffeine,81565,NDEL1,nudE neurodevelopment protein 1 like 1,Q9GZM8,Q9GZM8;A6NIZ0,2519
caffeine,4703,NEB,nebulin,P20929,P20929;Q05C45;Q96MF8,2519
caffeine,121441,NEDD1,NEDD1 gamma-tubulin ring complex targeting factor,Q8NHV4,Q8NHV4;A8K1Z3,2519
caffeine,4750,NEK1,NIMA related kinase 1,Q96PY6,Q96PY6;A0A8I5KUL6,2519
caffeine,91754,NEK9,NIMA related kinase 9,Q8TD19,Q8TD19;A0A7I2V454;A0A7I2V5R1;Q6PKF2,2519
caffeine,10763,NES,nestin,P48681,P48681;Q9H6U9,2519
caffeine,10725,NFAT5,nuclear factor of activated T cells 5,O94916,O94916,2519
caffeine,4363,ABCC1,ATP binding cassette subfamily C member 1 (ABCC1 blood group),P33527,P33527;A0A7I2V2E0,2519
caffeine,7920,ABHD16A,"abhydrolase domain containing 16A, phospholipase",O95870,O95870;A0A1U9X777;B3KNX9,2519
caffeine,23172,ABRAXAS2,"abraxas 2, BRISC complex subunit",Q15018,Q15018,2519
caffeine,55902,ACSS2,acyl-CoA synthetase short chain family member 2,Q9NR19,Q9NR19;Q4G0E8;Q6DKJ3;Q96FY7,2519
caffeine,23394,ADNP,activity dependent neuroprotector homeobox,Q9H2P0,Q9H2P0;A0A2R8Y6X0;A0A669KBJ7;Q6DHZ8,2519
caffeine,28971,AAMDC,adipogenesis associated Mth938 domain containing,Q9H7C9,Q9H7C9;E9PLK9;E9PNP3;E9PR47;K4DI89,2519
caffeine,11047,ADRM1,ADRM1 26S proteasome ubiquitin receptor,Q16186,Q16186;A0A087WX59,2519
caffeine,4299,AFF1,ALF transcription elongation factor 1,P51825,P51825;B4DJU9;Q14C88,2519
caffeine,83543,AIF1L,allograft inflammatory factor 1 like,Q9BQI0,Q9BQI0,2519
caffeine,8165,AKAP1,A-kinase anchoring protein 1,Q92667,Q92667;A0A140VK05;B4DN86,2519
caffeine,11214,AKAP13,A-kinase anchoring protein 13,Q12802,Q12802;A8MYJ1;B0AZU4,2519
caffeine,80709,AKNA,AT-hook transcription factor,Q7Z591,Q7Z591;Q64FY1,2519
caffeine,10521,DDX17,DEAD-box helicase 17,Q92841,Q92841;A0A5H1ZRQ2;Q59F66,2519
caffeine,9188,DDX21,DExD-box helicase 21,Q9NR30,Q9NR30;A0A8I5KYZ4,2519
caffeine,7919,DDX39B,DExD-box helicase 39B,Q13838,Q13838;A0A024RCM3,2519
caffeine,8659,ALDH4A1,aldehyde dehydrogenase 4 family member A1,P30038,P30038;A0A024RAC7,2519
caffeine,9879,DDX46,DEAD-box helicase 46,Q7L014,Q7L014;A0A0C4DG89,2519
caffeine,79039,DDX54,DEAD-box helicase 54,Q8TDD1,Q8TDD1,2519
caffeine,7913,DEK,DEK proto-oncogene,P35659,P35659;H0Y8X0,2519
caffeine,64682,ANAPC1,anaphase promoting complex subunit 1,Q9H1A4,Q9H1A4,2519
caffeine,23141,ANKLE2,ankyrin repeat and LEM domain containing 2,Q86XL3,Q86XL3,2519
caffeine,55667,DENND4C,DENN domain containing 4C,Q5VZ89,Q5VZ89,2519
caffeine,26057,ANKRD17,ankyrin repeat domain 17,O75179,O75179,2519
caffeine,129138,ANKRD54,ankyrin repeat domain 54,Q6NXT1,Q6NXT1;B5MCX7,2519
caffeine,22907,DHX30,DExH-box helicase 30,Q7L2E3,Q7L2E3;H7BXY3,2519
caffeine,81624,DIAPH3,diaphanous related formin 3,Q9NSV4,Q9NSV4;B4DPV3,2519
caffeine,57609,DIP2B,DIP2 acetate--CoA ligase B (putative),Q9P265,Q9P265;Q96IB4,2519
caffeine,139322,APOOL,apolipoprotein O like,Q6UXV4,Q6UXV4,2519
caffeine,10049,DNAJB6,DnaJ heat shock protein family (Hsp40) member B6,O75190,O75190;A0A0J9YX62;E9PH18,2519
caffeine,80331,DNAJC5,DnaJ heat shock protein family (Hsp40) member C5,Q9H3Z4,Q9H3Z4,2519
caffeine,9732,DOCK4,dedicator of cytokinesis 4,Q8N1I0,Q8N1I0,2519
caffeine,55715,DOK4,docking protein 4,Q8TEW6,Q8TEW6;H3BQ19,2519
caffeine,84444,DOT1L,DOT1 like histone lysine methyltransferase,Q8TEK3,Q8TEK3;A0A8I5QL06,2519
caffeine,8446,DUSP11,dual specificity phosphatase 11,O75319,O75319,2519
caffeine,144455,E2F7,E2F transcription factor 7,Q96AV8,Q96AV8,2519
caffeine,9166,EBAG9,estrogen receptor binding site associated antigen 9,O00559,O00559,2519
caffeine,54888,NSUN2,NOP2/Sun RNA methyltransferase 2,Q08J23,Q08J23,2519
caffeine,64710,NUCKS1,nuclear casein kinase and cyclin dependent kinase substrate 1,Q9H1E3,Q9H1E3,2519
caffeine,8650,NUMB,NUMB endocytic adaptor protein,P49757,P49757,2519
caffeine,23165,NUP205,nucleoporin 205,Q92621,Q92621,2519
caffeine,10762,NUP50,nucleoporin 50,Q9UKX7,Q9UKX7;B4E2D3,2519
caffeine,4928,NUP98,nucleoporin 98 and 96 precursor,P52948,P52948;A0A8V8TR21;H0YCR0;H0YEN4,2519
caffeine,79180,EFHD2,EF-hand domain family member D2,Q96C19,Q96C19;A0A024QZ77,2519
caffeine,54583,EGLN1,egl-9 family hypoxia inducible factor 1,Q9GZT9,Q9GZT9;R4SCQ0,2519
caffeine,10938,EHD1,EH domain containing 1,Q9H4M9,Q9H4M9;A0A024R571;B2R5U3,2519
caffeine,4942,OAT,ornithine aminotransferase,P04181,P04181;A0A140VJQ4,2519
caffeine,8481,OFD1,OFD1 centriole and centriolar satellite protein,O75665,O75665;E9KL37,2519
caffeine,11339,OIP5,Opa interacting protein 5,O43482,O43482,2519
caffeine,10919,EHMT2,euchromatic histone lysine methyltransferase 2,Q96KQ7,Q96KQ7;A0A024RCN9;A2ABF8;A2ABF9;B7Z852;Q59FM7,2519
caffeine,10289,EIF1B,eukaryotic translation initiation factor 1B,O60739,O60739;Q6FG85,2519
caffeine,440275,EIF2AK4,eukaryotic translation initiation factor 2 alpha kinase 4,Q9P2K8,Q9P2K8,2519
caffeine,4998,ORC1,origin recognition complex subunit 1,Q13415,Q13415;B7Z8H0;Q96F82,2519
caffeine,114885,OSBPL11,oxysterol binding protein like 11,Q9BXB4,Q9BXB4;A0A140VJQ6,2519
caffeine,51526,OSER1,oxidative stress responsive serine rich 1,Q9NX31,Q9NX31,2519
caffeine,55435,AP1AR,adaptor related protein complex 1 associated regulatory protein,Q63HQ0,Q63HQ0,2519
caffeine,23431,AP4E1,adaptor related protein complex 4 subunit epsilon 1,Q9UPM8,Q9UPM8;B4DM48,2519
caffeine,9231,DLG5,discs large MAGUK scaffold protein 5,Q8TDM6,Q8TDM6,2519
caffeine,55929,DMAP1,DNA methyltransferase 1 associated protein 1,Q9NPF5,Q9NPF5,2519
caffeine,116986,AGAP2,"ArfGAP with GTPase domain, ankyrin repeat and PH domain 2",Q99490,Q99490,2519
caffeine,55109,AGGF1,angiogenic factor with G-patch and FHA domains 1,Q8N302,Q8N302,2519
caffeine,27245,AHDC1,AT-hook DNA binding motif containing 1,Q5TGY3,Q5TGY3,2519
caffeine,8666,EIF3G,eukaryotic translation initiation factor 3 subunit G,O75821,O75821,2519
caffeine,51386,EIF3L,eukaryotic translation initiation factor 3 subunit L,Q9Y262,Q9Y262;B0QY90,2519
caffeine,55611,OTUB1,"OTU deubiquitinase, ubiquitin aldehyde binding 1",Q96FW1,Q96FW1;B3KUV5,2519
caffeine,55074,OXR1,oxidation resistance 1,Q8N573,Q8N573,2519
caffeine,159090,PABIR2,PABIR family member 2,Q7Z309,Q7Z309;B4DN12;G1UD79;G1UD80,2519
caffeine,56478,EIF4ENIF1,eukaryotic translation initiation factor 4E nuclear import factor 1,Q9NRA8,Q9NRA8,2519
caffeine,11252,PACSIN2,protein kinase C and casein kinase substrate in neurons 2,Q9UNF0,Q9UNF0;Q6FIA3,2519
caffeine,10298,PAK4,p21 (RAC1) activated kinase 4,O96013,O96013,2519
caffeine,60528,ELAC2,elaC ribonuclease Z 2,Q9BQ52,Q9BQ52;A0A0S2Z5M8,2519
caffeine,6924,ELOA,elongin A,Q14241,Q14241,2519
caffeine,54873,PALMD,palmdelphin,Q9NP74,Q9NP74;A0A0S2Z5E7,2519
caffeine,55229,PANK4,pantothenate kinase 4 (inactive),Q9NVE7,Q9NVE7,2519
caffeine,84612,PARD6B,par-6 family cell polarity regulator beta,Q9BYG5,Q9BYG5,2519
caffeine,56946,EMSY,"EMSY transcriptional repressor, BRCA2 interacting",Q7Z589,Q7Z589,2519
caffeine,5167,ENPP1,ectonucleotide pyrophosphatase/phosphodiesterase 1,P22413,P22413,2519
caffeine,26122,EPC2,enhancer of polycomb 2,Q52LR7,Q52LR7,2519
caffeine,64098,PARVG,parvin gamma,Q9HBI0,Q9HBI0,2519
caffeine,5074,PAWR,pro-apoptotic WT1 regulator,Q96IZ0,Q96IZ0,2519
caffeine,55193,PBRM1,polybromo 1,Q86U86,Q86U86;A0A9L9PXL4,2519
caffeine,5094,PCBP2,poly(rC) binding protein 2,Q15366,Q15366;A0A384N6B9,2519
caffeine,63935,PCIF1,phosphorylated CTD interacting factor 1,Q9H4Z3,Q9H4Z3,2519
caffeine,57092,PCNP,PEST proteolytic signal containing nuclear protein,Q8WW12,Q8WW12,2519
caffeine,64787,EPS8L2,EPS8 signaling adaptor L2,Q9H6S3,Q9H6S3,2519
caffeine,11333,PDAP1,PDGFA associated protein 1,Q13442,Q13442,2519
caffeine,55914,ERBIN,erbb2 interacting protein,Q96RT1,Q96RT1;A0A8V8TML4;A0A8V8TPC7,2519
caffeine,54206,ERRFI1,ERBB receptor feedback inhibitor 1,Q9UJM3,Q9UJM3;B3KTV8;I6S2Y9,2519
caffeine,64236,PDLIM2,PDZ and LIM domain 2,Q96JY6,Q96JY6,2519
caffeine,23047,PDS5B,PDS5 cohesin associated factor B,Q9NTI5,Q9NTI5,2519
caffeine,79834,PEAK1,pseudopodium enriched atypical kinase 1,Q9H792,Q9H792,2519
caffeine,51575,ESF1,ESF1 nucleolar pre-rRNA processing protein,Q9H501,Q9H501,2519
caffeine,8220,ESS2,ess-2 spliceosome associated protein,Q96DF8,Q96DF8;F8WEF8,2519
caffeine,27043,PELP1,"proline, glutamate and leucine rich protein 1",Q8IZL8,Q8IZL8;B4DEX7;B4DR36;C9JFV4;E7EV54,2519
caffeine,5208,PFKFB2,"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 2",O60825,O60825;B0FLL2,2519
caffeine,5216,PFN1,profilin 1,P07737,P07737,2519
caffeine,642273,FAM110C,family with sequence similarity 110 member C,Q1W6H9,Q1W6H9,2519
caffeine,23196,FAM120A,family with sequence similarity 120 member A,Q9NZB2,Q9NZB2;A0A8V8TNY3,2519
caffeine,26049,FAM169A,family with sequence similarity 169 member A,Q9Y6X4,Q9Y6X4,2519
caffeine,8603,FAM193A,family with sequence similarity 193 member A,P78312,P78312,2519
caffeine,199870,FAM76A,family with sequence similarity 76 member A,Q8TAV0,Q8TAV0,2519
caffeine,9855,FARP2,"FERM, ARH/RhoGEF and pleckstrin domain protein 2",O94887,O94887,2519
caffeine,22868,FASTKD2,FAST kinase domains 2,Q9NYY8,Q9NYY8,2519
caffeine,222235,FBXL13,F-box and leucine rich repeat protein 13,Q8NEE6,Q8NEE6;A0A8Q3WK56;A0A8Q3WKA2;C9JI88;Q8N1P0,2519
caffeine,80204,FBXO11,F-box protein 11,Q86XK2,Q86XK2;A0A804HK63,2519
caffeine,115548,FCHO2,FCH and mu domain containing endocytic adaptor 2,Q0JRZ9,Q0JRZ9,2519
caffeine,84141,EVA1A,"eva-1 homolog A, regulator of programmed cell death",Q9H8M9,Q9H8M9,2519
caffeine,60412,EXOC4,exocyst complex component 4,Q96A65,Q96A65;Q6NX51,2519
caffeine,50848,F11R,F11 receptor,Q9Y624,Q9Y624;Q6FIB4,2519
caffeine,29109,FHOD1,formin homology 2 domain containing 1,Q9Y613,Q9Y613;A0A068F7M9,2519
caffeine,114793,FMNL2,formin like 2,Q96PY5,Q96PY5;A0ABJ7H3E2;A0ABJ7H8L6,2519
caffeine,64778,FNDC3B,fibronectin type III domain containing 3B,Q53EP0,Q53EP0,2519
caffeine,80144,FRAS1,Fraser extracellular matrix complex subunit 1,Q86XX4,Q86XX4,2519
caffeine,84443,FRMPD3,FERM and PDZ domain containing 3,Q5JV73,Q5JV73;A0A804HJA6,2519
caffeine,24140,FTSJ1,FtsJ RNA 2'-O-methyltransferase 1,Q9UET6,Q9UET6;A0A024QYX5;A0A0S2Z5C9;B3KN91;B7Z4K4,2519
caffeine,5348,FXYD1,FXYD domain containing ion transport regulator 1,O00168,O00168,2519
caffeine,8323,FZD6,frizzled class receptor 6,O60353,O60353;B4DL33;B4E236,2519
caffeine,9710,GARRE1,granule associated Rac and RHOG effector 1,O15063,O15063,2519
caffeine,6936,GCFC2,GC-rich sequence DNA-binding factor 2,P16383,P16383;A4UHR0;B3KUM5;Q9BVX3,2519
caffeine,25929,GEMIN5,gem nuclear organelle associated protein 5,Q8TEQ6,Q8TEQ6;B7ZLC9;Q58EZ8,2519
caffeine,85476,GFM1,G elongation factor mitochondrial 1,Q96RP9,Q96RP9;C9IZ01;E5KND5,2519
caffeine,51659,GINS2,GINS complex subunit 2,Q9Y248,Q9Y248,2519
caffeine,113263,GLCCI1,glucocorticoid induced 1,Q86VQ1,Q86VQ1,2519
caffeine,55830,GLT8D1,glycosyltransferase 8 domain containing 1,Q68CQ7,Q68CQ7;Q7Z4D0,2519
caffeine,51053,GMNN,geminin DNA replication inhibitor,O75496,O75496,2519
caffeine,64689,GORASP1,golgi reassembly stacking protein 1,Q9BQQ3,Q9BQQ3;A0A8Q3SHU6;A0A8Q3WL08;B3KPY8;B4E1H8,2519
caffeine,55094,GPATCH1,G-patch domain containing 1,Q9BRR8,Q9BRR8,2519
caffeine,65056,GPBP1,GC-rich promoter binding protein 1,Q86WP2,Q86WP2;D4PHA4,2519
caffeine,57655,GRAMD1A,GRAM domain containing 1A,Q96CP6,Q96CP6;B3KQF7;B3KUH3;M0QZ12,2519
caffeine,9687,GREB1,growth regulating estrogen receptor binding 1,Q4ZG55,Q4ZG55,2519
caffeine,9446,GSTO1,glutathione S-transferase omega 1,P78417,P78417;V9HWG9,2519
caffeine,9330,GTF3C3,general transcription factor IIIC subunit 3,Q9Y5Q9,Q9Y5Q9,2519
caffeine,51512,GTSE1,G2 and S-phase expressed 1,Q9NYZ3,Q9NYZ3,2519
caffeine,14958,H1F0,H1.0 linker histone,P10922,P10922,2519
caffeine,8345,H2BC9,H2B clustered histone 9,Q93079,Q93079,2519
caffeine,57531,HACE1,HECT domain and ankyrin repeat containing E3 ubiquitin protein ligase 1,Q8IYU2,Q8IYU2,2519
caffeine,93323,HAUS8,HAUS augmin like complex subunit 8,Q9BT25,Q9BT25,2519
caffeine,10014,HDAC5,histone deacetylase 5,Q9UQL6,Q9UQL6,2519
caffeine,84717,HDGFL2,HDGF like 2,Q7Z4V5,Q7Z4V5,2519
caffeine,63897,HEATR6,HEAT repeat containing 6,Q6AI08,Q6AI08,2519
caffeine,92797,HELB,DNA helicase B,Q8NG08,Q8NG08;F5H1I4,2519
caffeine,8925,HERC1,HECT and RLD domain containing E3 ubiquitin protein ligase family member 1,Q15751,Q15751,2519
caffeine,79802,HHIPL2,HHIP like 2,Q6UWX4,Q6UWX4,2519
caffeine,7290,HIRA,histone cell cycle regulator,P54198,P54198,2519
caffeine,55355,HJURP,Holliday junction recognition protein,Q8NCD3,Q8NCD3,2519
caffeine,284293,HMSD,histocompatibility minor serpin domain containing,A8MTL9,A8MTL9,2519
caffeine,89781,HPS4,HPS4 biogenesis of lysosomal organelles complex 3 subunit 2,Q9NQG7,Q9NQG7;A0A8V8TMY3;A0A8V8TN06;A0A8V8TPB3;A8K2E6;F1LLU8;Q6P1K3,2519
caffeine,7184,HSP90B1,heat shock protein 90 beta family member 1,P14625,P14625;V9HWP2,2519
caffeine,55765,INAVA,innate immunity activator,Q3KP66,Q3KP66;A0A8V8N8P9,2519
caffeine,54617,INO80,INO80 complex ATPase subunit,Q9ULG1,Q9ULG1,2519
caffeine,57117,INTS12,integrator complex subunit 12,Q96CB8,Q96CB8,2519
caffeine,10788,IQGAP2,IQ motif containing GTPase activating protein 2,Q13576,Q13576;B7Z7U6;B7Z7X2;F5H7S7;Q59HA3,2519
caffeine,26145,IRF2BP1,interferon regulatory factor 2 binding protein 1,Q8IU81,Q8IU81,2519
caffeine,10625,IVNS1ABP,influenza virus NS1A binding protein,Q9Y6Y0,Q9Y6Y0,2519
caffeine,8417,STX7,syntaxin 7,O15400,O15400,2519
caffeine,10923,SUB1,SUB1 regulator of transcription,P53999,P53999;Q6IBA2,2519
caffeine,10147,SUGP2,SURP and G-patch domain containing 2,Q8IX01,Q8IX01;A8K5G0;M0R2Z9,2519
caffeine,25777,SUN2,Sad1 and UNC84 domain containing 2,Q9UH99,Q9UH99;B0QY60;B0QY64;B4E2A6,2519
caffeine,9913,SUPT7L,"SPT7 like, STAGA complex subunit gamma",O94864,O94864,2519
caffeine,374969,SVBP,small vasohibin binding protein,Q8N300,Q8N300,2519
caffeine,10492,SYNCRIP,synaptotagmin binding cytoplasmic RNA interacting protein,O60506,O60506;A0A7I2V309;A0A7I2YQN2;B7Z645;Q59GL1,2519
caffeine,8871,SYNJ2,synaptojanin 2,O15056,O15056;A0A1W2PR85;B4DG94,2519
caffeine,84958,SYTL1,synaptotagmin like 1,Q8IYJ3,Q8IYJ3,2519
caffeine,23118,TAB2,TGF-beta activated kinase 1 (MAP3K7) binding protein 2,Q9NYJ8,Q9NYJ8;B4DIR9,2519
caffeine,8148,TAF15,TATA-box binding protein associated factor 15,Q92804,Q92804,2519
caffeine,6874,TAF4,TATA-box binding protein associated factor 4,O00268,O00268,2519
caffeine,6880,TAF9,TATA-box binding protein associated factor 9,Q16594,Q16594,2519
caffeine,10010,TANK,TRAF family member associated NFKB activator,Q92844,Q92844;B2R7S3;Q6NW12,2519
caffeine,6895,TARBP2,TARBP2 subunit of RISC loading complex,Q15633,Q15633,2519
caffeine,9797,TATDN2,TatD DNase domain containing 2,Q93075,Q93075,2519
caffeine,128637,TBC1D20,TBC1 domain family member 20,Q96BZ9,Q96BZ9;Q9Y2V8,2519
caffeine,23329,TBC1D30,TBC1 domain family member 30,Q9Y2I9,Q9Y2I9;F8VZ81,2519
caffeine,6907,TBL1X,transducin beta like 1 X-linked,O60907,O60907,2519
caffeine,6917,TCEA1,transcription elongation factor A1,P23193,P23193;A0A384MTX4;B7Z4W0,2519
caffeine,23002,DAAM1,dishevelled associated activator of morphogenesis 1,Q9Y4D1,Q9Y4D1,2519
caffeine,90379,DCAF15,DDB1 and CUL4 associated factor 15,Q66K64,Q66K64,2519
caffeine,131566,DCBLD2,"discoidin, CUB and LCCL domain containing 2",Q96PD2,Q96PD2;B7Z7Y3,2519
caffeine,55802,DCP1A,decapping mRNA 1A,Q9NPI6,Q9NPI6,2519
caffeine,221955,DAGLB,diacylglycerol lipase beta,Q8NCG7,Q8NCG7,2519
caffeine,26528,DAZAP1,DAZ associated protein 1,Q96EP5,Q96EP5;A0A0S2Z569;K7EK33;K7EQ55,2519
caffeine,9730,DCAF1,DDB1 and CUL4 associated factor 1,Q9Y4B6,Q9Y4B6,2519
caffeine,51164,DCTN4,dynactin subunit 4,Q9UJW0,Q9UJW0;A0A0S2Z5D4,2519
caffeine,4711,NDUFB5,NADH:ubiquinone oxidoreductase subunit B5,O43674,O43674;A0A087WYD0,2519
caffeine,9371,KIF3B,kinesin family member 3B,O15066,O15066,2519
caffeine,10130,PDIA6,protein disulfide isomerase family A member 6,Q15084,Q15084;A0A384NPU5,2519
caffeine,10745,PHTF1,putative homeodomain transcription factor 1,Q9UMS5,Q9UMS5,2519
caffeine,5310,PKD1,"polycystin 1, transient receptor potential channel interacting",P98161,P98161,2519
caffeine,7345,UCHL1,ubiquitin C-terminal hydrolase L1,P09936,P09936;V9HW74,2519
caffeine,27072,VPS41,VPS41 subunit of HOPS complex,P49754,P49754,2519
caffeine,5595,MAPK3,mitogen-activated protein kinase 3,P27361,P27361;L7RXH5;Q9BWJ1,2519
caffeine,8455,ATRN,attractin,O75882,O75882;B4DZ36,2519
caffeine,7174,TPP2,tripeptidyl peptidase 2,P29144,P29144;Q5VZU9,2519
caffeine,7222,TRPC3,transient receptor potential cation channel subfamily C member 3,Q13507,Q13507,2519
caffeine,14867,GSTM6,"glutathione S-transferase, mu 6",O35660,O35660;D3YVP8;G5E8M7,2519
caffeine,16190,IL4RA,"interleukin 4 receptor, alpha",P16382,P16382;Q3U905,2519
caffeine,79191,IRX3,iroquois homeobox 3,P78415,P78415,2519
caffeine,7054,TH,tyrosine hydroxylase,P07101,P07101;P78428,2519
caffeine,5244,ABCB4,ATP binding cassette subfamily B member 4,P21439,P21439,2519
caffeine,4843,NOS2,nitric oxide synthase 2,P35228,P35228,2519
caffeine,4905,NSF,"N-ethylmaleimide sensitive factor, vesicle fusing ATPase",P46459,P46459;A0A384MTI6,2519
caffeine,10536,P3H3,prolyl 3-hydroxylase 3,Q8IVL6,Q8IVL6,2519
caffeine,6531,SLC6A3,solute carrier family 6 member 3,Q01959,Q01959,2519
caffeine,8555,CDC14B,cell division cycle 14B,O60729,O60729;A0A9L9PY50,2519
caffeine,23670,CEMIP2,cell migration inducing hyaluronidase 2,Q9UHN6,Q9UHN6,2519
caffeine,50640,PNPLA8,"patatin like domain 8, phospholipase A2",Q9NP80,Q9NP80,2519
caffeine,674052,PS-MODR4,odr4 GPCR localization factor homolog pseudogene,,,2519
caffeine,406967,MIR192,microRNA 192,,,2519
caffeine,65005,MRPL9,mitochondrial ribosomal protein L9,Q9BYD2,Q9BYD2;Q5SZR1,2519
caffeine,12716,CKMT1,"creatine kinase, mitochondrial 1, ubiquitous",P30275,P30275;Q545N7,2519
caffeine,5928,RBBP4,"RB binding protein 4, chromatin remodeling factor",Q09028,Q09028,2519
