compound,geneid,symbol,description,uniprot_accession,uniprot_accessions,cid
caffeine,54805,CNNM2,cyclin and CBS domain divalent metal cation transport mediator 2,Q9H8M5,Q9H8M5,2519
caffeine,4848,CNOT2,CCR4-NOT transcription complex subunit 2,Q9NZN8,Q9NZN8;B2RDX7;B3KTL6;F8VUB4;F8VV52,2519
caffeine,25839,COG4,component of oligomeric golgi complex 4,Q9H9E3,Q9H9E3;A0A0A0MS45;A0A6I8PIQ6;J3KNI1;Q8N8L9,2519
caffeine,27291,R3HCC1L,R3H domain and coiled-coil containing 1 like,Q7Z5L2,Q7Z5L2;A0A384DVK4;A8K931;Q4KMT0;Q4KMY3,2519
caffeine,80223,RAB11FIP1,RAB11 family interacting protein 1,Q6WKZ4,Q6WKZ4,2519
caffeine,81876,RAB1B,"RAB1B, member RAS oncogene family",Q9H0U4,Q9H0U4,2519
caffeine,9276,COPB2,coat protein complex I subunit beta 2,P35606,P35606,2519
caffeine,50813,COPS7A,COP9 signalosome subunit 7A,Q9UBW8,Q9UBW8,2519
caffeine,80315,CPEB4,cytoplasmic polyadenylation element binding protein 4,Q17RY0,Q17RY0;B7ZLQ8;E5RFP2,2519
caffeine,439921,MXRA7,matrix remodeling associated 7,P84157,P84157;Q6ZR64,2519
caffeine,23077,MYCBP2,MYC binding protein 2,O75592,O75592,2519
caffeine,4638,MYLK,myosin light chain kinase,Q15746,Q15746;A0A8I5KTQ1;A0A8I5KU53;Q05B97;Q05B98,2519
caffeine,5868,RAB5A,"RAB5A, member RAS oncogene family",P20339,P20339,2519
caffeine,7879,RAB7A,"RAB7A, member RAS oncogene family",P51149,P51149;A0A158RFU6,2519
caffeine,10898,CPSF4,cleavage and polyadenylation specific factor 4,O95639,O95639;B7Z7B0,2519
caffeine,4641,MYO1C,myosin IC,O00159,O00159;F5H6E2,2519
caffeine,4646,MYO6,myosin VI,Q9UM54,Q9UM54;A0A0A0MRM8;A0A1Y0BRN3;A0A590UJ40,2519
caffeine,26509,MYOF,myoferlin,Q9NZM1,Q9NZM1,2519
caffeine,79874,RABEP2,"rabaptin, RAB GTPase binding effector protein 2",Q9H5N1,Q9H5N1,2519
caffeine,29127,RACGAP1,Rac GTPase activating protein 1,Q9H0H5,Q9H0H5;B2RE34,2519
caffeine,5887,RAD23B,RAD23 nucleotide excision repair protein B,P54727,P54727;B7Z4W4,2519
caffeine,55028,MTNAP1,mitochondrial nucleoid associated protein 1,Q9BSJ5,Q9BSJ5;I3L072,2519
caffeine,9788,MTSS1,MTSS I-BAR domain containing 1,O43312,O43312;A5YM41,2519
caffeine,94025,MUC16,"mucin 16, cell surface associated",Q8WXI7,Q8WXI7;A0AAG2UXK0;B3KY81,2519
caffeine,64784,CRTC3,CREB regulated transcription coactivator 3,Q6UUV7,Q6UUV7,2519
caffeine,56998,CTNNBIP1,catenin beta interacting protein 1,Q9NSA3,Q9NSA3,2519
caffeine,122830,NAA30,"N-alpha-acetyltransferase 30, NatC catalytic subunit",Q147X3,Q147X3;B3KS28,2519
caffeine,133686,NADK2,"NAD kinase 2, mitochondrial",Q4G0N4,Q4G0N4;B7Z8V7,2519
caffeine,4678,NASP,nuclear autoantigenic sperm protein,P49321,P49321;Q5T626,2519
caffeine,10743,RAI1,retinoic acid induced 1,Q7Z5J4,Q7Z5J4,2519
caffeine,57186,RALGAPA2,Ral GTPase activating protein catalytic subunit alpha 2,Q2PPJ7,Q2PPJ7,2519
caffeine,55103,RALGPS2,Ral GEF with PH domain and SH3 binding motif 2,Q86X27,Q86X27,2519
caffeine,348180,CTU2,cytosolic thiouridylase subunit 2,Q2VPK5,Q2VPK5;H3BSW6,2519
caffeine,5903,RANBP2,RAN binding protein 2,P49792,P49792,2519
caffeine,5909,RAP1GAP,RAP1 GTPase activating protein,P47736,P47736;X6R8W7,2519
caffeine,65059,RAPH1,Ras association (RalGDS/AF-6) and pleckstrin homology domains 1,Q70E73,Q70E73;C9K0J5,2519
caffeine,8045,RASSF7,Ras association domain family member 7,Q02833,Q02833,2519
caffeine,5929,RBBP5,"RB binding protein 5, histone lysine methyltransferase complex subunit",Q15291,Q15291;B4DLF8,2519
caffeine,10616,RBCK1,RANBP2-type and C3HC4-type zinc finger containing 1,Q9BYM8,Q9BYM8;A0A8V8TMZ2;A6PVJ6,2519
caffeine,8241,RBM10,RNA binding motif protein 10,P98175,P98175;A0A0S2Z4W4;A0A0S2Z4X1,2519
caffeine,29890,RBM15B,RNA binding motif protein 15B,Q8NDT2,Q8NDT2,2519
caffeine,5935,RBM3,RNA binding motif protein 3,P98179,P98179,2519
caffeine,5936,RBM4,RNA binding motif protein 4,Q9BWF3,Q9BWF3,2519
caffeine,10179,RBM7,RNA binding motif protein 7,Q9Y580,Q9Y580;G3V1T9;J3KPD3,2519
caffeine,9978,RBX1,ring-box 1,P62877,P62877,2519
caffeine,283248,RCOR2,REST corepressor 2,Q8IZ40,Q8IZ40,2519
caffeine,80346,REEP4,receptor accessory protein 4,Q9H6H4,Q9H6H4;E5RGS2,2519
caffeine,85021,REPS1,RALBP1 associated Eps domain containing 1,Q96D71,Q96D71;B2R7D3,2519
caffeine,5978,REST,RE1 silencing transcription factor,Q13127,Q13127;A0A1W2PQA1,2519
caffeine,57455,REXO1,RNA exonuclease 1 homolog,Q8N1G1,Q8N1G1,2519
caffeine,5982,RFC2,replication factor C subunit 2,P35250,P35250;A0A087WVY3;Q75MT5,2519
caffeine,5991,RFX3,regulatory factor X3,P48380,P48380,2519
caffeine,57139,RGL3,ral guanine nucleotide dissociation stimulator like 3,Q3MIN7,Q3MIN7,2519
caffeine,6002,RGS12,regulator of G protein signaling 12,O14924,O14924,2519
caffeine,79651,RHBDF2,rhomboid 5 homolog 2,Q6PJF5,Q6PJF5,2519
caffeine,60626,RIC8A,RIC8 guanine nucleotide exchange factor A,Q9NPQ8,Q9NPQ8,2519
caffeine,79890,RIN3,Ras and Rab interactor 3,Q8TB24,Q8TB24;Q6NSK7;Q6ZRC2;Q86U22,2519
caffeine,55781,RIOK2,RIO kinase 2,Q9BVS4,Q9BVS4,2519
caffeine,8767,RIPK2,receptor interacting serine/threonine kinase 2,O43353,O43353;A0A0S2Z4Z8,2519
caffeine,10361,NPM2,nucleophosmin/nucleoplasmin 2,Q86SE8,Q86SE8,2519
caffeine,8204,NRIP1,nuclear receptor interacting protein 1,P48552,P48552;A8K171,2519
caffeine,4784,NFIX,nuclear factor I X,Q14938,Q14938;B4DHW2;D2DXM9,2519
caffeine,4795,NFKBIL1,NFKB inhibitor like 1,Q9UBC1,Q9UBC1;A0A0A0MRT5;A8K778;Q5STV6,2519
caffeine,25983,NGDN,neuroguidin,Q8NEJ9,Q8NEJ9,2519
caffeine,57224,NHSL1,NHS like 1,Q5SYE7,Q5SYE7;H0YDF6,2519
caffeine,51199,NIN,ninein,Q8N4C6,Q8N4C6;C9J066;E9PN67;Q5XUU0,2519
caffeine,55922,NKRF,NFKB repressing factor,O15226,O15226;A0AAG2UWQ9;A3F769,2519
caffeine,4831,NME2,NME/NM23 nucleoside diphosphate kinase 2,P22392,P22392;F6XY72;Q6FHN3,2519
caffeine,26155,NOC2L,NOC2 like nucleolar associated transcriptional repressor,Q9Y3T9,Q9Y3T9,2519
caffeine,140688,NOL4L,nucleolar protein 4 like,Q96MY1,Q96MY1;A0A087X0N3,2519
caffeine,4841,NONO,non-POU domain containing octamer binding,Q15233,Q15233;A0A0S2Z4Z9,2519
caffeine,51602,NOP58,NOP58 ribonucleoprotein,Q9Y2X3,Q9Y2X3,2519
caffeine,4862,NPAS2,neuronal PAS domain protein 2,Q99743,Q99743;A2I2P5,2519
caffeine,23310,NCAPD3,non-SMC condensin II complex subunit D3,P42695,P42695;A0A8I5KT00,2519
caffeine,23154,NCDN,neurochondrin,Q9UBB6,Q9UBB6,2519
caffeine,4691,NUCLEOLIN,nucleolin multifunctional protein,P19338,P19338;B3KM80,2519
caffeine,135112,NCOA7,nuclear receptor coactivator 7,Q8NI08,Q8NI08;B3KXK4;H0Y5F6,2519
caffeine,55706,NDC1,NDC1 transmembrane nucleoporin,Q9BTX1,Q9BTX1,2519
caffeine,10397,NDRG1,N-myc downstream regulated 1,Q92597,Q92597;Q8N959,2519
caffeine,55707,NECAP2,NECAP endocytosis associated 2,Q9NVZ3,Q9NVZ3;F6SKB8,2519
caffeine,23327,NEDD4L,NEDD4 like E3 ubiquitin protein ligase,Q96PU5,Q96PU5;A0A1B0GVY1;B7Z2P9;B7Z6K0,2519
caffeine,4752,NEK3,NIMA related kinase 3,P51956,P51956;Q6ZN64,2519
