uniprot_accession,protein_name,pathway,compound
P0ABF8,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,PathBank_SMP0001222,Ethanolamine
P0ABG1,Phosphatidate cytidylyltransferase,PathBank_SMP0001222,Ethanolamine
P18200,Phosphatidylglycerophosphatase A,PathBank_SMP0001222,Ethanolamine
P23830,CDP-diacylglycerol--serine O-phosphatidyltransferase PssA,PathBank_SMP0001222,Ethanolamine
P26647,1-acyl-sn-glycerol-3-phosphate acyltransferase,PathBank_SMP0001222,Ethanolamine
P75919,Cardiolipin synthase C,PathBank_SMP0001222,Ethanolamine
P0A6A8,Acyl carrier protein,PathBank_SMP0001226,Ethanolamine
P0A6S7,Glycerol-3-phosphate dehydrogenase [NAD(P)+],PathBank_SMP0001226,Ethanolamine
P0A7A7,Glycerol-3-phosphate acyltransferase,PathBank_SMP0001226,Ethanolamine
P0A8K1,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0001226,Ethanolamine
P0A924,Phosphatidylglycerophosphatase B,PathBank_SMP0001226,Ethanolamine
P0ABF8,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,PathBank_SMP0001226,Ethanolamine
P0ABG1,Phosphatidate cytidylyltransferase,PathBank_SMP0001226,Ethanolamine
P18200,Phosphatidylglycerophosphatase A,PathBank_SMP0001226,Ethanolamine
P23830,CDP-diacylglycerol--serine O-phosphatidyltransferase PssA,PathBank_SMP0001226,Ethanolamine
P26647,1-acyl-sn-glycerol-3-phosphate acyltransferase,PathBank_SMP0001226,Ethanolamine
P75919,Cardiolipin synthase C,PathBank_SMP0001226,Ethanolamine
P0A6A8,Acyl carrier protein,PathBank_SMP0001230,Ethanolamine
P0A6S7,Glycerol-3-phosphate dehydrogenase [NAD(P)+],PathBank_SMP0001230,Ethanolamine
P0A7A7,Glycerol-3-phosphate acyltransferase,PathBank_SMP0001230,Ethanolamine
P0A8K1,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0001230,Ethanolamine
P0A924,Phosphatidylglycerophosphatase B,PathBank_SMP0001230,Ethanolamine
P0ABF8,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,PathBank_SMP0001230,Ethanolamine
P0ABG1,Phosphatidate cytidylyltransferase,PathBank_SMP0001230,Ethanolamine
P18200,Phosphatidylglycerophosphatase A,PathBank_SMP0001230,Ethanolamine
P23830,CDP-diacylglycerol--serine O-phosphatidyltransferase PssA,PathBank_SMP0001230,Ethanolamine
P26647,1-acyl-sn-glycerol-3-phosphate acyltransferase,PathBank_SMP0001230,Ethanolamine
P75919,Cardiolipin synthase C,PathBank_SMP0001230,Ethanolamine
P0A6A8,Acyl carrier protein,PathBank_SMP0001234,Ethanolamine
P0A6H8,Cardiolipin synthase A,PathBank_SMP0001234,Ethanolamine
P0A6S7,Glycerol-3-phosphate dehydrogenase [NAD(P)+],PathBank_SMP0001234,Ethanolamine
P0A7A7,Glycerol-3-phosphate acyltransferase,PathBank_SMP0001234,Ethanolamine
P0A8K1,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0001234,Ethanolamine
P0A924,Phosphatidylglycerophosphatase B,PathBank_SMP0001234,Ethanolamine
P0AA84,Cardiolipin synthase B,PathBank_SMP0001234,Ethanolamine
P0ABF8,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,PathBank_SMP0001234,Ethanolamine
P0ABG1,Phosphatidate cytidylyltransferase,PathBank_SMP0001234,Ethanolamine
P18200,Phosphatidylglycerophosphatase A,PathBank_SMP0001234,Ethanolamine
P23830,CDP-diacylglycerol--serine O-phosphatidyltransferase PssA,PathBank_SMP0001234,Ethanolamine
P26647,1-acyl-sn-glycerol-3-phosphate acyltransferase,PathBank_SMP0001234,Ethanolamine
P75919,Cardiolipin synthase C,PathBank_SMP0001234,Ethanolamine
P0A6A8,Acyl carrier protein,PathBank_SMP0001238,Ethanolamine
P0A6S7,Glycerol-3-phosphate dehydrogenase [NAD(P)+],PathBank_SMP0001238,Ethanolamine
P0A7A7,Glycerol-3-phosphate acyltransferase,PathBank_SMP0001238,Ethanolamine
P0A8K1,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0001238,Ethanolamine
P0A924,Phosphatidylglycerophosphatase B,PathBank_SMP0001238,Ethanolamine
P0ABF8,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,PathBank_SMP0001238,Ethanolamine
P0ABG1,Phosphatidate cytidylyltransferase,PathBank_SMP0001238,Ethanolamine
P18200,Phosphatidylglycerophosphatase A,PathBank_SMP0001238,Ethanolamine
P23830,CDP-diacylglycerol--serine O-phosphatidyltransferase PssA,PathBank_SMP0001238,Ethanolamine
P26647,1-acyl-sn-glycerol-3-phosphate acyltransferase,PathBank_SMP0001238,Ethanolamine
P75919,Cardiolipin synthase C,PathBank_SMP0001238,Ethanolamine
P0A6A8,Acyl carrier protein,PathBank_SMP0001242,Ethanolamine
P0A6S7,Glycerol-3-phosphate dehydrogenase [NAD(P)+],PathBank_SMP0001242,Ethanolamine
P0A7A7,Glycerol-3-phosphate acyltransferase,PathBank_SMP0001242,Ethanolamine
P0A8K1,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0001242,Ethanolamine
P0A924,Phosphatidylglycerophosphatase B,PathBank_SMP0001242,Ethanolamine
P0ABF8,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,PathBank_SMP0001242,Ethanolamine
P0ABG1,Phosphatidate cytidylyltransferase,PathBank_SMP0001242,Ethanolamine
P18200,Phosphatidylglycerophosphatase A,PathBank_SMP0001242,Ethanolamine
P23830,CDP-diacylglycerol--serine O-phosphatidyltransferase PssA,PathBank_SMP0001242,Ethanolamine
P26647,1-acyl-sn-glycerol-3-phosphate acyltransferase,PathBank_SMP0001242,Ethanolamine
P75919,Cardiolipin synthase C,PathBank_SMP0001242,Ethanolamine
P0A6A8,Acyl carrier protein,PathBank_SMP0001246,Ethanolamine
P0A6S7,Glycerol-3-phosphate dehydrogenase [NAD(P)+],PathBank_SMP0001246,Ethanolamine
P0A7A7,Glycerol-3-phosphate acyltransferase,PathBank_SMP0001246,Ethanolamine
P0A8K1,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0001246,Ethanolamine
P0A924,Phosphatidylglycerophosphatase B,PathBank_SMP0001246,Ethanolamine
P0ABF8,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,PathBank_SMP0001246,Ethanolamine
P0ABG1,Phosphatidate cytidylyltransferase,PathBank_SMP0001246,Ethanolamine
P18200,Phosphatidylglycerophosphatase A,PathBank_SMP0001246,Ethanolamine
P23830,CDP-diacylglycerol--serine O-phosphatidyltransferase PssA,PathBank_SMP0001246,Ethanolamine
P26647,1-acyl-sn-glycerol-3-phosphate acyltransferase,PathBank_SMP0001246,Ethanolamine
P75919,Cardiolipin synthase C,PathBank_SMP0001246,Ethanolamine
P0A6A8,Acyl carrier protein,PathBank_SMP0001250,Ethanolamine
P0A6S7,Glycerol-3-phosphate dehydrogenase [NAD(P)+],PathBank_SMP0001250,Ethanolamine
P0A7A7,Glycerol-3-phosphate acyltransferase,PathBank_SMP0001250,Ethanolamine
P0A8K1,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0001250,Ethanolamine
P0A924,Phosphatidylglycerophosphatase B,PathBank_SMP0001250,Ethanolamine
P0ABF8,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,PathBank_SMP0001250,Ethanolamine
P0ABG1,Phosphatidate cytidylyltransferase,PathBank_SMP0001250,Ethanolamine
P18200,Phosphatidylglycerophosphatase A,PathBank_SMP0001250,Ethanolamine
P23830,CDP-diacylglycerol--serine O-phosphatidyltransferase PssA,PathBank_SMP0001250,Ethanolamine
P26647,1-acyl-sn-glycerol-3-phosphate acyltransferase,PathBank_SMP0001250,Ethanolamine
P75919,Cardiolipin synthase C,PathBank_SMP0001250,Ethanolamine
P0A6A8,Acyl carrier protein,PathBank_SMP0001254,Ethanolamine
P0A6S7,Glycerol-3-phosphate dehydrogenase [NAD(P)+],PathBank_SMP0001254,Ethanolamine
P0A7A7,Glycerol-3-phosphate acyltransferase,PathBank_SMP0001254,Ethanolamine
P0A8K1,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0001254,Ethanolamine
P0A924,Phosphatidylglycerophosphatase B,PathBank_SMP0001254,Ethanolamine
P0ABF8,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,PathBank_SMP0001254,Ethanolamine
P0ABG1,Phosphatidate cytidylyltransferase,PathBank_SMP0001254,Ethanolamine
P18200,Phosphatidylglycerophosphatase A,PathBank_SMP0001254,Ethanolamine
P23830,CDP-diacylglycerol--serine O-phosphatidyltransferase PssA,PathBank_SMP0001254,Ethanolamine
P26647,1-acyl-sn-glycerol-3-phosphate acyltransferase,PathBank_SMP0001254,Ethanolamine
P75919,Cardiolipin synthase C,PathBank_SMP0001254,Ethanolamine
P0A6A8,Acyl carrier protein,PathBank_SMP0001258,Ethanolamine
P0A6S7,Glycerol-3-phosphate dehydrogenase [NAD(P)+],PathBank_SMP0001258,Ethanolamine
P0A7A7,Glycerol-3-phosphate acyltransferase,PathBank_SMP0001258,Ethanolamine
P0A8K1,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0001258,Ethanolamine
P0A924,Phosphatidylglycerophosphatase B,PathBank_SMP0001258,Ethanolamine
P0ABF8,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,PathBank_SMP0001258,Ethanolamine
P0ABG1,Phosphatidate cytidylyltransferase,PathBank_SMP0001258,Ethanolamine
P18200,Phosphatidylglycerophosphatase A,PathBank_SMP0001258,Ethanolamine
P23830,CDP-diacylglycerol--serine O-phosphatidyltransferase PssA,PathBank_SMP0001258,Ethanolamine
P26647,1-acyl-sn-glycerol-3-phosphate acyltransferase,PathBank_SMP0001258,Ethanolamine
P75919,Cardiolipin synthase C,PathBank_SMP0001258,Ethanolamine
P0A6A8,Acyl carrier protein,PathBank_SMP0001262,Ethanolamine
P0A6S7,Glycerol-3-phosphate dehydrogenase [NAD(P)+],PathBank_SMP0001262,Ethanolamine
P0A7A7,Glycerol-3-phosphate acyltransferase,PathBank_SMP0001262,Ethanolamine
P0A8K1,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0001262,Ethanolamine
P0A924,Phosphatidylglycerophosphatase B,PathBank_SMP0001262,Ethanolamine
P0ABF8,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,PathBank_SMP0001262,Ethanolamine
P0ABG1,Phosphatidate cytidylyltransferase,PathBank_SMP0001262,Ethanolamine
P18200,Phosphatidylglycerophosphatase A,PathBank_SMP0001262,Ethanolamine
P23830,CDP-diacylglycerol--serine O-phosphatidyltransferase PssA,PathBank_SMP0001262,Ethanolamine
P26647,1-acyl-sn-glycerol-3-phosphate acyltransferase,PathBank_SMP0001262,Ethanolamine
P75919,Cardiolipin synthase C,PathBank_SMP0001262,Ethanolamine
P0A6A8,Acyl carrier protein,PathBank_SMP0001266,Ethanolamine
P0A6S7,Glycerol-3-phosphate dehydrogenase [NAD(P)+],PathBank_SMP0001266,Ethanolamine
P0A7A7,Glycerol-3-phosphate acyltransferase,PathBank_SMP0001266,Ethanolamine
P0A8K1,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0001266,Ethanolamine
P0A924,Phosphatidylglycerophosphatase B,PathBank_SMP0001266,Ethanolamine
P0ABF8,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,PathBank_SMP0001266,Ethanolamine
P0ABG1,Phosphatidate cytidylyltransferase,PathBank_SMP0001266,Ethanolamine
P18200,Phosphatidylglycerophosphatase A,PathBank_SMP0001266,Ethanolamine
P23830,CDP-diacylglycerol--serine O-phosphatidyltransferase PssA,PathBank_SMP0001266,Ethanolamine
P26647,1-acyl-sn-glycerol-3-phosphate acyltransferase,PathBank_SMP0001266,Ethanolamine
P75919,Cardiolipin synthase C,PathBank_SMP0001266,Ethanolamine
P0A6A8,Acyl carrier protein,PathBank_SMP0001270,Ethanolamine
P0A6S7,Glycerol-3-phosphate dehydrogenase [NAD(P)+],PathBank_SMP0001270,Ethanolamine
P0A7A7,Glycerol-3-phosphate acyltransferase,PathBank_SMP0001270,Ethanolamine
P0A8K1,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0001270,Ethanolamine
P0A924,Phosphatidylglycerophosphatase B,PathBank_SMP0001270,Ethanolamine
P0ABF8,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,PathBank_SMP0001270,Ethanolamine
P0ABG1,Phosphatidate cytidylyltransferase,PathBank_SMP0001270,Ethanolamine
P18200,Phosphatidylglycerophosphatase A,PathBank_SMP0001270,Ethanolamine
P23830,CDP-diacylglycerol--serine O-phosphatidyltransferase PssA,PathBank_SMP0001270,Ethanolamine
P26647,1-acyl-sn-glycerol-3-phosphate acyltransferase,PathBank_SMP0001270,Ethanolamine
P75919,Cardiolipin synthase C,PathBank_SMP0001270,Ethanolamine
P0A6A8,Acyl carrier protein,PathBank_SMP0001274,Ethanolamine
P0A6S7,Glycerol-3-phosphate dehydrogenase [NAD(P)+],PathBank_SMP0001274,Ethanolamine
P0A7A7,Glycerol-3-phosphate acyltransferase,PathBank_SMP0001274,Ethanolamine
P0A8K1,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0001274,Ethanolamine
P0A924,Phosphatidylglycerophosphatase B,PathBank_SMP0001274,Ethanolamine
P0ABF8,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,PathBank_SMP0001274,Ethanolamine
P0ABG1,Phosphatidate cytidylyltransferase,PathBank_SMP0001274,Ethanolamine
P18200,Phosphatidylglycerophosphatase A,PathBank_SMP0001274,Ethanolamine
P23830,CDP-diacylglycerol--serine O-phosphatidyltransferase PssA,PathBank_SMP0001274,Ethanolamine
P26647,1-acyl-sn-glycerol-3-phosphate acyltransferase,PathBank_SMP0001274,Ethanolamine
P75919,Cardiolipin synthase C,PathBank_SMP0001274,Ethanolamine
P0A6A8,Acyl carrier protein,PathBank_SMP0001278,Ethanolamine
P0A6S7,Glycerol-3-phosphate dehydrogenase [NAD(P)+],PathBank_SMP0001278,Ethanolamine
P0A7A7,Glycerol-3-phosphate acyltransferase,PathBank_SMP0001278,Ethanolamine
P0A8K1,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0001278,Ethanolamine
P0ABF8,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,PathBank_SMP0001278,Ethanolamine
P0ABG1,Phosphatidate cytidylyltransferase,PathBank_SMP0001278,Ethanolamine
P23830,CDP-diacylglycerol--serine O-phosphatidyltransferase PssA,PathBank_SMP0001278,Ethanolamine
P26647,1-acyl-sn-glycerol-3-phosphate acyltransferase,PathBank_SMP0001278,Ethanolamine
P75919,Cardiolipin synthase C,PathBank_SMP0001278,Ethanolamine
P0A6A8,Acyl carrier protein,PathBank_SMP0001282,Ethanolamine
P0A6S7,Glycerol-3-phosphate dehydrogenase [NAD(P)+],PathBank_SMP0001282,Ethanolamine
P0A7A7,Glycerol-3-phosphate acyltransferase,PathBank_SMP0001282,Ethanolamine
P0A8K1,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0001282,Ethanolamine
P0A924,Phosphatidylglycerophosphatase B,PathBank_SMP0001282,Ethanolamine
P0ABF8,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,PathBank_SMP0001282,Ethanolamine
P0ABG1,Phosphatidate cytidylyltransferase,PathBank_SMP0001282,Ethanolamine
P18200,Phosphatidylglycerophosphatase A,PathBank_SMP0001282,Ethanolamine
P23830,CDP-diacylglycerol--serine O-phosphatidyltransferase PssA,PathBank_SMP0001282,Ethanolamine
P26647,1-acyl-sn-glycerol-3-phosphate acyltransferase,PathBank_SMP0001282,Ethanolamine
P75919,Cardiolipin synthase C,PathBank_SMP0001282,Ethanolamine
P0A6A8,Acyl carrier protein,PathBank_SMP0001286,Ethanolamine
P0A6S7,Glycerol-3-phosphate dehydrogenase [NAD(P)+],PathBank_SMP0001286,Ethanolamine
P0A7A7,Glycerol-3-phosphate acyltransferase,PathBank_SMP0001286,Ethanolamine
P0A8K1,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0001286,Ethanolamine
P0A924,Phosphatidylglycerophosphatase B,PathBank_SMP0001286,Ethanolamine
P0ABF8,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,PathBank_SMP0001286,Ethanolamine
P0ABG1,Phosphatidate cytidylyltransferase,PathBank_SMP0001286,Ethanolamine
P18200,Phosphatidylglycerophosphatase A,PathBank_SMP0001286,Ethanolamine
P23830,CDP-diacylglycerol--serine O-phosphatidyltransferase PssA,PathBank_SMP0001286,Ethanolamine
P26647,1-acyl-sn-glycerol-3-phosphate acyltransferase,PathBank_SMP0001286,Ethanolamine
P75919,Cardiolipin synthase C,PathBank_SMP0001286,Ethanolamine
P0A6A8,Acyl carrier protein,PathBank_SMP0001290,Ethanolamine
P0A6S7,Glycerol-3-phosphate dehydrogenase [NAD(P)+],PathBank_SMP0001290,Ethanolamine
P0A7A7,Glycerol-3-phosphate acyltransferase,PathBank_SMP0001290,Ethanolamine
P0A8K1,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0001290,Ethanolamine
P0A924,Phosphatidylglycerophosphatase B,PathBank_SMP0001290,Ethanolamine
P0ABF8,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,PathBank_SMP0001290,Ethanolamine
P0ABG1,Phosphatidate cytidylyltransferase,PathBank_SMP0001290,Ethanolamine
P18200,Phosphatidylglycerophosphatase A,PathBank_SMP0001290,Ethanolamine
P23830,CDP-diacylglycerol--serine O-phosphatidyltransferase PssA,PathBank_SMP0001290,Ethanolamine
P26647,1-acyl-sn-glycerol-3-phosphate acyltransferase,PathBank_SMP0001290,Ethanolamine
P75919,Cardiolipin synthase C,PathBank_SMP0001290,Ethanolamine
P0A6A8,Acyl carrier protein,PathBank_SMP0001294,Ethanolamine
P0A6S7,Glycerol-3-phosphate dehydrogenase [NAD(P)+],PathBank_SMP0001294,Ethanolamine
P0A7A7,Glycerol-3-phosphate acyltransferase,PathBank_SMP0001294,Ethanolamine
P0A924,Phosphatidylglycerophosphatase B,PathBank_SMP0001294,Ethanolamine
P0ABF8,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,PathBank_SMP0001294,Ethanolamine
P0ABG1,Phosphatidate cytidylyltransferase,PathBank_SMP0001294,Ethanolamine
P18200,Phosphatidylglycerophosphatase A,PathBank_SMP0001294,Ethanolamine
P23830,CDP-diacylglycerol--serine O-phosphatidyltransferase PssA,PathBank_SMP0001294,Ethanolamine
P26647,1-acyl-sn-glycerol-3-phosphate acyltransferase,PathBank_SMP0001294,Ethanolamine
P75919,Cardiolipin synthase C,PathBank_SMP0001294,Ethanolamine
P0A6A8,Acyl carrier protein,PathBank_SMP0001298,Ethanolamine
P0A6S7,Glycerol-3-phosphate dehydrogenase [NAD(P)+],PathBank_SMP0001298,Ethanolamine
P0A7A7,Glycerol-3-phosphate acyltransferase,PathBank_SMP0001298,Ethanolamine
P0A8K1,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0001298,Ethanolamine
P0A924,Phosphatidylglycerophosphatase B,PathBank_SMP0001298,Ethanolamine
P0ABF8,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,PathBank_SMP0001298,Ethanolamine
P0ABG1,Phosphatidate cytidylyltransferase,PathBank_SMP0001298,Ethanolamine
P18200,Phosphatidylglycerophosphatase A,PathBank_SMP0001298,Ethanolamine
P23830,CDP-diacylglycerol--serine O-phosphatidyltransferase PssA,PathBank_SMP0001298,Ethanolamine
P26647,1-acyl-sn-glycerol-3-phosphate acyltransferase,PathBank_SMP0001298,Ethanolamine
P75919,Cardiolipin synthase C,PathBank_SMP0001298,Ethanolamine
P0A6A8,Acyl carrier protein,PathBank_SMP0001302,Ethanolamine
P0A6S7,Glycerol-3-phosphate dehydrogenase [NAD(P)+],PathBank_SMP0001302,Ethanolamine
P0A7A7,Glycerol-3-phosphate acyltransferase,PathBank_SMP0001302,Ethanolamine
P0A8K1,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0001302,Ethanolamine
P0A924,Phosphatidylglycerophosphatase B,PathBank_SMP0001302,Ethanolamine
P0ABF8,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,PathBank_SMP0001302,Ethanolamine
P0ABG1,Phosphatidate cytidylyltransferase,PathBank_SMP0001302,Ethanolamine
P18200,Phosphatidylglycerophosphatase A,PathBank_SMP0001302,Ethanolamine
P23830,CDP-diacylglycerol--serine O-phosphatidyltransferase PssA,PathBank_SMP0001302,Ethanolamine
P26647,1-acyl-sn-glycerol-3-phosphate acyltransferase,PathBank_SMP0001302,Ethanolamine
P75919,Cardiolipin synthase C,PathBank_SMP0001302,Ethanolamine
P0A6A8,Acyl carrier protein,PathBank_SMP0001306,Ethanolamine
P0A6S7,Glycerol-3-phosphate dehydrogenase [NAD(P)+],PathBank_SMP0001306,Ethanolamine
P0A7A7,Glycerol-3-phosphate acyltransferase,PathBank_SMP0001306,Ethanolamine
P0A8K1,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0001306,Ethanolamine
P0A924,Phosphatidylglycerophosphatase B,PathBank_SMP0001306,Ethanolamine
P0ABF8,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,PathBank_SMP0001306,Ethanolamine
P0ABG1,Phosphatidate cytidylyltransferase,PathBank_SMP0001306,Ethanolamine
P18200,Phosphatidylglycerophosphatase A,PathBank_SMP0001306,Ethanolamine
P23830,CDP-diacylglycerol--serine O-phosphatidyltransferase PssA,PathBank_SMP0001306,Ethanolamine
P26647,1-acyl-sn-glycerol-3-phosphate acyltransferase,PathBank_SMP0001306,Ethanolamine
P75919,Cardiolipin synthase C,PathBank_SMP0001306,Ethanolamine
P0A6A8,Acyl carrier protein,PathBank_SMP0001310,Ethanolamine
P0A6S7,Glycerol-3-phosphate dehydrogenase [NAD(P)+],PathBank_SMP0001310,Ethanolamine
P0A7A7,Glycerol-3-phosphate acyltransferase,PathBank_SMP0001310,Ethanolamine
P0A8K1,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0001310,Ethanolamine
P0A924,Phosphatidylglycerophosphatase B,PathBank_SMP0001310,Ethanolamine
P0ABF8,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,PathBank_SMP0001310,Ethanolamine
P0ABG1,Phosphatidate cytidylyltransferase,PathBank_SMP0001310,Ethanolamine
P18200,Phosphatidylglycerophosphatase A,PathBank_SMP0001310,Ethanolamine
P23830,CDP-diacylglycerol--serine O-phosphatidyltransferase PssA,PathBank_SMP0001310,Ethanolamine
P26647,1-acyl-sn-glycerol-3-phosphate acyltransferase,PathBank_SMP0001310,Ethanolamine
P75919,Cardiolipin synthase C,PathBank_SMP0001310,Ethanolamine
P0A6A8,Acyl carrier protein,PathBank_SMP0001314,Ethanolamine
P0A6S7,Glycerol-3-phosphate dehydrogenase [NAD(P)+],PathBank_SMP0001314,Ethanolamine
P0A7A7,Glycerol-3-phosphate acyltransferase,PathBank_SMP0001314,Ethanolamine
P0A8K1,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0001314,Ethanolamine
P0ABF8,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,PathBank_SMP0001314,Ethanolamine
P0ABG1,Phosphatidate cytidylyltransferase,PathBank_SMP0001314,Ethanolamine
P23830,CDP-diacylglycerol--serine O-phosphatidyltransferase PssA,PathBank_SMP0001314,Ethanolamine
P26647,1-acyl-sn-glycerol-3-phosphate acyltransferase,PathBank_SMP0001314,Ethanolamine
P75919,Cardiolipin synthase C,PathBank_SMP0001314,Ethanolamine
P0A6A8,Acyl carrier protein,PathBank_SMP0001318,Ethanolamine
P0A6S7,Glycerol-3-phosphate dehydrogenase [NAD(P)+],PathBank_SMP0001318,Ethanolamine
P0A7A7,Glycerol-3-phosphate acyltransferase,PathBank_SMP0001318,Ethanolamine
P0A8K1,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0001318,Ethanolamine
P0A924,Phosphatidylglycerophosphatase B,PathBank_SMP0001318,Ethanolamine
P0ABF8,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,PathBank_SMP0001318,Ethanolamine
P0ABG1,Phosphatidate cytidylyltransferase,PathBank_SMP0001318,Ethanolamine
P18200,Phosphatidylglycerophosphatase A,PathBank_SMP0001318,Ethanolamine
P23830,CDP-diacylglycerol--serine O-phosphatidyltransferase PssA,PathBank_SMP0001318,Ethanolamine
P26647,1-acyl-sn-glycerol-3-phosphate acyltransferase,PathBank_SMP0001318,Ethanolamine
P75919,Cardiolipin synthase C,PathBank_SMP0001318,Ethanolamine
P0A6A8,Acyl carrier protein,PathBank_SMP0001322,Ethanolamine
P0A6S7,Glycerol-3-phosphate dehydrogenase [NAD(P)+],PathBank_SMP0001322,Ethanolamine
P0A7A7,Glycerol-3-phosphate acyltransferase,PathBank_SMP0001322,Ethanolamine
P0A8K1,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0001322,Ethanolamine
P0A924,Phosphatidylglycerophosphatase B,PathBank_SMP0001322,Ethanolamine
P0ABF8,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,PathBank_SMP0001322,Ethanolamine
P0ABG1,Phosphatidate cytidylyltransferase,PathBank_SMP0001322,Ethanolamine
P18200,Phosphatidylglycerophosphatase A,PathBank_SMP0001322,Ethanolamine
P23830,CDP-diacylglycerol--serine O-phosphatidyltransferase PssA,PathBank_SMP0001322,Ethanolamine
P26647,1-acyl-sn-glycerol-3-phosphate acyltransferase,PathBank_SMP0001322,Ethanolamine
P75919,Cardiolipin synthase C,PathBank_SMP0001322,Ethanolamine
P0A6A8,Acyl carrier protein,PathBank_SMP0001326,Ethanolamine
P0A6S7,Glycerol-3-phosphate dehydrogenase [NAD(P)+],PathBank_SMP0001326,Ethanolamine
P0A7A7,Glycerol-3-phosphate acyltransferase,PathBank_SMP0001326,Ethanolamine
P0A8K1,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0001326,Ethanolamine
P0ABF8,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,PathBank_SMP0001326,Ethanolamine
P0ABG1,Phosphatidate cytidylyltransferase,PathBank_SMP0001326,Ethanolamine
P23830,CDP-diacylglycerol--serine O-phosphatidyltransferase PssA,PathBank_SMP0001326,Ethanolamine
P26647,1-acyl-sn-glycerol-3-phosphate acyltransferase,PathBank_SMP0001326,Ethanolamine
P75919,Cardiolipin synthase C,PathBank_SMP0001326,Ethanolamine
P0A6A8,Acyl carrier protein,PathBank_SMP0001330,Ethanolamine
P0A6H8,Cardiolipin synthase A,PathBank_SMP0001330,Ethanolamine
P0A6S7,Glycerol-3-phosphate dehydrogenase [NAD(P)+],PathBank_SMP0001330,Ethanolamine
P0A7A7,Glycerol-3-phosphate acyltransferase,PathBank_SMP0001330,Ethanolamine
P0A8K1,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0001330,Ethanolamine
P0A924,Phosphatidylglycerophosphatase B,PathBank_SMP0001330,Ethanolamine
P0AA84,Cardiolipin synthase B,PathBank_SMP0001330,Ethanolamine
P0ABF8,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,PathBank_SMP0001330,Ethanolamine
P0ABG1,Phosphatidate cytidylyltransferase,PathBank_SMP0001330,Ethanolamine
