action,actname,actvalue,cid,citations,cmpdname,dois,dsn,evids,evurls,geneid,genename,pclids,pmcids,pmids,protacxn,protname,srccmpd,srccmpdname,srccmpdurl,srctarget,srctargetname,srctargeturl,taxid,taxname
"[caffeine co-treated with 1-methyl-4-phenyl-1,2,3,6-tetrahydropyridine] results in increased expression of CALM1 mrna|caffeine inhibits the reaction [1-methyl-4-phenyl-1,2,3,6-tetrahydropyridine results in decreased expression of CALM1 mrna]",,,2519,"Singh K, Singh S, Singhal NK, Sharma A, Parmar D, Singh MP. Nicotine- and caffeine-mediated changes in gene expression patterns of MPTP-lesioned mouse striatum: Implications in neuroprotection mechanism. Chem Biol Interact. 2010 Apr 29;185(2):81–93. doi: 10.1016/j.cbi.2010.03.015. PMID: 20230807.",Caffeine,,Comparative Toxicogenomics Database (CTD),PMID:20230807,https://www.ncbi.nlm.nih.gov/pubmed/20230807,801,CALM1,6562262,,20230807,,,D002110,Caffeine,https://ctdbase.org/detail.go?type=chem&acc=D002110,801,CALM1,https://ctdbase.org/detail.go?type=gene&acc=801,10090,Mus musculus (house mouse)
Caffeine results in increased phosphorylation of CALM1 protein,,,2519,"Zhang Z, Zhang Y, Li Y, Jiang S, Xu F, Li K, Chang L, Gao H, Kukic P, Carmichael PL, Liddell M, Li J, Zhang Q, Lyu Z, Peng S, Zuo T, Tulum L, Xu P. Quantitative phosphoproteomics reveal cellular responses from caffeine, coumarin and quercetin in treated HepG2 cells. Toxicol Appl Pharmacol. 2022 Aug 15;449():116110. doi: 10.1016/j.taap.2022.116110. PMID: 35688186.",Caffeine,,Comparative Toxicogenomics Database (CTD),PMID:35688186,https://www.ncbi.nlm.nih.gov/pubmed/35688186,801,CALM1,34251403,,35688186,,,D002110,Caffeine,https://ctdbase.org/detail.go?type=chem&acc=D002110,801,CALM1,https://ctdbase.org/detail.go?type=gene&acc=801,9606,Homo sapiens (human)
Caffeine results in increased expression of CALR protein|doxorubicin promotes the reaction [caffeine results in increased expression of CALR protein]|caffeine promotes the reaction [doxorubicin results in increased expression of CALR protein],,,2519,"Yerragopu AK, Vellapandian C. Chemoimmunotherapy with doxorubicin and caffeine combination enhanced ICD induction and T-cell infiltration in B16F10 melanoma tumors. J Biochem Mol Toxicol. 2023 May;37(5):e23327. doi: 10.1002/jbt.23327. PMID: 36807623.",Caffeine,,Comparative Toxicogenomics Database (CTD),PMID:36807623,https://www.ncbi.nlm.nih.gov/pubmed/36807623,811,CALR,35218312,,36807623,,,D002110,Caffeine,https://ctdbase.org/detail.go?type=chem&acc=D002110,811,CALR,https://ctdbase.org/detail.go?type=gene&acc=811,10090,Mus musculus (house mouse)
Caffeine results in decreased expression of CALU mRNA,,,2519,"Gore MA, Morshedi MM, Reidhaar-Olson JF. Gene expression changes associated with cytotoxicity identified using cDNA arrays. Funct Integr Genomics. 2000 Sep;1(2):114–26. doi: 10.1007/s101420000015. PMID: 11793227.",Caffeine,,Comparative Toxicogenomics Database (CTD),PMID:11793227,https://www.ncbi.nlm.nih.gov/pubmed/11793227,813,CALU,30747595,,11793227,,,D002110,Caffeine,https://ctdbase.org/detail.go?type=chem&acc=D002110,813,CALU,https://ctdbase.org/detail.go?type=gene&acc=813,9606,Homo sapiens (human)
Caffeine results in increased phosphorylation of CALU protein,,,2519,"Zhang Z, Zhang Y, Li Y, Jiang S, Xu F, Li K, Chang L, Gao H, Kukic P, Carmichael PL, Liddell M, Li J, Zhang Q, Lyu Z, Peng S, Zuo T, Tulum L, Xu P. Quantitative phosphoproteomics reveal cellular responses from caffeine, coumarin and quercetin in treated HepG2 cells. Toxicol Appl Pharmacol. 2022 Aug 15;449():116110. doi: 10.1016/j.taap.2022.116110. PMID: 35688186.",Caffeine,,Comparative Toxicogenomics Database (CTD),PMID:35688186,https://www.ncbi.nlm.nih.gov/pubmed/35688186,813,CALU,34251403,,35688186,,,D002110,Caffeine,https://ctdbase.org/detail.go?type=chem&acc=D002110,813,CALU,https://ctdbase.org/detail.go?type=gene&acc=813,9606,Homo sapiens (human)
,,,2519,,Caffeine,,Drug Gene Interaction database (DGIdb),,,816,CAMK2B,,,,,,,CAFFEINE,https://www.dgidb.org/drugs/rxcui:1886,,CAMK2B,https://www.dgidb.org/genes/hgnc:1461,9606,Homo sapiens (human)
Caffeine results in decreased phosphorylation of CAMK2D protein,,,2519,"Zhang Z, Zhang Y, Li Y, Jiang S, Xu F, Li K, Chang L, Gao H, Kukic P, Carmichael PL, Liddell M, Li J, Zhang Q, Lyu Z, Peng S, Zuo T, Tulum L, Xu P. Quantitative phosphoproteomics reveal cellular responses from caffeine, coumarin and quercetin in treated HepG2 cells. Toxicol Appl Pharmacol. 2022 Aug 15;449():116110. doi: 10.1016/j.taap.2022.116110. PMID: 35688186.",Caffeine,,Comparative Toxicogenomics Database (CTD),PMID:35688186,https://www.ncbi.nlm.nih.gov/pubmed/35688186,817,CAMK2D,34251403,,35688186,,,D002110,Caffeine,https://ctdbase.org/detail.go?type=chem&acc=D002110,817,CAMK2D,https://ctdbase.org/detail.go?type=gene&acc=817,9606,Homo sapiens (human)
Caffeine results in decreased phosphorylation of CAMK2G protein,,,2519,"Zhang Z, Zhang Y, Li Y, Jiang S, Xu F, Li K, Chang L, Gao H, Kukic P, Carmichael PL, Liddell M, Li J, Zhang Q, Lyu Z, Peng S, Zuo T, Tulum L, Xu P. Quantitative phosphoproteomics reveal cellular responses from caffeine, coumarin and quercetin in treated HepG2 cells. Toxicol Appl Pharmacol. 2022 Aug 15;449():116110. doi: 10.1016/j.taap.2022.116110. PMID: 35688186.",Caffeine,,Comparative Toxicogenomics Database (CTD),PMID:35688186,https://www.ncbi.nlm.nih.gov/pubmed/35688186,818,CAMK2G,34251403,,35688186,,,D002110,Caffeine,https://ctdbase.org/detail.go?type=chem&acc=D002110,818,CAMK2G,https://ctdbase.org/detail.go?type=gene&acc=818,9606,Homo sapiens (human)
Caffeine results in decreased phosphorylation of CANX protein,,,2519,"Zhang Z, Zhang Y, Li Y, Jiang S, Xu F, Li K, Chang L, Gao H, Kukic P, Carmichael PL, Liddell M, Li J, Zhang Q, Lyu Z, Peng S, Zuo T, Tulum L, Xu P. Quantitative phosphoproteomics reveal cellular responses from caffeine, coumarin and quercetin in treated HepG2 cells. Toxicol Appl Pharmacol. 2022 Aug 15;449():116110. doi: 10.1016/j.taap.2022.116110. PMID: 35688186.",Caffeine,,Comparative Toxicogenomics Database (CTD),PMID:35688186,https://www.ncbi.nlm.nih.gov/pubmed/35688186,821,CANX,34251403,,35688186,,,D002110,Caffeine,https://ctdbase.org/detail.go?type=chem&acc=D002110,821,CANX,https://ctdbase.org/detail.go?type=gene&acc=821,9606,Homo sapiens (human)
[caffeine co-treated with alprazolam] promotes the reaction [calcium results in increased activity of CAPN1 protein],,,2519,"Saha B, Mukherjee A, Samanta S, Saha P, Ghosh AK, Santra CR, Karmakar P. Caffeine augments Alprazolam induced cytotoxicity in human cell lines. Toxicol In Vitro. 2009 Sep;23(6):1100–9. doi: 10.1016/j.tiv.2009.05.018. PMID: 19490937.",Caffeine,,Comparative Toxicogenomics Database (CTD),PMID:19490937,https://www.ncbi.nlm.nih.gov/pubmed/19490937,823,CAPN1,20096082,,19490937,,,D002110,Caffeine,https://ctdbase.org/detail.go?type=chem&acc=D002110,823,CAPN1,https://ctdbase.org/detail.go?type=gene&acc=823,9606,Homo sapiens (human)
Caffeine results in decreased expression of CAPN2 protein,,,2519,"Chanthick C, Thongboonkerd V. Comparative proteomics reveals concordant and discordant biochemical effects of caffeine versus epigallocatechin-3-gallate in human endothelial cells. Toxicol Appl Pharmacol. 2019 Sep 01;378():114621. doi: 10.1016/j.taap.2019.114621. PMID: 31195006.",Caffeine,,Comparative Toxicogenomics Database (CTD),PMID:31195006,https://www.ncbi.nlm.nih.gov/pubmed/31195006,824,CAPN2,14230541,,31195006,,,D002110,Caffeine,https://ctdbase.org/detail.go?type=chem&acc=D002110,824,CAPN2,https://ctdbase.org/detail.go?type=gene&acc=824,9606,Homo sapiens (human)
Caffeine affects the phosphorylation of CAST protein,,,2519,"Zhang Z, Zhang Y, Li Y, Jiang S, Xu F, Li K, Chang L, Gao H, Kukic P, Carmichael PL, Liddell M, Li J, Zhang Q, Lyu Z, Peng S, Zuo T, Tulum L, Xu P. Quantitative phosphoproteomics reveal cellular responses from caffeine, coumarin and quercetin in treated HepG2 cells. Toxicol Appl Pharmacol. 2022 Aug 15;449():116110. doi: 10.1016/j.taap.2022.116110. PMID: 35688186.",Caffeine,,Comparative Toxicogenomics Database (CTD),PMID:35688186,https://www.ncbi.nlm.nih.gov/pubmed/35688186,831,CAST,34251403,,35688186,,,D002110,Caffeine,https://ctdbase.org/detail.go?type=chem&acc=D002110,831,CAST,https://ctdbase.org/detail.go?type=gene&acc=831,9606,Homo sapiens (human)
Caffeine affects the phosphorylation of CARS1 protein,,,2519,"Zhang Z, Zhang Y, Li Y, Jiang S, Xu F, Li K, Chang L, Gao H, Kukic P, Carmichael PL, Liddell M, Li J, Zhang Q, Lyu Z, Peng S, Zuo T, Tulum L, Xu P. Quantitative phosphoproteomics reveal cellular responses from caffeine, coumarin and quercetin in treated HepG2 cells. Toxicol Appl Pharmacol. 2022 Aug 15;449():116110. doi: 10.1016/j.taap.2022.116110. PMID: 35688186.",Caffeine,,Comparative Toxicogenomics Database (CTD),PMID:35688186,https://www.ncbi.nlm.nih.gov/pubmed/35688186,833,CARS1,34251403,,35688186,,,D002110,Caffeine,https://ctdbase.org/detail.go?type=chem&acc=D002110,833,CARS1,https://ctdbase.org/detail.go?type=gene&acc=833,9606,Homo sapiens (human)
Caffeine results in increased phosphorylation of CASP2 protein,,,2519,"Zhang Z, Zhang Y, Li Y, Jiang S, Xu F, Li K, Chang L, Gao H, Kukic P, Carmichael PL, Liddell M, Li J, Zhang Q, Lyu Z, Peng S, Zuo T, Tulum L, Xu P. Quantitative phosphoproteomics reveal cellular responses from caffeine, coumarin and quercetin in treated HepG2 cells. Toxicol Appl Pharmacol. 2022 Aug 15;449():116110. doi: 10.1016/j.taap.2022.116110. PMID: 35688186.",Caffeine,,Comparative Toxicogenomics Database (CTD),PMID:35688186,https://www.ncbi.nlm.nih.gov/pubmed/35688186,835,CASP2,34251403,,35688186,,,D002110,Caffeine,https://ctdbase.org/detail.go?type=chem&acc=D002110,835,CASP2,https://ctdbase.org/detail.go?type=gene&acc=835,9606,Homo sapiens (human)
Caffeine inhibits the reaction [silybin results in increased cleavage of and results in increased activity of CASP2 protein],,,2519,"Tyagi A, Singh RP, Agarwal C, Agarwal R. Silibinin activates p53-caspase 2 pathway and causes caspase-mediated cleavage of Cip1/p21 in apoptosis induction in bladder transitional-cell papilloma RT4 cells: evidence for a regulatory loop between p53 and caspase 2. Carcinogenesis. 2006 Nov;27(11):2269–80. doi: 10.1093/carcin/bgl098. PMID: 16777994.",Caffeine,,Comparative Toxicogenomics Database (CTD),PMID:16777994,https://www.ncbi.nlm.nih.gov/pubmed/16777994,835,CASP2,9245942,,16777994,,,D002110,Caffeine,https://ctdbase.org/detail.go?type=chem&acc=D002110,835,CASP2,https://ctdbase.org/detail.go?type=gene&acc=835,9606,Homo sapiens (human)
[teratogens results in increased abundance of caffeine] which results in increased expression of CASP3 protein,,,2519,"Liu S, Kawanishi T, Shimada A, Ikeda N, Yamane M, Takeda H, Tasaki J. Identification of an adverse outcome pathway (AOP) for chemical-induced craniofacial anomalies using the transgenic zebrafish model. Toxicol Sci. 2023 Oct 30;196(1):38–51. PMID: 37531284; PMCID: PMC10614053.",Caffeine,,Comparative Toxicogenomics Database (CTD),PMID:37531284,https://www.ncbi.nlm.nih.gov/pubmed/37531284,836,CASP3,35552397,PMC10614053,37531284,,,D002110,Caffeine,https://ctdbase.org/detail.go?type=chem&acc=D002110,836,CASP3,https://ctdbase.org/detail.go?type=gene&acc=836,7955,Danio rerio (zebrafish)
Caffeine inhibits the reaction [silybin results in increased cleavage of and results in increased activity of CASP3 protein],,,2519,"Tyagi A, Singh RP, Agarwal C, Agarwal R. Silibinin activates p53-caspase 2 pathway and causes caspase-mediated cleavage of Cip1/p21 in apoptosis induction in bladder transitional-cell papilloma RT4 cells: evidence for a regulatory loop between p53 and caspase 2. Carcinogenesis. 2006 Nov;27(11):2269–80. doi: 10.1093/carcin/bgl098. PMID: 16777994.",Caffeine,,Comparative Toxicogenomics Database (CTD),PMID:16777994,https://www.ncbi.nlm.nih.gov/pubmed/16777994,836,CASP3,9245942,,16777994,,,D002110,Caffeine,https://ctdbase.org/detail.go?type=chem&acc=D002110,836,CASP3,https://ctdbase.org/detail.go?type=gene&acc=836,9606,Homo sapiens (human)
Caffeine results in increased activity of CASP3 protein,,,2519,"Ku BM, Lee YK, Jeong JY, Ryu J, Choi J, Kim JS, Cho YW, Roh GS, Kim HJ, Cho GJ, Choi WS, Kang SS. Caffeine inhibits cell proliferation and regulates PKA/GSK3ß pathways in U87MG human glioma cells. Molecules and Cells. 2010 Dec 30;31(3):275–9. doi: 10.1007/s10059-011-0027-5.|Jang MH, Shin MC, Kang IS, Baik HH, Cho YH, Chu JP, Kim EH, Kim CJ. Caffeine induces apoptosis in human neuroblastoma cell line SK-N-MC. J Korean Med Sci. 2002 Oct;17(5):674–8. PMID: 12378022; PMCID: PMC3054935.",Caffeine,,Comparative Toxicogenomics Database (CTD),PMID:12378022|PMID:21229324,https://www.ncbi.nlm.nih.gov/pubmed/12378022|https://www.ncbi.nlm.nih.gov/pubmed/21229324,836,CASP3,5711563|29583976,PMC3054935|PMC3932700,12378022|21229324,,,D002110,Caffeine,https://ctdbase.org/detail.go?type=chem&acc=D002110,836,CASP3,https://ctdbase.org/detail.go?type=gene&acc=836,9606,Homo sapiens (human)
Caffeine results in decreased expression of CASP3 protein modified form,,,2519,"Wang R, Dashwood WM, Löhr CV, Fischer KA, Pereira CB, Louderback M, Nakagama H, Bailey GS, Williams DE, Dashwood RH. Protective versus promotional effects of white tea and caffeine on PhIP-induced tumorigenesis and beta-catenin expression in the rat. Carcinogenesis. 2008 Apr;29(4):834–9. PMID: 18283038; PMCID: PMC2796682.",Caffeine,,Comparative Toxicogenomics Database (CTD),PMID:18283038,https://www.ncbi.nlm.nih.gov/pubmed/18283038,836,CASP3,33574352,PMC2796682,18283038,,,D002110,Caffeine,https://ctdbase.org/detail.go?type=chem&acc=D002110,836,CASP3,https://ctdbase.org/detail.go?type=gene&acc=836,10116,Rattus norvegicus (Norway rat)
Caffeine inhibits the reaction [oxidopamine results in increased activity of CASP3 protein],,,2519,"Nakaso K, Ito S, Nakashima K. Caffeine activates the PI3K/Akt pathway and prevents apoptotic cell death in a Parkinson's disease model of SH-SY5Y cells. Neurosci Lett. 2008 Feb 20;432(2):146–50. doi: 10.1016/j.neulet.2007.12.034. PMID: 18201823.",Caffeine,,Comparative Toxicogenomics Database (CTD),PMID:18201823,https://www.ncbi.nlm.nih.gov/pubmed/18201823,836,CASP3,30872423,,18201823,,,D002110,Caffeine,https://ctdbase.org/detail.go?type=chem&acc=D002110,836,CASP3,https://ctdbase.org/detail.go?type=gene&acc=836,9606,Homo sapiens (human)
Caffeine results in decreased phosphorylation of CASP3 protein,,,2519,"Zhang Z, Zhang Y, Li Y, Jiang S, Xu F, Li K, Chang L, Gao H, Kukic P, Carmichael PL, Liddell M, Li J, Zhang Q, Lyu Z, Peng S, Zuo T, Tulum L, Xu P. Quantitative phosphoproteomics reveal cellular responses from caffeine, coumarin and quercetin in treated HepG2 cells. Toxicol Appl Pharmacol. 2022 Aug 15;449():116110. doi: 10.1016/j.taap.2022.116110. PMID: 35688186.",Caffeine,,Comparative Toxicogenomics Database (CTD),PMID:35688186,https://www.ncbi.nlm.nih.gov/pubmed/35688186,836,CASP3,34251403,,35688186,,,D002110,Caffeine,https://ctdbase.org/detail.go?type=chem&acc=D002110,836,CASP3,https://ctdbase.org/detail.go?type=gene&acc=836,9606,Homo sapiens (human)
[caffeine co-treated with ephedrine] results in increased cleavage of CASP3 protein,,,2519,"Nyska A, Murphy E, Foley JF, Collins BJ, Petranka J, Howden R, Hanlon P, Dunnick JK. Acute hemorrhagic myocardial necrosis and sudden death of rats exposed to a combination of ephedrine and caffeine. Toxicol Sci. 2005 Feb;83(2):388–96. doi: 10.1093/toxsci/kfi034. PMID: 15537744.",Caffeine,,Comparative Toxicogenomics Database (CTD),PMID:15537744,https://www.ncbi.nlm.nih.gov/pubmed/15537744,836,CASP3,19349089,,15537744,,,D002110,Caffeine,https://ctdbase.org/detail.go?type=chem&acc=D002110,836,CASP3,https://ctdbase.org/detail.go?type=gene&acc=836,10116,Rattus norvegicus (Norway rat)
Caffeine results in increased expression of CASP3 mRNA,,,2519,"Lu M, He X, Jiao Z, Hu Z, Guo Z, Dai S, Wang H, Xu D. The upregulation of glutamate decarboxylase 67 against hippocampal excitability damage in male fetal rats by prenatal caffeine exposure. Environ Toxicol. 2022 Nov;37(11):2703–17. doi: 10.1002/tox.23630. PMID: 35917217.|Xie X, Tan Y, Xiao H, Wen Y, Magdalou J, Chen L, Wang H. Subchondral bone dysplasia mediates susceptibility to osteoarthritis in female adult offspring rats induced by prenatal caffeine exposure. Toxicol Lett. 2020 Mar 15;321():122–30. doi: 10.1016/j.toxlet.2019.12.026. PMID: 31874197.|Folch J, Alvira D, López-Querol M, Tajes M, Sureda FX, Forsby A, Rimbau V, Camins A, Pallàs M. Evaluation of transcriptional activity of caspase-3 gene as a marker of acute neurotoxicity in rat cerebellar granular cells. Toxicol In Vitro. 2010 Mar;24(2):465–71. doi: 10.1016/j.tiv.2009.09.023. PMID: 19815060.",Caffeine,,Comparative Toxicogenomics Database (CTD),PMID:19815060|PMID:31874197|PMID:35917217,https://www.ncbi.nlm.nih.gov/pubmed/19815060|https://www.ncbi.nlm.nih.gov/pubmed/31874197|https://www.ncbi.nlm.nih.gov/pubmed/35917217,836,CASP3,16950921|30901511|34577390,,19815060|31874197|35917217,,,D002110,Caffeine,https://ctdbase.org/detail.go?type=chem&acc=D002110,836,CASP3,https://ctdbase.org/detail.go?type=gene&acc=836,10116,Rattus norvegicus (Norway rat)
Caffeine affects the cleavage of CASP3 protein,,,2519,"Heffernan TP, Kawasumi M, Blasina A, Anderes K, Conney AH, Nghiem P. ATR–Chk1 Pathway Inhibition Promotes Apoptosis after UV Treatment in Primary Human Keratinocytes: Potential Basis for the UV Protective Effects of Caffeine. Journal of Investigative Dermatology. 2009 Jul;129(7):1805–15. doi: 10.1038/jid.2008.435.",Caffeine,,Comparative Toxicogenomics Database (CTD),PMID:19242509,https://www.ncbi.nlm.nih.gov/pubmed/19242509,836,CASP3,25539858,PMC2829385,19242509,,,D002110,Caffeine,https://ctdbase.org/detail.go?type=chem&acc=D002110,836,CASP3,https://ctdbase.org/detail.go?type=gene&acc=836,9606,Homo sapiens (human)
Caffeine promotes the reaction [[doxorubicin co-treated with nocodazole co-treated with hydroxyurea] results in increased cleavage of CASP3 protein]|notch1 protein mutant form inhibits the reaction [caffeine promotes the reaction [[doxorubicin co-treated with nocodazole co-treated with hydroxyurea] results in increased cleavage of CASP3 protein]],,,2519,"De Blasio C, Zonfrilli A, Franchitto M, Mariano G, Cialfi S, Verma N, Checquolo S, Bellavia D, Palermo R, Benelli D, Screpanti I, Talora C. PLK1 targets NOTCH1 during DNA damage and mitotic progression. Journal of Biological Chemistry. 2019 Nov;294(47):17941–50. doi: 10.1074/jbc.ra119.009881.",Caffeine,,Comparative Toxicogenomics Database (CTD),PMID:31597699,https://www.ncbi.nlm.nih.gov/pubmed/31597699,836,CASP3,6082770,PMC6879332,31597699,,,D002110,Caffeine,https://ctdbase.org/detail.go?type=chem&acc=D002110,836,CASP3,https://ctdbase.org/detail.go?type=gene&acc=836,9606,Homo sapiens (human)
Caffeine results in increased cleavage of and results in increased expression of CASP3 protein,,,2519,"Matsuoka S, Moriyama T, Ohara N, Tanimura K, Maruo T. Caffeine induces apoptosis of human umbilical vein endothelial cells through the caspase-9 pathway. Gynecol Endocrinol. 2006 Jan;22(1):48–53. doi: 10.1080/09513590500476198. PMID: 16522534.",Caffeine,,Comparative Toxicogenomics Database (CTD),PMID:16522534,https://www.ncbi.nlm.nih.gov/pubmed/16522534,836,CASP3,32855568,,16522534,,,D002110,Caffeine,https://ctdbase.org/detail.go?type=chem&acc=D002110,836,CASP3,https://ctdbase.org/detail.go?type=gene&acc=836,9606,Homo sapiens (human)
Caffeine results in increased activity of CASP3 protein,,,2519,"Kang SH, Lee YA, Won SJ, Rhee KH, Gwag BJ. Caffeine-induced neuronal death in neonatal rat brain and cortical cell cultures. Neuroreport. 2002 Oct 28;13(15):1945–50. doi: 10.1097/00001756-200210280-00023. PMID: 12395097.",Caffeine,,Comparative Toxicogenomics Database (CTD),PMID:12395097,https://www.ncbi.nlm.nih.gov/pubmed/12395097,836,CASP3,5727847,,12395097,,,D002110,Caffeine,https://ctdbase.org/detail.go?type=chem&acc=D002110,836,CASP3,https://ctdbase.org/detail.go?type=gene&acc=836,10116,Rattus norvegicus (Norway rat)
[caffeine co-treated with alprazolam] results in increased cleavage of CASP3 protein,,,2519,"Saha B, Mukherjee A, Samanta S, Saha P, Ghosh AK, Santra CR, Karmakar P. Caffeine augments Alprazolam induced cytotoxicity in human cell lines. Toxicol In Vitro. 2009 Sep;23(6):1100–9. doi: 10.1016/j.tiv.2009.05.018. PMID: 19490937.",Caffeine,,Comparative Toxicogenomics Database (CTD),PMID:19490937,https://www.ncbi.nlm.nih.gov/pubmed/19490937,836,CASP3,20096082,,19490937,,,D002110,Caffeine,https://ctdbase.org/detail.go?type=chem&acc=D002110,836,CASP3,https://ctdbase.org/detail.go?type=gene&acc=836,9606,Homo sapiens (human)
